date,Close,High,Low,Open,Volume,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,color
2026-05-28 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-05-29 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-01 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-02 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-03 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-04 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-05 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-08 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-09 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-10 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-11 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-12 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-15 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-16 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
2026-06-17 00:00:00+00:00,0.2228,0.2228,0.2228,0.2228,0,,,,,#000000
