date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_67,aVWAP_QQEMOD_bear_dot_c0_147,aVWAP_QQEMOD_bear_dot_c0_227,aVWAP_QQEMOD_bear_dot_c0_259,aVWAP_QQEMOD_bear_dot_c0_308,aVWAP_QQEMOD_bear_dot_c0_333,aVWAP_QQEMOD_bear_dot_c0_367,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2024-12-27 00:00:00+00:00,35.922310257,36.7122249328,35.7812540649,36.2984601026,634574,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2024-12-30 00:00:00+00:00,37.4457171318,37.8594819619,35.7530428264,36.1197889259,485738,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2024-12-31 00:00:00+00:00,37.6243883084,38.1227868539,37.2388347167,37.5491583393,457265,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-02 00:00:00+00:00,37.4175058933,38.1556999654,37.0319523016,37.8500782158,460749,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-03 00:00:00+00:00,37.0037410631,37.6525995468,36.4160069294,37.530350847,462971,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-06 00:00:00+00:00,37.2200272244,37.5446445411,36.5020512065,36.9473185863,457291,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-07 00:00:00+00:00,38.3202655228,38.4425142227,36.7498399173,37.1165860168,726572,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-08 00:00:00+00:00,38.0099419002,39.0725652141,37.8077613582,37.9441156772,755999,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-10 00:00:00+00:00,35.7718503187,37.0977785245,35.4145079654,36.994337317,532711,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-13 00:00:00+00:00,36.2232301335,36.2514413719,35.1982218042,35.659005365,343773,,,,,,,,,,,,35.89096443653333,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-14 00:00:00+00:00,37.1071822707,37.1447972553,36.0915776875,36.0915776875,362683,,,,,,,,,,,,36.34798954810346,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-15 00:00:00+00:00,37.1165860168,37.8594819619,36.8720886172,37.6055808161,390059,,,,,,,,,,,,36.680497158794026,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-16 00:00:00+00:00,37.6055808161,37.8876932004,37.0131448093,37.3234684319,380382,,,,,,,,,,,,36.89211516488524,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-17 00:00:00+00:00,37.2952571935,38.0805640337,37.191815986,37.8218669774,402370,,,,,,,,,,,,37.02709670268529,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-21 00:00:00+00:00,38.6399928916,38.9644221335,37.6808107853,37.8030594851,457883,,,,,,,,,,,,37.301634878269006,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-22 00:00:00+00:00,38.8750865451,38.9785277527,38.0710662501,38.8280678144,571627,,,,,,,,,,,,37.56495430150354,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-23 00:00:00+00:00,39.7496349362,39.8530761437,38.7716453376,38.8750865451,540481,,,,,,,,,,,,37.861603448788166,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-24 00:00:00+00:00,40.2480334816,40.6806058041,39.533348775,39.533348775,549280,,,,,,,,,,,,38.176509895005104,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-27 00:00:00+00:00,39.1760064216,40.4267046583,38.3672842535,40.2198222432,621561,,,,,,,,,,,,38.33079657940124,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-28 00:00:00+00:00,38.4237067304,39.2400459328,37.8970969465,39.0255464834,511529,,,,,,,,,,,,38.34968491331831,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-29 00:00:00+00:00,37.8500782158,38.8233659413,37.5491583393,38.4331104765,537695,,,,,,,,,,,,38.32355720582436,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-30 00:00:00+00:00,39.5145412827,39.7590386823,37.9911344079,38.0851718693,504580,,,,,,,,,,,,38.38605295573239,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-01-31 00:00:00+00:00,39.2324288985,40.3702821815,38.865682799,39.335870106,520041,,,,,,,,,,,,38.47177511124952,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-03 00:00:00+00:00,38.66820413,38.8844902913,37.398698401,37.7372332621,567322,,,,,,,,,,,,38.45969277738561,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-04 00:00:00+00:00,39.2888513753,39.5897712518,38.5553591763,38.9785277527,378647,,,,,,,,,,,,38.49364094035011,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-05 00:00:00+00:00,39.4393113136,39.9189023667,39.3076588676,39.6367899825,376888,,,,,,,,,,,,38.54355151077394,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-06 00:00:00+00:00,39.0913727064,39.669703094,38.8092603221,39.5521562672,455328,,,,,,,,,,,,38.57830040482771,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-07 00:00:00+00:00,38.9785277527,39.5464199821,38.7810490837,39.1383914371,481402,,,,,,,,,,,,38.606457957639925,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-10 00:00:00+00:00,38.66820413,39.5521562672,38.3484767612,39.1571989293,493552,,,,,,,,,,,,38.61950957380107,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-11 00:00:00+00:00,38.263843046,38.5835704148,37.9253081849,38.2826505383,451352,,,,,,,,,,,,38.60300591454474,,,,,,,,,,,,,,,,#000000
2025-02-12 00:00:00+00:00,38.5459554302,38.6870116223,37.3798909088,37.3798909088,452180,,,,,,,,,,,,38.585587318954815,,,,,,,,,,,,,,,,#000000
2025-02-13 00:00:00+00:00,39.5051375365,39.5756656326,38.7434340991,38.9127015297,436726,,,,,,,,,,,,38.61348793019962,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-14 00:00:00+00:00,38.865682799,39.9654509101,38.6493966377,39.7966536669,592371,,,,,,,,,,,,38.64194582280602,,,,,,,,,,,,,,,,#000000
2025-02-18 00:00:00+00:00,40.1633997664,40.1633997664,38.5652331098,38.9597202604,722349,,,,,,,,,,,,38.70096133864461,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-19 00:00:00+00:00,40.0505548127,40.3796859276,39.3734850906,39.5991749979,787609,,,,,,,,,,,,38.77633995115741,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-20 00:00:00+00:00,40.1069772895,40.2480334816,39.1383914371,40.0129398281,574895,,,,,,,,,,,,38.82137637562467,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-21 00:00:00+00:00,39.7684424285,40.4267046583,39.5991749979,40.4267046583,515912,,,,,,,,,,,,38.862340321496184,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-24 00:00:00+00:00,39.6085787441,39.9189023667,38.9973352449,39.9189023667,782390,,,,,,,,,,,,38.8965728712245,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2025-02-25 00:00:00+00:00,38.5741666686,40.1728035125,38.4895329534,39.9471136051,687267,,,,,,,,,,,,38.90468039437554,,,,,,,,,,,,,,,,#000000
2025-02-26 00:00:00+00:00,38.0287493925,38.799856576,37.3610834165,38.3860917458,829994,,,,,,,,,,,,38.86178153333599,,,,,38.063229795000005,,,,,,,,,,,#000000
2025-02-27 00:00:00+00:00,37.7842519928,38.2732467921,37.4034002741,38.0851718693,441444,,,,,,,,,,,,38.83428675518545,,,,,37.978884322479715,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
2025-02-28 00:00:00+00:00,38.0569606309,38.5084355634,37.6672664786,38.171017456,837879,,,,,,,,,,,,38.79817797842211,,,,,38.01807873406758,,,,,,,,,,,"rgba(239, 83, 80, 0.5)"
