date,Close,High,Low,Open,Volume,aVWAP_peak_850,aVWAP_valley_897,SMA_50
2022-01-03 00:00:00+00:00,0.72,0.74,0.7,0.74,167881,,,
2022-01-04 00:00:00+00:00,0.7088,0.7399,0.7,0.7399,110576,,,
2022-01-05 00:00:00+00:00,0.6701,0.7138,0.6651,0.709,171498,,,
2022-01-06 00:00:00+00:00,0.6691,0.6705,0.653,0.665,276851,,,
2022-01-07 00:00:00+00:00,0.6741,0.69,0.6657,0.666,59065,,,
2022-01-10 00:00:00+00:00,0.6897,0.69,0.675,0.68,109591,,,
2022-01-11 00:00:00+00:00,0.7218,0.7288,0.69,0.7042,270651,,,
2022-01-12 00:00:00+00:00,0.7614,0.7633,0.7203,0.73,261873,,,
2022-01-13 00:00:00+00:00,0.74,0.768,0.732,0.768,142527,,,
2022-01-14 00:00:00+00:00,0.7371,0.7497,0.7236,0.74,167272,,,
2022-01-18 00:00:00+00:00,0.694,0.735,0.6808,0.73,278323,,,
2022-01-19 00:00:00+00:00,0.7398,0.74,0.697,0.71,219237,,,
2022-01-20 00:00:00+00:00,0.72,0.7687,0.716001,0.743,280403,,,
2022-01-21 00:00:00+00:00,0.6999,0.7363,0.693,0.715,205774,,,
2022-01-24 00:00:00+00:00,0.72,0.72,0.6341,0.694,503620,,,
2022-01-25 00:00:00+00:00,0.7199,0.7245,0.6995,0.7,130731,,,
2022-01-26 00:00:00+00:00,0.6999,0.72,0.6907,0.72,225538,,,
2022-01-27 00:00:00+00:00,0.6801,0.699899,0.6801,0.6907,237617,,,
2022-01-28 00:00:00+00:00,0.6796,0.697,0.6593,0.6771,301869,,,
2022-01-31 00:00:00+00:00,0.699,0.7,0.6605,0.68,191990,,,
2022-02-01 00:00:00+00:00,0.7095,0.72,0.69,0.7002,120810,,,
2022-02-02 00:00:00+00:00,0.698599,0.72,0.68,0.72,141305,,,
2022-02-03 00:00:00+00:00,0.6864,0.7,0.679,0.679,112509,,,
2022-02-04 00:00:00+00:00,0.681411,0.7,0.679,0.68,31497,,,
2022-02-07 00:00:00+00:00,0.7058,0.725,0.679,0.71,219830,,,
2022-02-08 00:00:00+00:00,0.6915,0.7,0.6901,0.7,41853,,,
2022-02-09 00:00:00+00:00,0.788,0.8005,0.712,0.725,649262,,,
2022-02-10 00:00:00+00:00,0.803499,0.809,0.777,0.8,526918,,,
2022-02-11 00:00:00+00:00,0.8184,0.8289,0.7801,0.8034,395765,,,
2022-02-14 00:00:00+00:00,0.8172,0.828,0.797,0.81,357089,,,
2022-02-15 00:00:00+00:00,0.8159,0.8289,0.8,0.81,340628,,,
2022-02-16 00:00:00+00:00,0.8481,0.8481,0.81,0.829,214876,,,
2022-02-17 00:00:00+00:00,0.845,0.8603,0.8221,0.84,235619,,,
2022-02-18 00:00:00+00:00,0.82,0.8757,0.818,0.835,405925,,,
2022-02-22 00:00:00+00:00,0.81,0.839,0.796,0.839,238321,,,
2022-02-23 00:00:00+00:00,0.815,0.8272,0.796,0.796,271261,,,
2022-02-24 00:00:00+00:00,0.81,0.83,0.805,0.83,202230,,,
2022-02-25 00:00:00+00:00,0.825,0.88,0.805,0.819,462422,,,
2022-02-28 00:00:00+00:00,0.855,0.8883,0.835,0.88,464902,,,
2022-03-01 00:00:00+00:00,0.84,0.8707,0.822,0.86,308144,,,
2022-03-02 00:00:00+00:00,0.84,0.8645,0.8333,0.8465,150078,,,
2022-03-03 00:00:00+00:00,0.839,0.8599,0.8258,0.839,163199,,,
2022-03-04 00:00:00+00:00,0.8698,0.87,0.83,0.8585,263417,,,
2022-03-07 00:00:00+00:00,0.8761,0.92,0.86,0.88,562335,,,
2022-03-08 00:00:00+00:00,0.92,0.9396,0.872,0.89,1123825,,,
2022-03-09 00:00:00+00:00,0.8907,0.9182,0.88,0.898,396979,,,
2022-03-10 00:00:00+00:00,0.9173,0.945,0.8812,0.8907,913786,,,
2022-03-11 00:00:00+00:00,0.9499,0.997,0.891,0.9,1231947,,,
2022-03-14 00:00:00+00:00,0.9,0.93,0.86,0.9116,591648,,,
