date,Close,High,Low,Open,Volume,aVWAP_QQEMOD_bear_dot_c0_75,aVWAP_QQEMOD_bear_dot_c0_114,aVWAP_QQEMOD_bear_dot_c0_180,aVWAP_QQEMOD_bear_dot_c0_221,aVWAP_QQEMOD_bear_dot_c0_250,aVWAP_QQEMOD_bear_dot_c0_332,aVWAP_QQEMOD_bear_dot_c0_357,aVWAP_QQEMOD_bear_dot_c0_437,aVWAP_QQEMOD_bear_dot_c0_476,aVWAP_QQEMOD_bear_dot_c0_536,aVWAP_QQEMOD_bear_dot_c0_602,aVWAP_QQEMOD_bear_dot_c0_711,aVWAP_QQEMOD_bear_dot_c0_767,aVWAP_QQEMOD_bear_dot_c0_788,aVWAP_QQEMOD_bear_dot_c0_845,aVWAP_QQEMOD_bear_dot_c0_883,aVWAP_QQEMOD_bear_dot_c0_955,aVWAP_QQEMOD_bear_dot_c0_1004,aVWAP_QQEMOD_bear_dot_c0_1037,aVWAP_QQEMOD_bear_dot_c0_1098,aVWAP_QQEMOD_bear_dot_c0_1167,aVWAP_QQEMOD_bear_dot_c0_1230,aVWAP_price_maxima_minima_valley_c0_1,aVWAP_price_maxima_minima_valley_c0_2,aVWAP_price_maxima_minima_valley_c0_3,aVWAP_price_maxima_minima_valley_c0_4,aVWAP_price_maxima_minima_valley_c0_5,aVWAP_price_maxima_minima_valley_c0_6,aVWAP_price_maxima_minima_valley_c0_7,aVWAP_price_maxima_minima_valley_c0_8,aVWAP_price_maxima_minima_valley_c0_9,aVWAP_price_maxima_minima_valley_c0_10,aVWAP_price_maxima_minima_peak_c0_1,aVWAP_price_maxima_minima_peak_c0_2,aVWAP_price_maxima_minima_peak_c0_3,aVWAP_price_maxima_minima_peak_c0_4,aVWAP_price_maxima_minima_peak_c0_5,aVWAP_price_maxima_minima_peak_c0_6,aVWAP_price_maxima_minima_peak_c0_7,aVWAP_price_maxima_minima_peak_c0_8,aVWAP_price_maxima_minima_peak_c0_9,aVWAP_price_maxima_minima_peak_c0_10,color
2021-06-21 00:00:00+00:00,42.1970472034,42.3831422296,41.5689764898,41.6852858812,870044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000
2021-06-22 00:00:00+00:00,42.3831422296,42.5227134993,42.0202569284,42.2342662086,509715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-23 00:00:00+00:00,41.8992951614,42.4761897428,41.8899904101,42.3180089704,1205764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-24 00:00:00+00:00,42.0946949389,42.4854014466,41.903947537,42.3738374783,611422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-25 00:00:00+00:00,42.6343705151,42.7553322821,42.1133044416,42.1784377008,2189662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-28 00:00:00+00:00,42.215656706,42.8762940492,42.0435188067,42.8297702926,469481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-29 00:00:00+00:00,42.2714852139,42.7227656526,41.9923426745,42.2900947165,1015347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-06-30 00:00:00+00:00,42.2714852139,42.3273137218,41.9365141666,42.2342662086,745824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-01 00:00:00+00:00,42.5506277533,42.6995037743,42.2807899652,42.3459232244,594485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-02 00:00:00+00:00,42.8669892979,42.9460796841,42.5506277533,42.8018560387,377903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-06 00:00:00+00:00,43.3043126096,43.4624933819,42.5785420072,42.8297702926,1424753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-07 00:00:00+00:00,43.73233117,43.7416359213,42.9693415623,43.3694458688,948005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-08 00:00:00+00:00,43.73233117,43.9649499528,42.9972558163,43.0809985781,1216356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-09 00:00:00+00:00,44.2440924922,44.3929685132,43.9184261962,44.0486927146,728138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-12 00:00:00+00:00,43.9649499528,44.0859117199,43.7602454239,43.9649499528,582470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-13 00:00:00+00:00,44.4115780158,44.4441446454,43.7748538835,43.8253786831,937689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-14 00:00:00+00:00,44.4487970211,44.9605583433,44.2161782383,44.7093300578,1654049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-15 00:00:00+00:00,44.2720067461,44.5325397829,44.0673022172,44.3185305027,891719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-16 00:00:00+00:00,44.6069777934,44.9140345867,44.476711275,44.5604540368,605779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-19 00:00:00+00:00,43.6020646516,44.4953207776,43.406664874,44.0021689581,1171835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-20 00:00:00+00:00,44.8116823223,45.1457228944,43.6206741542,43.7230264187,1075426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-21 00:00:00+00:00,45.3420531471,45.4537101628,44.8489013275,44.9140345867,1010558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-22 00:00:00+00:00,45.3141388932,45.518843422,45.0443011051,45.5002339194,552437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-23 00:00:00+00:00,46.1608712626,46.1794807652,45.6025861839,45.6584146917,486488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-26 00:00:00+00:00,46.0678237495,46.3655757915,45.7886812101,46.2260045218,451008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-27 00:00:00+00:00,45.816595464,46.1515665113,45.6398051891,45.8817287232,812756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-28 00:00:00+00:00,45.695633697,46.0399094956,45.4164911576,45.9096429772,830321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
2021-07-29 00:00:00+00:00,46.3469662889,46.6447183309,45.993385739,46.0399094956,670125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)"
