date,Close,High,Low,Open,Volume,aVWAP_peak_890,aVWAP_valley_819,SMA_50
2022-01-03 00:00:00+00:00,107.8939086881,110.7583487418,105.4076125359,110.7583487418,42625,,,
2022-01-04 00:00:00+00:00,107.6575687497,109.1134227703,107.5063111891,109.0897887765,11703,,,
2022-01-05 00:00:00+00:00,101.2220322265,107.5063111891,101.1062256566,107.5063111891,11898,,,
2022-01-06 00:00:00+00:00,101.2763904123,101.895601051,99.3771626671,101.200761632,14646,,,
2022-01-07 00:00:00+00:00,99.9623403547,100.7328085539,99.4992086113,100.6997209626,6960,,,
2022-01-10 00:00:00+00:00,98.6482902971,98.8657230404,96.3321589005,98.1283424325,16718,,,
2022-01-11 00:00:00+00:00,99.016980601,99.3951245025,96.5779524365,99.3951245025,5744,,,
2022-01-12 00:00:00+00:00,99.6881860261,100.2081338906,99.1115165764,99.1115165764,19918,,,
2022-01-13 00:00:00+00:00,99.1020629788,100.8320713281,99.1020629788,100.3499378537,6066,,,
2022-01-14 00:00:00+00:00,97.1357146912,97.4004154222,95.0474149953,96.1147261572,8935,,,
2022-01-18 00:00:00+00:00,95.0937376232,95.9067470114,94.1105634794,95.6514998779,25523,,,
2022-01-19 00:00:00+00:00,92.9761317749,95.9540149991,92.7870598242,95.6704070729,30174,,,
2022-01-20 00:00:00+00:00,90.603846009,95.2260879887,90.5087428178,93.0990285429,3205,,,
2022-01-21 00:00:00+00:00,90.3480316597,91.9645968385,89.9982485508,91.2933914134,6328,,,
2022-01-24 00:00:00+00:00,90.0927845262,90.3385780622,84.0424821026,88.2209722139,95409,,,
2022-01-25 00:00:00+00:00,89.3524733031,90.669453976,86.6328623637,86.6328623637,2885,,,
2022-01-26 00:00:00+00:00,86.6327678277,91.7849784853,86.0277375854,91.2177626331,19145,,,
2022-01-27 00:00:00+00:00,84.01412131,89.0642331142,83.8628637494,87.483591606,12160,,,
2022-01-28 00:00:00+00:00,89.260867943,89.279775138,82.3219273509,83.8155957617,7891,,,
2022-01-31 00:00:00+00:00,92.0103522506,92.0103522506,89.4783006863,89.4783006863,32370,,,
2022-02-01 00:00:00+00:00,91.0381442799,91.4351953764,89.9037125755,91.4351953764,4590,,,
2022-02-02 00:00:00+00:00,93.363729274,93.5858888161,92.6452558612,92.6452558612,7467,,,
2022-02-03 00:00:00+00:00,91.3028450109,92.7870598242,91.1421338528,92.7870598242,3488,,,
2022-02-04 00:00:00+00:00,89.433490634,91.198855438,89.2117092358,90.2305234423,3310,,,
2022-02-07 00:00:00+00:00,88.9678064193,89.6579190395,88.7409200784,89.3459503208,22189,,,
2022-02-08 00:00:00+00:00,88.0508074582,89.3837647109,88.0035394706,88.7031056883,13650,,,
2022-02-09 00:00:00+00:00,91.9809515622,92.1064008016,90.6363663846,90.7639899513,4311,,,
2022-02-10 00:00:00+00:00,87.6305950477,91.5108241567,86.7178502055,90.6505467809,5377,,,
2022-02-11 00:00:00+00:00,85.8197584395,88.1926114213,84.9689346612,88.1926114213,7972,,,
2022-02-14 00:00:00+00:00,84.2126468583,86.7228606122,83.872317347,85.6495936839,4704,,,
2022-02-15 00:00:00+00:00,85.3198522018,86.1033663657,85.0256562465,85.6241635065,3413,,,
2022-02-16 00:00:00+00:00,85.7913976469,86.1222735607,84.1748324681,85.4794289282,6871,,,
2022-02-17 00:00:00+00:00,84.1086572854,85.6117792937,84.0424821026,84.401718809,4454,,,
2022-02-18 00:00:00+00:00,83.161974028,85.1834367893,82.9175039957,85.1834367893,5289,,,
