date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_798,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_732,Gap_Up_aVWAP_720,Gap_Up_aVWAP_684,Gap_Up_aVWAP_672,Gap_Up_aVWAP_612,Gap_Down_aVWAP_882,Gap_Down_aVWAP_840,Gap_Down_aVWAP_750,Gap_Down_aVWAP_744,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,Gap_Down_aVWAP_696,Gap_Down_aVWAP_678,Gap_Down_aVWAP_666,Gap_Down_aVWAP_624,aVWAP_OB_bull_882,aVWAP_OB_bull_444,aVWAP_OB_bull_127,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,5.825,5.865,5.68,5.765,34887.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,34887.0,False,False,False,False
2025-02-03 16:00:00+00:00,5.765,5.915,5.735,5.83,23401.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,23401.0,362.8062015503876,False,False,False,False,34708.92248062015,False,False,False,False
2025-02-03 17:00:00+00:00,5.825,5.88,5.75,5.755,11580.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.17154811715484,-15.899581589958053,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,11821.0,540.4526170302265,False,False,False,False,34350.33453518418,False,False,False,False
2025-02-03 18:00:00+00:00,5.755,5.805,5.74,5.745,11384.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.4862715509416,-15.899581589958053,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,437.0,538.8487004871223,False,False,False,False,33994.2673330883,False,False,False,False
2025-02-03 19:00:00+00:00,5.745,5.815,5.745,5.775,27528.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.52717635972665,-15.899581589958053,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,27965.0,964.0603485415855,False,False,False,False,33894.01512637375,False,False,False,False
2025-02-03 20:00:00+00:00,5.775,5.795,5.705,5.72,77218.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.945499513050834,-15.899581589958053,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-49253.0,185.50127337039817,False,False,False,False,34565.70481433695,False,False,False,False
2025-02-04 15:00:00+00:00,5.93,6.08,5.88,6.03,73531.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.04955646962122,-15.899581589958053,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,24278.0,559.0283854111672,False,False,False,False,35169.81791799064,False,False,False,False
2025-02-04 16:00:00+00:00,6.025,6.13,6.0,6.115,86110.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.67210969536313,-15.899581589958053,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,110388.0,2261.8031391257227,False,False,False,False,35959.58818282799,False,False,False,False
2025-02-04 17:00:00+00:00,6.115,6.205,6.075,6.2,40624.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.04678147227546,-11.716769422757174,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,151012.0,4568.007741619898,False,False,False,False,36031.904645109724,False,False,False,False
2025-02-04 18:00:00+00:00,6.195,6.245,6.155,6.185,74469.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7638761805652,-6.234481576100286,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,76543.0,5683.899094463,False,False,False,False,36627.82860410027,False,False,False,False
