date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_441,Gap_Up_aVWAP_431,Gap_Up_aVWAP_427,Gap_Up_aVWAP_418,Gap_Up_aVWAP_414,Gap_Up_aVWAP_410,Gap_Up_aVWAP_405,Gap_Up_aVWAP_400,Gap_Up_aVWAP_399,Gap_Up_aVWAP_397,Gap_Down_aVWAP_437,Gap_Down_aVWAP_436,Gap_Down_aVWAP_432,Gap_Down_aVWAP_423,Gap_Down_aVWAP_420,Gap_Down_aVWAP_407,Gap_Down_aVWAP_402,Gap_Down_aVWAP_396,Gap_Down_aVWAP_390,Gap_Down_aVWAP_388,aVWAP_OB_bull_341,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,11.34,11.35,11.015,11.04,11462.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,11.35,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11462.0,False,False,False,False
2023-12-15 17:00:00+00:00,10.9,11.045,10.73,10.91,31837.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31837.0,-493.5968992248062,False,False,False,False,11777.891472868216,False,False,False,False
2023-12-18 17:00:00+00:00,10.4,10.535,10.39,10.52,6995.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-38832.0,-1087.9907457484526,False,False,False,False,11703.738116699717,False,False,False,False
2023-12-19 17:00:00+00:00,10.69,10.69,10.44,10.57,12064.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3374536464771767,-46.99629171817054,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26768.0,-1486.1304241089417,False,False,False,False,11709.323572254758,False,False,False,False
2023-12-20 17:00:00+00:00,10.615,10.67,10.26,10.265,4314.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.203190347044733,-46.41737590644837,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31082.0,-1944.9811152080279,False,False,False,False,11594.667392839956,False,False,False,False
2023-12-21 17:00:00+00:00,10.26,10.47,10.19,10.41,17457.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.38855681170567,-41.00928880697485,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13625.0,-2126.0666793133296,False,False,False,False,11685.556270470344,False,False,False,False
2023-12-22 17:00:00+00:00,10.56,10.625,10.34,10.435,8032.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.375418827435468,-36.96265796179076,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5593.0,-2179.817583510022,False,False,False,False,11628.911987207239,False,False,False,False
2023-12-25 17:00:00+00:00,10.435,10.435,10.435,10.435,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.69999350458867,-34.47876562993308,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5593.0,-2232.7351403548278,False,False,False,False,11448.61877810325,False,False,False,False
2023-12-26 17:00:00+00:00,10.325,10.45,10.29,10.34,13129.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.743016449029906,-33.95093131554423,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18722.0,-2488.3826575586286,False,False,False,False,11474.67120014816,False,False,False,False
2023-12-27 17:00:00+00:00,10.385,10.53,10.33,10.495,14527.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.73096326961239,-28.74374198967056,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4195.0,-2514.841841162371,False,False,False,False,11521.994127277643,False,False,False,False
2023-12-28 17:00:00+00:00,10.655,10.72,10.43,10.45,8415.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.533333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.94097346059378,-26.17542940402963,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12610.0,-2671.35592114435,False,False,False,False,11473.823675691943,False,False,False,False
2023-12-29 17:00:00+00:00,10.15,10.33,10.08,10.1,5306.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.392829968661175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.926242938225347,-26.17542940402963,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17916.0,-2907.70699213436,False,False,False,False,11378.1985024254,False,False,False,False
2024-01-01 17:00:00+00:00,10.1,10.1,10.1,10.1,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.392829968661175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.58308925664639,-26.17542940402963,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17916.0,-3140.3937054346025,False,False,False,False,11201.792324093223,False,False,False,False
2024-01-02 17:00:00+00:00,10.07,10.12,9.96,9.97,18985.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.174476752481706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.60275932115129,-20.61759959180997,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-36901.0,-3663.8139580635234,False,False,False,False,11322.462210541391,False,False,False,False
2024-01-03 17:00:00+00:00,9.995,10.25,9.855,9.975,29724.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.104101820705857,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.446280466655928,-21.837409151069707,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7177.0,-3718.2819587137014,False,False,False,False,11607.757370067882,False,False,False,False
