date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_366,Gap_Up_aVWAP_361,Gap_Up_aVWAP_353,Gap_Up_aVWAP_350,Gap_Up_aVWAP_349,Gap_Up_aVWAP_329,Gap_Up_aVWAP_324,Gap_Up_aVWAP_302,Gap_Up_aVWAP_299,Gap_Up_aVWAP_281,Gap_Down_aVWAP_373,Gap_Down_aVWAP_364,Gap_Down_aVWAP_363,Gap_Down_aVWAP_359,Gap_Down_aVWAP_352,Gap_Down_aVWAP_341,Gap_Down_aVWAP_340,Gap_Down_aVWAP_317,Gap_Down_aVWAP_312,Gap_Down_aVWAP_296,aVWAP_OB_bull_343,aVWAP_OB_bull_136,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,3.465,3.465,3.415,3.425,1774.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1774.0,False,False,False,False
2023-12-15 17:00:00+00:00,3.355,3.355,3.245,3.27,902.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-902.0,-13.984496124031008,False,False,False,False,1760.4806201550387,False,False,False,False
2023-12-18 17:00:00+00:00,3.35,3.37,3.33,3.33,299.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.112359550561814,-65.16853932584272,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-603.0,-23.116519439937505,False,False,False,False,1737.822005889069,False,False,False,False
2023-12-19 17:00:00+00:00,3.42,3.44,3.385,3.42,520.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.716491751775692,-51.01358438969405,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-83.0,-24.04494549513227,False,False,False,False,1718.9410445574556,False,False,False,False
2023-12-20 17:00:00+00:00,3.42,3.42,3.33,3.33,228.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.494268273168945,-45.97185592442307,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-311.0,-28.493861068851153,False,False,False,False,1695.825679525557,False,False,False,False
2023-12-21 17:00:00+00:00,3.24,3.35,3.24,3.34,273.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.356638983270244,-41.30814807334647,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-38.0,-28.641243067783694,False,False,False,False,1673.7663666646956,False,False,False,False
2023-12-22 17:00:00+00:00,3.47,3.47,3.32,3.32,106.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.97622151498673,-38.351076542312775,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-144.0,-30.4297509271979,False,False,False,False,1649.4599113675686,False,False,False,False
2023-12-25 17:00:00+00:00,3.32,3.32,3.32,3.32,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.055943202797735,-35.59024214142788,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-144.0,-32.19052998259018,False,False,False,False,1623.8868894859008,False,False,False,False
2023-12-26 17:00:00+00:00,3.44,3.44,3.33,3.33,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.64652580640414,-32.21695824804579,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44.0,-32.373622540999634,False,False,False,False,1600.260736160538,False,False,False,False
2023-12-27 17:00:00+00:00,3.305,3.305,3.265,3.295,851.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.76459766319537,-31.251611017941016,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-895.0,-45.747674904705065,False,False,False,False,1588.6442906386692,False,False,False,False
