date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_9,Gap_Down_aVWAP_24,Gap_Down_aVWAP_19,aVWAP_OB_bull_69,aVWAP_OB_bear_151,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.37,4.57,4.23,4.48,8059837,,,,,,#000000,-1.0,3.88385,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8059837.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.64,5.31,4.365,4.52,18116741,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,18116741,1341980.8148148148,False,False,False,False,8804792.851851853,False,False,False,False
2022-01-14 00:00:00+00:00,4.61,5.09,4.395,4.65,9686269,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.9604863221885,36.322188449848255,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8430472,1867054.2359396433,False,False,False,False,8870087.381344307,False,False,False,False
2022-01-21 00:00:00+00:00,4.06,4.59,4.01,4.54,8023444,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.52114000878687,39.056303728385956,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,407028,1758904.1443885586,False,False,False,False,8807373.056800285,False,False,False,False
2022-01-28 00:00:00+00:00,3.9,4.13,3.6722,3.95,15824072,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.900733333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.197151458393364,25.076771783030892,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-15417044,486611.68924866547,False,False,False,False,9327128.534074338,False,False,False,False
2022-02-04 00:00:00+00:00,4.11,4.35,3.86,3.91,7357695,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,3.9660948157863314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.528564252153224,19.600978460292126,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-8059349,-146422.43588086532,False,False,False,False,9181244.56858735,False,False,False,False
2022-02-11 00:00:00+00:00,4.59,4.785,4.06,4.11,8623311,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.104978048299918,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.44431796104024,19.600978460292126,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,563962,-93801.36655635679,False,False,False,False,9139916.156099398,False,False,False,False
2022-02-18 00:00:00+00:00,4.15,4.65,4.13,4.54,5692269,,,,,,#000000,0.0,0.0,,4.136101319500461,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.03723690105509,18.377099728174315,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-5128307,-466727.7097744044,False,False,False,False,8884534.885277221,False,False,False,False
2022-02-25 00:00:00+00:00,4.79,4.8,4.11,4.11,9139235,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.220477955219788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.94483487804759,18.377099728174315,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4010928,-135049.5090503745,False,False,False,False,8903401.56044187,False,False,False,False
2022-03-04 00:00:00+00:00,5.08,5.66,4.84,4.85,18056104,5.193333333333333,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,4.492007535614356,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.65821713296411,18.377099728174315,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,22067032,1509549.1212496532,False,False,False,False,9581379.518927658,False,False,False,False
