date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_110,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_92,aVWAP_OB_bear_167,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,16.4715208246,16.5269005776,16.2194918461,16.2746066242,648618,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,648618.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.7167740165,16.8077550393,16.400318285,16.4794322179,1547313,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1547313,114615.77777777777,False,False,False,False,715188.0,False,False,False,False
2022-01-14 00:00:00+00:00,16.8512677024,16.9295904959,16.6139259037,16.7167740165,1187098,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2734411,308674.683127572,False,False,False,False,750144.2962962963,False,False,False,False
2022-01-21 00:00:00+00:00,16.3291157454,16.8354449158,16.3212043521,16.8275335225,978306,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.6793878880907,33.62660886296074,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1756105,415891.7436366407,False,False,False,False,767045.1632373114,False,False,False,False
2022-01-28 00:00:00+00:00,16.2816473857,16.4397961375,15.9516631717,16.2104448461,1743181,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.2243688983,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.6802291507443,22.048757350215496,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,12924,386042.2811450377,False,False,False,False,839351.5215160291,False,False,False,False
2022-02-04 00:00:00+00:00,16.1646112244,16.455698038,16.0692447865,16.2579132058,854704,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.22617262444046,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.03128083300394,13.033353484320095,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-841780,295092.4825417015,False,False,False,False,840488.7421444714,False,False,False,False
2022-02-11 00:00:00+00:00,16.3394496938,16.4268689286,16.1328224117,16.1805056307,1075684,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,16.247706706063266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.716694341456225,10.142871027295868,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,233904,290560.00235342735,False,False,False,False,857910.6130967328,False,False,False,False
2022-02-18 00:00:00+00:00,16.1805056307,16.3712385065,16.0851391928,16.347396897,733838,,,,,,#000000,0.0,0.0,,16.24181052627837,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.84766223532388,6.5456597551834435,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-499934,232004.8910679883,False,False,False,False,848720.0491636414,False,False,False,False
2022-02-25 00:00:00+00:00,16.2281888496,16.2361360528,15.5208877685,16.1407696149,884535,,,,,,#000000,-1.0,15.440611,,16.097819748733116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.14910419214315,4.863760719787848,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,384601,243308.3065444336,False,False,False,False,851373.0084848532,False,False,False,False
2022-03-04 00:00:00+00:00,16.5483651482,16.5483651482,15.9897727549,16.0692447865,722325,,,,,,#000000,0.0,0.0,,16.19003366502624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.299033408183554,4.863760719787848,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1106926,307279.9875411422,False,False,False,False,841813.8967452344,False,False,False,False
2022-03-11 00:00:00+00:00,16.2370355579,16.6162190333,16.2290527479,16.5244167182,748025,,,,,,#000000,0.0,0.0,,16.229693295675048,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.71572889925723,4.863760719787848,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,358901,311103.76624179835,False,False,False,False,834866.5710604022,False,False,False,False
2022-03-18 00:00:00+00:00,16.4206401881,16.4437903371,16.0534309277,16.2530011779,879270,,,,,,#000000,0.0,0.0,,16.24490645988302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.38500230151356,4.863760719787848,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1238171,379775.4131868504,False,False,False,False,838155.7139448168,False,False,False,False
