date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_829,Gap_Up_aVWAP_828,Gap_Up_aVWAP_819,Gap_Up_aVWAP_797,Gap_Up_aVWAP_755,Gap_Up_aVWAP_754,Gap_Up_aVWAP_751,Gap_Up_aVWAP_750,Gap_Up_aVWAP_749,Gap_Up_aVWAP_736,Gap_Down_aVWAP_799,Gap_Down_aVWAP_795,Gap_Down_aVWAP_794,Gap_Down_aVWAP_792,Gap_Down_aVWAP_784,Gap_Down_aVWAP_776,Gap_Down_aVWAP_766,Gap_Down_aVWAP_763,Gap_Down_aVWAP_742,Gap_Down_aVWAP_741,aVWAP_OB_bull_795,aVWAP_OB_bear_632,aVWAP_OB_bear_549,aVWAP_OB_bear_510,aVWAP_OB_bear_118,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-20 00:00:00+00:00,75.22,77.1,75.05,77.1,5670,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5670.0,False,False,False,False
2022-04-21 00:00:00+00:00,73.284,77.5,73.0465,77.5,8615,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8615,-337.84313725490193,False,False,False,False,5785.490196078432,False,False,False,False
2022-04-22 00:00:00+00:00,73.049,74.15,72.8,73.35,3534,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12149,-801.0257593233372,False,False,False,False,5697.196462898886,False,False,False,False
2022-04-25 00:00:00+00:00,72.2395,74.95,71.5825,74.95,2758,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14907,-1354.20121974203,False,False,False,False,5581.933856510695,False,False,False,False
2022-04-26 00:00:00+00:00,70.879,72.025,70.755,72.0,735,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15642,-1914.5070542619505,False,False,False,False,5391.858019000471,False,False,False,False
2022-04-27 00:00:00+00:00,68.1,71.15,68.1,70.8,1788,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17430,-2522.957758016384,False,False,False,False,5250.530253549473,False,False,False,False
2022-04-28 00:00:00+00:00,68.759,68.759,66.1,68.5,2493,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.497573339428906,-46.7938911055235,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14937,-3009.7829439765255,False,False,False,False,5142.391812233807,False,False,False,False
2022-04-29 00:00:00+00:00,66.6185,72.65,66.6185,72.65,1355,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.875598021434779,-45.72501144365306,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16292,-3530.6542010754856,False,False,False,False,4993.866643126599,False,False,False,False
2022-05-02 00:00:00+00:00,66.963,67.65,65.65,67.65,7475,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.212146117788235,-43.781176134170664,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8817,-3737.961879464682,False,False,False,False,5091.165990454968,False,False,False,False
2022-05-03 00:00:00+00:00,65.2555,67.4,65.2555,67.4,1462,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.974781341024647,-43.32721877453222,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10279,-3994.4731783092043,False,False,False,False,4948.845755535165,False,False,False,False
