date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_441,Gap_Up_aVWAP_438,Gap_Up_aVWAP_434,Gap_Up_aVWAP_433,Gap_Up_aVWAP_428,Gap_Up_aVWAP_410,Gap_Up_aVWAP_405,Gap_Up_aVWAP_404,Gap_Up_aVWAP_396,Gap_Up_aVWAP_392,Gap_Down_aVWAP_432,Gap_Down_aVWAP_431,Gap_Down_aVWAP_429,Gap_Down_aVWAP_421,Gap_Down_aVWAP_416,Gap_Down_aVWAP_411,Gap_Down_aVWAP_407,Gap_Down_aVWAP_402,Gap_Down_aVWAP_393,Gap_Down_aVWAP_391,aVWAP_OB_bull_426,aVWAP_OB_bear_240,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,1.785,1.79,1.725,1.76,77074.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,77074.0,False,False,False,False
2023-12-15 17:00:00+00:00,1.715,1.715,1.64,1.665,62543.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-62543.0,-969.6589147286821,False,False,False,False,76848.71317829458,False,False,False,False
2023-12-18 17:00:00+00:00,1.635,1.695,1.635,1.675,51850.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.529411764705884,-55.294117647058826,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10693.0,-1120.408388918935,False,False,False,False,76461.13622979388,False,False,False,False
2023-12-19 17:00:00+00:00,1.665,1.695,1.665,1.68,43392.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.557660121647515,-51.31575294934077,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,32699.0,-596.07647591244,False,False,False,False,75948.43644328545,False,False,False,False
2023-12-20 17:00:00+00:00,1.885,1.945,1.785,1.795,55728.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.911562540896888,-33.574229791079894,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,88427.0,784.1262601482181,False,False,False,False,75634.94130462986,False,False,False,False
2023-12-21 17:00:00+00:00,1.855,1.87,1.8,1.845,25835.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.389443927037405,-20.256627577306993,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,114262.0,2543.4731398358426,False,False,False,False,74862.84919137978,False,False,False,False
2023-12-22 17:00:00+00:00,1.855,1.855,1.815,1.83,15376.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.984545089375196,-13.397772341344478,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,98886.0,4037.155726815132,False,False,False,False,73940.57245973048,False,False,False,False
2023-12-25 17:00:00+00:00,1.83,1.83,1.83,1.83,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.71461253093373,-8.776616339593197,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,98886.0,5507.68044422885,False,False,False,False,72794.20699523854,False,False,False,False
2023-12-26 17:00:00+00:00,1.825,1.865,1.815,1.825,22022.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.8783371430547,-6.019318355339877,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,76864.0,6613.979972225302,False,False,False,False,72007.04099531235,False,False,False,False
2023-12-27 17:00:00+00:00,1.85,1.87,1.835,1.86,16444.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.07478974094575,-1.8667178391374577,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,93308.0,7958.073305989251,False,False,False,False,71145.59849926099,False,False,False,False
