date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_147,Gap_Up_aVWAP_40,Gap_Down_aVWAP_140,Gap_Down_aVWAP_17,aVWAP_OB_bull_176,aVWAP_OB_bull_98,aVWAP_OB_bull_62,aVWAP_OB_bull_50,aVWAP_OB_bear_147,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,0.6328,0.6704,0.6049,0.61,6043321,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6337625418636612,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.98659195832526,-13.662629833220919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1935857,-1506709.0547967583,False,False,False,False,3621929.5483521866,False,False,False,False
2022-03-18 00:00:00+00:00,0.616,0.642099,0.5625,0.6299,3802879,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6285369329996597,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.159029354167714,-13.662629833220919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5738736,-1820192.5322192207,False,False,False,False,3635333.2114372095,False,False,False,False
2022-03-25 00:00:00+00:00,0.6301,0.65,0.611,0.62,2199776,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6287217935307823,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.09681905850998,-13.662629833220919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3538960,-1947508.6409437228,False,False,False,False,3528995.6402196386,False,False,False,False
2022-04-01 00:00:00+00:00,0.532,0.6349,0.5031,0.6251,4267350,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6169138817750377,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6107341244782,-13.662629833220919,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7806310,-2381493.9267997434,False,False,False,False,3583688.5557589247,False,False,False,False
2022-04-08 00:00:00+00:00,0.5373,0.549,0.52,0.54,2592866,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6095355030309115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.12587541786701,-6.0593613382084754,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5213444,-2591268.0062960587,False,False,False,False,3510294.292369375,False,False,False,False
2022-04-15 00:00:00+00:00,0.53,0.541,0.518,0.525,1560432,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6054078438855292,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.86676903008498,-7.287771028345183,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6773876,-2901090.820644499,False,False,False,False,3365860.048490162,False,False,False,False
2022-04-22 00:00:00+00:00,0.505,0.5417,0.5,0.532,1809325,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.6003286000728303,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.306655918603724,-8.86164860649464,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-8583201,-3321987.8709671283,False,False,False,False,3250561.1560094096,False,False,False,False
2022-04-29 00:00:00+00:00,0.45,0.49,0.45,0.4835,2300332,,,,0.4633333333333334,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.5911419396703622,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.960119665760896,-11.212767319598306,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-10883533,-3882102.324969563,False,False,False,False,3180173.8111198237,False,False,False,False
2022-05-06 00:00:00+00:00,0.4505,0.5,0.43,0.45,1678659,,,,0.46199737818792086,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.5850316107455348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.314550287508933,-12.894151709468083,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9204874,-4276381.708305151,False,False,False,False,3068950.4917776147,False,False,False,False
2022-05-13 00:00:00+00:00,0.3945,0.458,0.3658,0.434,2943621,,,,0.43822879253283786,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.48880027799623915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.086813125315267,-15.1492193951714,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12148495,-4859501.211393658,False,False,False,False,3059666.8257200136,False,False,False,False
2022-05-20 00:00:00+00:00,0.402,0.43,0.3911,0.4021,1131021,,,,0.43394144724912764,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4867098488146519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.956185419930005,-16.360252821847887,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11017474,-5315647.343883017,False,False,False,False,2916804.1719629755,False,False,False,False
2022-05-27 00:00:00+00:00,0.3999,0.422,0.38,0.42,1569298,,,,0.4285095932171463,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4827544468050326,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.108119384701773,-17.343556528610378,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12586772,-5854249.170262053,False,False,False,False,2816988.899965718,False,False,False,False
2022-06-03 00:00:00+00:00,0.44,0.44,0.38,0.4007,1301037,,,,0.4274961065765358,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.48203798716986257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.95250802900275,-17.343556528610378,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11285735,-6256581.4539463455,False,False,False,False,2704696.166634924,False,False,False,False
2022-06-10 00:00:00+00:00,0.4499,0.4694,0.424,0.4483,1479435,,,,0.4299139088576472,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4717521017407531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8293880648232,-17.343556528610378,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-9806300,-6519523.568468838,False,False,False,False,2613936.080217522,False,False,False,False
2022-06-17 00:00:00+00:00,0.36,0.46,0.36,0.459,1746003,,,,0.4253999529638677,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4423537585156388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.084404975435486,-17.343556528610378,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-11552303,-6892322.044878554,False,False,False,False,2549644.74094215,False,False,False,False
2022-06-24 00:00:00+00:00,0.4,0.415,0.3812,0.39,746547,,,,0.42406349030952684,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4410387171375779,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.534737405227332,-17.343556528610378,False,False,False,True,True,,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-10805756,-7182206.041554216,False,False,False,False,2416081.9453168055,False,False,False,False
2022-07-01 00:00:00+00:00,0.415,0.45,0.387,0.3941,1793775,,,,0.4233401479440927,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.44267186887801646,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.266028847894766,-17.343556528610378,False,False,False,True,True,,0,0.8445037408275908,1.1228981766882935,False,False,False,False,-0.2997408825356223,-0.3212845684755081,False,False,False,False,-9011981,-7317744.927365015,False,False,False,False,2369985.1345525975,False,False,False,False
2022-07-08 00:00:00+00:00,0.3859,0.4167,0.375,0.4167,1625423,,,,0.4206061216166513,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.438882651391314,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.787140377657522,-17.343556528610378,False,False,False,True,True,,0,0.835497417401442,1.1420737947125736,False,False,False,False,-0.34282825441539394,-0.33205641144545106,False,False,False,False,-10637404,-7563645.599412051,False,False,False,False,2314832.3838449977,False,False,False,False
2022-07-15 00:00:00+00:00,0.378,0.3999,0.3611,0.39,1647073,,,,0.4172282279068705,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43432619755250124,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.969762192302277,-17.343556528610378,False,False,False,True,True,,0,0.8542455648880295,1.144498077466641,False,False,False,False,-0.34282825441539394,-0.3374423329304225,False,False,False,False,-12284477,-7913336.814270418,False,False,False,False,2265368.725782405,False,False,False,False
2022-07-22 00:00:00+00:00,0.3911,0.4,0.375,0.375,1038695,,,,0.41581723595524556,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.432720530732134,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.76444555490687,-23.4748968491926,False,False,False,True,True,,0,0.8197307386921511,1.2076901132199633,False,False,False,False,-0.32863111534325873,-0.3330367241368406,False,False,False,False,-11245782,-8160184.605805943,False,False,False,False,2174504.005354079,False,False,False,False
2022-07-29 00:00:00+00:00,0.423101,0.4388,0.382,0.3821,1412413,,,,0.41574265138881034,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43320241464292797,,0.0,0.0,0.0,0.0,1.0,0.4071,0.4,0.0,34.87210910137096,-21.204879028366545,False,False,False,True,True,,0,0.8380114660232808,1.151410292012132,False,False,False,False,-0.28303440210542424,-0.30803556312113245,False,False,False,False,-9833369,-8284124.190561058,False,False,False,False,2118052.8197722957,False,False,False,False
2022-08-05 00:00:00+00:00,0.4322,0.46,0.4071,0.425,1194339,,,,0.41662077945078385,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4347308378269588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.79742288024602,-19.165600415938187,False,False,False,True,True,,0,0.8458542491950669,1.111605198134163,False,False,False,False,-0.23807655651324375,-0.2730560598171881,False,False,False,False,-8639030,-8310413.509778758,False,False,False,False,2049629.5738632367,False,False,False,False
2022-08-12 00:00:00+00:00,0.4886,0.5,0.43,0.434,1733562,,,,0.4204684901258619,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.44003404742741414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51119522553886,-15.474498431086417,False,False,False,True,True,,0,0.8537613747446059,1.104345282796094,False,False,False,False,-0.1784452499479423,-0.2257506548825652,False,False,False,False,-6905468,-8206343.472017368,False,False,False,False,2026217.1609844784,False,False,False,False
2022-08-19 00:00:00+00:00,0.4682,0.52,0.46,0.498,2511954,,,,0.42608387704565603,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.43775333551429024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.430821668341466,-13.583682090702517,False,False,False,True,True,,0,0.8378383466980545,1.1342248006224114,False,False,False,False,-0.10047036056377122,-0.1631105077231682,False,False,False,False,-9417422,-8296052.992608674,False,False,False,False,2062197.6675782208,False,False,False,False
2022-08-26 00:00:00+00:00,0.4908,0.51,0.4421,0.45,1143565,,,,0.4282483276473287,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,0.4401919094180508,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.67094791916503,-11.394143857650121,False,False,False,True,True,,0,0.880790500453025,1.1548360811153926,False,False,False,False,-0.08496578003624548,-0.12403814387970685,False,False,False,False,-8273857,-8294408.845008031,False,False,False,False,1994150.8033131673,False,False,False,False
2022-09-02 00:00:00+00:00,0.4893,0.492,0.454,0.492,1416764,,,,0.4305861142220781,,,,,,#000000,0.0,0.0,,0.44258978038042485,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.212410307064374,-9.880944586182338,False,False,False,False,True,,0,0.9094643080057826,1.0678531112122298,False,False,False,False,-0.09285597844340175,-0.10844706116155431,False,False,False,False,-9690621,-8397831.967600029,False,False,False,False,1951381.410475155,False,False,False,False
2022-09-09 00:00:00+00:00,0.51,0.51,0.4601,0.4601,1881765,,,,0.43424417950631855,,,,,,#000000,0.0,0.0,,0.4473565503671145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.12548402873334,-7.9989223619780745,False,False,False,False,True,,0,0.890222207979141,1.0846857252732343,False,False,False,False,-0.05404065566569507,-0.08124385841362469,False,False,False,False,-7808856,-8354204.118148175,False,False,False,False,1946224.6393288474,False,False,False,False
2022-09-16 00:00:00+00:00,0.4954,0.5298,0.487,0.51,1690886,,,,0.4377180006649274,,,,,,#000000,0.0,0.0,,0.4518858680437736,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.86858219362547,-7.22454233087003,False,False,False,False,True,,0,0.9358651559658694,1.053223527766121,False,False,False,False,0.007656014518783389,-0.03679392194742065,False,False,False,False,-9499742,-8439058.776063126,False,False,False,False,1927310.6660452292,False,False,False,False
2022-09-23 00:00:00+00:00,0.4582,0.5251,0.451,0.495,1448145,,,,0.4393683499203917,,,,,,#000000,0.0,0.0,,0.4531117108494601,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.93284479052811,-7.22454233087003,False,False,False,False,True,,0,0.8797187521332517,1.0605502082053382,False,False,False,False,0.04660114425908206,0.004903611155830705,False,False,False,False,-10947887,-8624897.903762154,False,False,False,False,1891816.913004842,False,False,False,False
2022-09-30 00:00:00+00:00,0.485,0.4899,0.425,0.4504,1694558,,,,0.4406127211000766,,,,,,#000000,0.0,0.0,,0.460653187215838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.39062052971897,-7.22454233087003,False,False,False,False,True,,0,0.9325464949928469,1.0778254649499284,False,False,False,False,-0.00021449986400383852,0.002344555645913433,False,False,False,False,-9253329,-8671448.355335329,False,False,False,False,1877205.14167115,False,False,False,False
2022-10-07 00:00:00+00:00,0.507,0.5385,0.49,0.49,2693715,,0.5118333333333334,,0.44543028961005426,,,,,,#000000,0.0,0.0,,0.486943303816564,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.58130367536668,-6.202786548473604,False,False,False,False,True,,0,0.9640070298769771,0.9785588752196837,False,False,False,False,0.268737049514281,0.13554080258009724,False,False,False,False,-6559614,-8515016.180866046,False,False,False,False,1937687.353399213,False,False,False,False
2022-10-14 00:00:00+00:00,0.4702,0.5272,0.46,0.5191,1138304,,0.5041001129430726,,0.446552164743568,,,,,,#000000,0.0,0.0,,0.48484025039264056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.97595353052777,-6.202786548473604,False,False,False,False,True,,0,0.9460012272448354,0.9814549669325698,False,False,False,False,0.20466631984571249,0.17010356121290487,False,False,False,False,-7697918,-8454490.389690783,False,False,False,False,1878473.771665938,False,False,False,False
2022-10-21 00:00:00+00:00,0.5074,0.5074,0.467,0.485,883250,,0.5021957023802176,,0.44755229088206766,,,,,,#000000,0.0,0.0,,0.484778580374563,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96994934159417,-5.517258037639451,False,False,False,False,True,,0,0.9630135116691689,0.9954278695236795,False,False,False,False,0.19910936610899171,0.1846064636609483,False,False,False,False,-6814668,-8333022.0645285025,False,False,False,False,1804753.4922832758,False,False,False,False
2022-10-28 00:00:00+00:00,0.4833,0.5189,0.477,0.51,877478,,0.500763395858958,,0.4484871305777355,,,,,,#000000,0.0,0.0,,0.48475380919643934,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.752577856965516,-5.517258037639451,False,False,False,False,True,,0,1.0005508503752667,0.9621978929973146,False,False,False,False,0.2549498487143675,0.2197781561876579,False,False,False,False,-7692146,-8285549.763452317,False,False,False,False,1736066.418780811,False,False,False,False
2022-11-04 00:00:00+00:00,0.5099,0.5099,0.47,0.4899,1269900,,0.4999929793707879,,0.4498760013656952,,,,,,#000000,0.0,0.0,,0.4852319702971987,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.586796502870364,-4.533005483303413,False,False,False,False,True,,0,1.009703276613697,0.9747574180846575,False,False,False,False,0.2132647847633003,0.2165214704754791,False,False,False,False,-6422246,-8147527.262455849,False,False,False,False,1701535.5729451953,False,False,False,False
2022-11-11 00:00:00+00:00,0.561,0.5799,0.5019,0.51,1827771,,0.5100057004737861,,0.4537742961342176,,,,,,#000000,0.0,0.0,,0.49263866661442574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.846864587413705,-2.178432197644419,False,False,False,False,True,,0,1.0780539772727273,0.8949573863636364,False,False,False,False,0.34282779265913477,0.27967463156730693,False,False,False,False,-4594475,-7884338.205977638,False,False,False,False,1710886.3453196252,False,False,False,False
2022-11-18 00:00:00+00:00,0.5664,0.588,0.55,0.5503,1312756,,0.5176340191256629,,0.4569595072877454,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.49847373745274787,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.624164243181866,-0.347452809930374,False,False,True,False,True,,0,1.0943074408357616,0.8692345959775425,False,False,False,False,0.342827861493842,0.31125124653057445,False,False,False,False,-3281719,-7543403.449979295,False,False,False,False,1681395.2086292827,False,False,False,False
2022-11-25 00:00:00+00:00,0.5855,0.6,0.55,0.56,784101,,0.5220582204619177,,0.4589483989624862,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.5293088677710609,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.472610595593295,1.5186866938094994,False,False,True,False,True,,0,1.101618260193626,0.8558405766376936,False,False,False,False,0.34282787361480754,0.32703956007269097,False,False,False,False,-2497618,-7169641.564795643,False,False,False,False,1614928.9709530394,False,False,False,False
2022-12-02 00:00:00+00:00,0.593,0.5986,0.5475,0.5855,1294303,,0.5282334012356112,,0.4621243334607386,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.5336214906255757,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.01972150075769,3.0721413512989315,False,False,True,False,True,,0,1.1004835727492532,0.8687242213056465,False,False,False,False,0.3354202792273835,0.33122991965003723,False,False,False,False,-1203315,-6727691.448884854,False,False,False,False,1591178.8990305918,False,False,False,False
2022-12-09 00:00:00+00:00,0.53,0.593,0.514,0.593,1018444,,0.529588727553282,,0.4638182427749154,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.532032111208789,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.38170109854474,3.0721413512989315,False,False,True,False,True,0.0,1,1.0443117099597168,0.8960966800944576,False,False,False,False,0.26294005171467155,0.2970849856823544,False,False,False,False,-2221759,-6393918.674893383,False,False,False,False,1548754.0916949925,False,False,False,False
2022-12-16 00:00:00+00:00,0.4665,0.5364,0.42,0.51,13484474,,0.5015445844863863,,0.46603663102920984,,,,0.47429999999999994,,#000000,0.0,0.0,,0.4917838369395715,,1.0,0.5364,0.42,0.0,0.0,0.0,0.0,0.0,53.06802451845954,8.132494055745944,False,False,False,False,False,0.0,1,1.023211097376734,0.9296799890124984,False,False,False,False,0.001526823023545945,0.1493059043529502,False,False,False,False,-15706233,-7083719.736012392,False,False,False,False,2432881.4923101785,False,False,False,False
2022-12-23 00:00:00+00:00,0.5165,0.5398,0.48,0.4899,1741809,,0.5021936461179811,,0.4672624102077644,,,,0.4786241269192224,,#000000,0.0,0.0,,0.4936921104390422,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.40469535884502,7.510123655719113,False,False,False,False,False,0.0,1,1.0544591386910818,0.9029501525940997,False,False,False,False,0.10953081181352707,0.12941835808323862,False,False,False,False,-13964424,-7593401.533344807,False,False,False,False,2381690.9373242394,False,False,False,False
2022-12-30 00:00:00+00:00,0.52,0.542,0.5001,0.5084,1279819,,0.50299364220389,,0.4682872165144872,,,,0.48188652659483133,,#000000,0.0,0.0,,0.49535703759613403,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.043944735238746,7.120688315011975,False,False,False,False,False,0.0,1,1.0650887573964496,0.924108985826338,False,False,False,False,0.14800159321963702,0.13870997565143783,False,False,False,False,-12684605,-7970527.716060007,False,False,False,False,2300070.79381874,False,False,False,False
2023-01-06 00:00:00+00:00,0.539,0.544,0.5005,0.5334,1126798,,0.5039043696083741,,0.46927593849429056,,,,0.48482267265925244,,#000000,0.0,0.0,,0.49699071238078274,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.40943399394125,7.120688315011975,False,False,False,False,False,0.0,1,1.0735294117647058,0.8999450247388674,False,False,False,False,0.1521659888099889,0.14543798223071336,False,False,False,False,-11557807,-8236252.10746297,False,False,False,False,2213161.697980315,False,False,False,False
2023-01-13 00:00:00+00:00,0.5804,0.59,0.5422,0.545,1513965,,0.5070481947492586,,0.47149292052704145,,,,0.4916262718587786,,#000000,0.0,0.0,,0.5014981444262092,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.929209683396635,7.120688315011975,False,False,False,False,False,0.4996918756436166,1,1.1086275044296034,0.8557993730407524,False,False,False,False,0.30806053300151925,0.2267492576161163,False,False,False,False,-10043842,-8370147.655058306,False,False,False,False,2161369.349981773,False,False,False,False
2023-01-20 00:00:00+00:00,0.5733,0.59,0.56,0.58,1113894,,0.5092981391243009,,0.4731196090771444,,,,0.49617883027646364,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,0.5046102279060222,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.73359291211693,7.120688315011975,False,False,True,False,False,0.0,1,1.1109073621298562,0.856356968215159,False,False,False,False,0.34282780444148486,0.2847885310288006,False,False,False,False,-11157736,-8576635.680609543,False,False,False,False,2083778.5833164568,False,False,False,False
