date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_846,Gap_Up_aVWAP_840,Gap_Up_aVWAP_780,Gap_Up_aVWAP_726,Gap_Up_aVWAP_708,Gap_Up_aVWAP_678,Gap_Up_aVWAP_636,Gap_Up_aVWAP_630,Gap_Up_aVWAP_594,Gap_Down_aVWAP_870,Gap_Down_aVWAP_852,Gap_Down_aVWAP_828,Gap_Down_aVWAP_798,Gap_Down_aVWAP_750,Gap_Down_aVWAP_744,Gap_Down_aVWAP_696,Gap_Down_aVWAP_684,Gap_Down_aVWAP_666,Gap_Down_aVWAP_660,aVWAP_OB_bull_352,aVWAP_OB_bear_851,aVWAP_OB_bear_732,aVWAP_OB_bear_519,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,60.24,61.76,60.12,61.75,23346.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,59.41,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,23346.0,False,False,False,False
2025-02-03 16:00:00+00:00,61.73,61.87,61.315,61.64,19374.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19374.0,-300.3720930232558,False,False,False,False,23284.41860465116,False,False,False,False
2025-02-03 17:00:00+00:00,61.62,61.8,61.43,61.6,15373.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34747.0,-834.4283396430502,False,False,False,False,23161.76095186587,False,False,False,False
2025-02-03 18:00:00+00:00,61.625,62.02,61.44,61.98,12243.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.208845208845194,-27.312039312039325,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22504.0,-1170.3906909664138,False,False,False,False,22992.477836333062,False,False,False,False
2025-02-03 19:00:00+00:00,61.98,62.07,61.85,61.87,13255.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.03310792494849,-18.182733580077073,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35759.0,-1706.648199633601,False,False,False,False,22841.509187707743,False,False,False,False
2025-02-03 20:00:00+00:00,61.87,61.94,61.75,61.765,25694.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.37495096789563,-15.791213651073889,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-61453.0,-2632.9482275462583,False,False,False,False,22885.73385146421,False,False,False,False
2025-02-04 15:00:00+00:00,62.31,62.735,62.19,62.47,18504.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.74837119621593,-5.616695653750973,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-42949.0,-3258.003293785851,False,False,False,False,22817.799993301975,False,False,False,False
2025-02-04 16:00:00+00:00,62.47,62.53,62.15,62.31,6339.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.67628532817262,-2.214267688829608,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-49288.0,-3971.6466535721165,False,False,False,False,22562.31472208799,False,False,False,False
2025-02-04 17:00:00+00:00,62.3,62.45,62.12,62.185,15271.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.66892476658509,-1.8615812204808933,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-64559.0,-4910.985465144642,False,False,False,False,22449.27108298585,False,False,False,False
2025-02-04 18:00:00+00:00,62.185,62.24,62.05,62.165,27238.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96601370941414,-1.542550833292914,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-91797.0,-6258.0554579330965,False,False,False,False,22523.514942164365,False,False,False,False
