date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_444,Gap_Up_aVWAP_441,Gap_Up_aVWAP_436,Gap_Up_aVWAP_434,Gap_Up_aVWAP_423,Gap_Up_aVWAP_419,Gap_Up_aVWAP_405,Gap_Up_aVWAP_403,Gap_Up_aVWAP_398,Gap_Up_aVWAP_394,Gap_Down_aVWAP_445,Gap_Down_aVWAP_442,Gap_Down_aVWAP_437,Gap_Down_aVWAP_431,Gap_Down_aVWAP_430,Gap_Down_aVWAP_427,Gap_Down_aVWAP_426,Gap_Down_aVWAP_412,Gap_Down_aVWAP_399,Gap_Down_aVWAP_391,aVWAP_OB_bear_425,aVWAP_OB_bear_298,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-28 17:00:00+00:00,10.975,10.975,10.96,10.96,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.922708333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.477337739111974,-7.269385521535668,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,600.0,19.986779640646596,False,False,False,False,19.075885518162686,False,False,False,False
2023-12-29 17:00:00+00:00,10.96,10.96,10.96,10.96,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.922708333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.47345749033722,2.2980104173640044,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,600.0,28.97923266947378,False,False,False,False,18.780135355090394,False,False,False,False
2024-01-01 17:00:00+00:00,10.96,10.96,10.96,10.96,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,10.922708333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13753732448738,8.308316911129722,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,600.0,37.83226782188504,False,False,False,False,18.488970465864185,False,False,False,False
2024-01-02 17:00:00+00:00,11.03,11.03,11.01,11.01,624.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,10.96388108614232,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.19274266904279,12.57275559991784,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1224.0,56.22246521999535,False,False,False,False,27.876738365618227,False,False,False,False
2024-01-03 17:00:00+00:00,11.01,11.075,11.01,11.07,2100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.016193719258418,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.54784119488792,15.931053096252398,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3324.0,106.88568281348378,False,False,False,False,60.00268040646135,False,False,False,False
2024-01-04 17:00:00+00:00,11.2,11.475,11.2,11.475,900.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237108197709464,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.76318732848425,19.71158348154775,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4224.0,170.71691253730575,False,False,False,False,73.02589466372551,False,False,False,False
2024-01-05 17:00:00+00:00,11.475,11.475,11.15,11.15,300.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.1821697900763,19.71158348154775,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3924.0,228.90734800184364,False,False,False,False,76.54487304103208,False,False,False,False
2024-01-08 17:00:00+00:00,11.15,11.15,11.15,11.15,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.46149143113767,19.71158348154775,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,286.19560617235766,False,False,False,False,75.35813082334165,False,False,False,False
2024-01-09 17:00:00+00:00,11.15,11.15,11.15,11.15,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98103919184524,19.71158348154775,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,342.5956742937164,False,False,False,False,74.18978770980146,False,False,False,False
2024-01-10 17:00:00+00:00,11.15,11.15,11.15,11.15,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.3274043656503,19.71158348154775,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,398.1213227542789,False,False,False,False,73.03955844298284,False,False,False,False
2024-01-11 17:00:00+00:00,11.15,11.15,11.15,11.15,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.224981148187,19.71158348154775,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,452.78610844801096,False,False,False,False,71.90716218805287,False,False,False,False
2024-01-12 17:00:00+00:00,11.01,11.01,11.01,11.01,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.53714389129311,29.671431896296554,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,506.6033780844759,False,False,False,False,70.79232246420709,False,False,False,False
2024-01-15 17:00:00+00:00,11.01,11.01,11.01,11.01,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.237311247530341,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.411919053363846,25.878144688586502,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3924.0,559.5862714475072,False,False,False,False,69.69476707716511,False,False,False,False
2024-01-16 17:00:00+00:00,11.075,11.075,11.04,11.04,200.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.194775205343442,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.96419419711397,23.64898337589301,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4124.0,614.8484997971583,False,False,False,False,71.71500324651139,False,False,False,False
2024-01-17 17:00:00+00:00,11.04,11.04,10.93,10.97,3100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.030727712695247,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.93869233455638,19.95852080031611,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1024.0,621.1919339088303,False,False,False,False,118.66515823493756,False,False,False,False
2024-01-18 17:00:00+00:00,10.97,10.97,10.95,10.95,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.029223314046618,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.34802973127905,16.76055646240377,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,924.0,625.8866326079182,False,False,False,False,118.37577593672148,False,False,False,False
2024-01-19 17:00:00+00:00,10.96,11.06,10.96,11.06,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.02936020056486,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.34905142830741,16.76055646240377,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1024.0,632.0589328775628,False,False,False,False,118.09088018576456,False,False,False,False
2024-01-22 17:00:00+00:00,11.11,11.185,11.1,11.185,174.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.034449040211472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.407270677631395,16.76055646240377,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1198.0,640.8332129879882,False,False,False,False,118.95768824489998,False,False,False,False
2024-01-23 17:00:00+00:00,11.3,11.3,11.26,11.26,1900.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.104171433397918,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.633703191230914,16.76055646240377,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3098.0,678.9288220889496,False,False,False,False,146.57074734187827,False,False,False,False
2024-01-24 17:00:00+00:00,11.26,11.3,11.26,11.3,384.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.11411849850801,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.38317183091519,16.76055646240377,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3482.0,722.3872899635395,False,False,False,False,150.25182102650032,False,False,False,False
2024-01-25 17:00:00+00:00,11.3,11.3,11.265,11.265,41.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.115056077436689,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.87937786627236,8.911083703074013,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3441.0,764.5363242276707,False,False,False,False,148.55799434391892,False,False,False,False
2024-01-26 17:00:00+00:00,11.325,11.33,11.31,11.315,2212.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.16286671355366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.09140471005382,10.638088858490335,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5653.0,840.3264587357687,False,False,False,False,180.5493432688194,False,False,False,False
2024-01-29 17:00:00+00:00,11.315,11.37,11.315,11.37,144.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.165691507521261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.80771385627239,12.810485843595892,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5797.0,917.174110538315,False,False,False,False,179.9826867840315,False,False,False,False
2024-01-30 17:00:00+00:00,11.42,11.42,11.42,11.42,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.165691507521261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.72219996770501,15.105308681279993,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5797.0,992.8303258788062,False,False,False,False,177.1922575315659,False,False,False,False
2024-01-31 17:00:00+00:00,11.42,11.42,11.42,11.42,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.165691507521261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.99852404199342,16.762091504397503,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5797.0,1067.313576640375,False,False,False,False,174.44509074813075,False,False,False,False
2024-02-01 17:00:00+00:00,11.27,11.27,11.27,11.27,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.165691507521261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.63103825862306,16.762091504397503,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5797.0,1140.6420483203692,False,False,False,False,171.74051569777214,False,False,False,False
2024-02-02 17:00:00+00:00,11.27,11.27,11.19,11.19,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.18302387103351,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.60551518431788,18.2651190119726,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5697.0,1211.2832568735416,False,False,False,False,170.6282596404423,False,False,False,False
2024-02-05 17:00:00+00:00,11.19,11.19,11.19,11.19,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.18302387103351,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.58849980144775,14.62622012626808,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5697.0,1280.829252891006,False,False,False,False,167.98286026617188,False,False,False,False
2024-02-06 17:00:00+00:00,11.18,11.18,11.14,11.14,200.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.168752833331203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.380648788577176,10.799639959877737,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5497.0,1346.1962412182772,False,False,False,False,168.47925002948705,False,False,False,False
2024-02-07 17:00:00+00:00,11.14,11.14,11.14,11.14,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.168752833331203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.57541477999679,8.22218304705072,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5497.0,1410.5497878660558,False,False,False,False,165.86716863368105,False,False,False,False
2024-02-08 17:00:00+00:00,11.13,11.17,11.04,11.17,57.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.160426582376829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.910687026388565,7.463834679403313,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5554.0,1474.789326038675,False,False,False,False,164.1793055540891,False,False,False,False
2024-02-09 17:00:00+00:00,11.17,11.17,11.17,11.17,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.160426582376829,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.46753519064975,6.702954928132712,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5554.0,1538.0329023791605,False,False,False,False,161.63388996410322,False,False,False,False
2024-02-12 17:00:00+00:00,11.31,11.38,11.31,11.38,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.194305215153161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.47851110583329,6.702954928132712,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5654.0,1601.846345753127,False,False,False,False,160.67832577861324,False,False,False,False
2024-02-13 17:00:00+00:00,11.38,11.38,11.38,11.38,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.194305215153161,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.485828382622316,1.9657578092338568,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5654.0,1664.6704334158692,False,False,False,False,158.1871889448363,False,False,False,False
2024-02-14 17:00:00+00:00,11.38,11.38,11.19,11.19,300.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.211024494032587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.4875841070927,1.9657578092338568,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5354.0,1721.8693414249253,False,False,False,False,160.3858371782497,False,False,False,False
2024-02-15 17:00:00+00:00,11.19,11.19,11.19,11.19,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.211024494032587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.822087923406286,1.9657578092338568,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5354.0,1778.1814446586473,False,False,False,False,157.89923505145512,False,False,False,False
2024-02-16 17:00:00+00:00,11.19,11.19,11.19,11.19,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.211024494032587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.045090467615346,8.794031294912955,False,True,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5354.0,1833.6204920282805,False,False,False,False,155.4511848956186,False,False,False,False
2024-02-19 17:00:00+00:00,11.19,11.19,11.19,11.19,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.211024494032587,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.86042549708805,7.3693256905324205,False,True,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5354.0,1888.200019283656,False,False,False,False,153.04108900576406,False,False,False,False
2024-02-20 17:00:00+00:00,11.19,11.28,11.19,11.26,201.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.210970693918515,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.67667241147764,7.3693256905324205,False,True,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,5555.0,1945.0496313877854,False,False,False,False,153.78463801342664,False,False,False,False
2024-02-21 17:00:00+00:00,11.26,11.26,11.25,11.25,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.211925194627089,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.45665258213864,7.3693256905324205,False,True,True,False,False,17.17895763135464,0,,,False,False,False,False,,,False,False,False,False,5455.0,1999.4674665600678,False,False,False,False,152.95076765662932,False,False,False,False
2024-02-22 17:00:00+00:00,11.25,11.375,11.25,11.325,234.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.222474937648123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.501195401035595,7.3693256905324205,False,True,True,False,True,19.21352596273598,0,,,False,False,False,False,,,False,False,False,False,5689.0,2056.669521342082,False,False,False,False,154.20734490226297,False,False,False,False
2024-02-23 17:00:00+00:00,11.35,11.35,11.35,11.35,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.222474937648123,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.27567127413677,1.7678373999506931,False,True,True,False,True,19.873308717745978,0,,,False,False,False,False,,,False,False,False,False,5689.0,2112.984722561585,False,False,False,False,151.81653335339067,False,False,False,False
2024-02-26 17:00:00+00:00,11.37,11.38,11.3,11.35,1430.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,11.257600651016372,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.12532185620422,3.7737743588831307,False,True,True,False,True,19.873308717745978,0,,,False,False,False,False,,,False,False,False,False,5689.0,2168.4268198862114,False,False,False,False,171.63333128589622,False,False,False,False
2024-02-27 17:00:00+00:00,11.6,11.6,11.54,11.54,1400.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.32464267289742,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.68479440849748,9.131384837033494,True,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,7089.0,2244.7147761670453,False,False,False,False,190.67777576208388,False,False,False,False
2024-02-28 17:00:00+00:00,11.54,11.83,11.54,11.83,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.330918502336935,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.33869180351269,15.252837147954295,True,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,7189.0,2321.3703610326725,False,False,False,False,189.27191877352442,False,False,False,False
2024-02-29 17:00:00+00:00,12.005,12.005,11.83,11.83,251.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.405579974279757,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.7746234001895,19.187844917365325,True,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,7189.0,2396.8374872182126,False,False,False,False,190.22894328866357,False,False,False,False
2024-03-01 17:00:00+00:00,11.87,11.87,11.8,11.8,206.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.414956579261933,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.37474416666574,20.610833497056817,True,False,True,False,True,20.0,0,,,False,False,False,False,,,False,False,False,False,6983.0,2467.940781990023,False,False,False,False,190.47345579581608,False,False,False,False
2024-03-04 17:00:00+00:00,11.64,11.64,11.64,11.64,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,11.414956579261933,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.40685781613067,20.610833497056817,True,False,True,False,False,20.0,0,,,False,False,False,False,,,False,False,False,False,6983.0,2537.9417000987046,False,False,False,False,187.52037896177242,False,False,False,False
