date,Close,High,Low,Open,Volume,aVWAP_OB_bull_4,aVWAP_OB_bear_184,aVWAP_OB_bear_156,aVWAP_OB_bear_91,aVWAP_OB_bear_37,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,5.68,6.57,5.08,5.08,209584,,,,,,#000000,1.0,6.345,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,209584.0,False,False,False,False
2022-01-07 00:00:00+00:00,5.58,6.46,5.475,5.8,134016,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-134016,-9927.111111111111,False,False,False,False,203986.3703703704,False,False,False,False
2022-01-14 00:00:00+00:00,6.15,6.68,5.5,5.8,257017,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.55132806891602,-111.37832017229006,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,123001,-80.58436213991808,False,False,False,False,207914.56515775036,False,False,False,False
2022-01-21 00:00:00+00:00,5.37,6.49,5.32,6.096,531358,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.400703567105566,-106.3968066428889,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-408357,-30323.281816796218,False,False,False,False,231873.33810902812,False,False,False,False
2022-01-28 00:00:00+00:00,6.4,6.58,5.0,5.13,174033,5.993333333333333,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,1.0,6.58,5.0,6.0,0.0,0.0,0.0,0.0,38.95842615462034,-94.22470523220129,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-234324,-45434.44612666316,False,False,False,False,227588.86861947048,False,False,False,False
2022-02-04 00:00:00+00:00,7.1,7.3,5.9,6.5207,547306,6.580089315379684,,,,,#000000,0.0,0.0,,6.766666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.90562109823645,-82.2857522976534,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,312982,-18885.079746910338,False,False,False,False,251271.61909210228,False,False,False,False
2022-02-11 00:00:00+00:00,6.41,7.29,5.8,7.0,956524,6.534431623241389,,,,,#000000,0.0,0.0,,6.597051040786968,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.70540818810436,-76.84552364314472,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-643542,-65155.96272862068,False,False,False,False,303512.536196391,False,False,False,False
2022-02-18 00:00:00+00:00,5.0,6.35,4.75,6.28,399704,6.309764825875652,,,,,#000000,0.0,0.0,,6.33869497471545,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.522219090985196,-76.84552364314472,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1043246,-137607.0766005747,False,False,False,False,310637.82981147314,False,False,False,False
2022-02-25 00:00:00+00:00,4.4,5.56,4.18,5.05,846793,5.8474937604581285,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.8382654401943235,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.81729405178337,-76.84552364314472,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1890039,-267416.84870423586,False,False,False,False,350353.0276032159,False,False,False,False
2022-03-04 00:00:00+00:00,3.97,4.43,3.91,4.42,264646,5.702751141473759,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.685977893223808,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.29108703768637,-76.84552364314472,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2154685,-407214.4895409591,False,False,False,False,344004.3588918666,False,False,False,False
2022-03-11 00:00:00+00:00,4.43,4.46,3.87,4.155,377457,5.5493518499047,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.52657542430254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.51460890795109,-74.44762930996558,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1777228,-508696.9717971843,False,False,False,False,346482.3323072838,False,False,False,False
2022-03-18 00:00:00+00:00,4.81,4.92,3.9,4.22,930850,5.341126997387106,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.314872527340352,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.25894684662512,-69.89746033153395,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-846378,-533710.3812936891,False,False,False,False,389768.826210448,False,False,False,False
2022-03-25 00:00:00+00:00,4.21,4.7609,3.61,4.55,2706625,4.909996824075018,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.5384054876275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.419687815416864,-66.91320808903825,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3553003,-757361.6863830455,False,False,False,False,561387.8020467111,False,False,False,False
2022-04-01 00:00:00+00:00,4.73,4.79,3.95,4.22,3126291,4.782890997947223,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.557313714495004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.47059027238597,-62.096574542747945,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-426712,-732869.1170213384,False,False,False,False,751380.6315247325,False,False,False,False
2022-04-08 00:00:00+00:00,4.38,4.91,4.19,4.73,5288865,4.68484232765571,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.544779502573526,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.424138518037,-58.425441811914865,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5715577,-1101958.5898345727,False,False,False,False,1087490.5847451226,False,False,False,False
2022-04-15 00:00:00+00:00,4.35,4.78,3.96,4.3,8787369,4.569085359104814,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.476772087834939,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.32278321615499,-54.90716466774554,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14502946,-2094624.3239209005,False,False,False,False,1657851.9488380766,False,False,False,False
2022-04-22 00:00:00+00:00,3.92,4.49,3.83,4.32,6628194,4.464629471523831,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.386048542831624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29427085920876,-52.49829976701827,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21131140,-3504736.596223056,False,False,False,False,2026025.4341093302,False,False,False,False
2022-04-29 00:00:00+00:00,2.89,4.04,2.83,3.92,3288164,4.348585969303049,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.269563516470614,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.69555254792418,-51.93875960701015,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24419304,-5053963.811317644,False,False,False,False,2119517.1797308614,False,False,False,False
2022-05-06 00:00:00+00:00,2.98,3.09,2.81,2.86,1124749,4.304526230359374,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.225047026148248,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.15254157512628,-50.528826222878614,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23294555,-6405118.714183004,False,False,False,False,2045830.6478989457,False,False,False,False
2022-05-13 00:00:00+00:00,2.66,2.94,2.35,2.94,1346360,4.2439839633194945,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.16343840695831,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.522356864930615,-49.41416726429517,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24640915,-7755918.439058336,False,False,False,False,1994018.0073138387,False,False,False,False
2022-05-20 00:00:00+00:00,2.37,3.05,2.26,2.615,5011488,4.042113827147956,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.9597405531606578,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.90001304643541,-48.49345388693618,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-29652403,-9377880.258387348,False,False,False,False,2217534.303068369,False,False,False,False
2022-05-27 00:00:00+00:00,2.19,2.44,1.75,2.31,3348797,3.900057460877868,,,,,"rgba(239, 83, 80, 0.5)",-1.0,1.0748267,,3.2530922716888266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.46245264143127,-47.57207979017919,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-33001200,-11127755.794803098,False,False,False,False,2301331.5398781197,False,False,False,False
