date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_33,Gap_Up_aVWAP_31,Gap_Up_aVWAP_29,Gap_Up_aVWAP_16,Gap_Up_aVWAP_14,Gap_Up_aVWAP_13,Gap_Down_aVWAP_54,Gap_Down_aVWAP_49,Gap_Down_aVWAP_43,Gap_Down_aVWAP_42,Gap_Down_aVWAP_30,Gap_Down_aVWAP_25,Gap_Down_aVWAP_24,Gap_Down_aVWAP_21,Gap_Down_aVWAP_20,Gap_Down_aVWAP_10,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,9.495,9.53,9.04,9.44,975.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,975.0,False,False,False,False
2023-12-15 17:00:00+00:00,9.13,9.13,8.895,8.935,542.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-542.0,-8.4031007751938,False,False,False,False,968.2868217054264,False,False,False,False
2023-12-18 17:00:00+00:00,9.0,9.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.216216216216196,-56.324324324324294,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-542.0,-16.67592091821405,False,False,False,False,953.2746229192958,False,False,False,False
2023-12-19 17:00:00+00:00,9.09,9.09,8.675,8.76,391.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.574807975941894,-54.67997011894955,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-933.0,-30.8824957876991,False,False,False,False,944.5571869050431,False,False,False,False
2023-12-20 17:00:00+00:00,8.78,8.78,8.64,8.64,1312.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.031937537455377,-53.675474424576365,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2245.0,-65.20989895378128,False,False,False,False,950.2539747049649,False,False,False,False
2023-12-21 17:00:00+00:00,8.66,8.66,8.38,8.5,501.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.93008122388405,-53.048905565993344,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2746.0,-106.77253617930404,False,False,False,False,943.2887968025624,False,False,False,False
2023-12-22 17:00:00+00:00,8.905,8.905,8.38,8.535,276.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3412033243248125,-50.953544093822785,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2470.0,-143.41172166489622,False,False,False,False,932.9432340614375,False,False,False,False
2023-12-25 17:00:00+00:00,8.535,8.535,8.535,8.535,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.28195139128533,-49.337167738925345,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2470.0,-179.48285776311488,False,False,False,False,918.4789978744384,False,False,False,False
2023-12-26 17:00:00+00:00,8.535,8.65,8.24,8.65,196.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.810774873102723,-43.62405973580163,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2274.0,-211.95599175128365,False,False,False,False,907.2777731011912,False,False,False,False
2023-12-27 17:00:00+00:00,8.81,8.81,8.58,8.585,55.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.71520118848248,-40.59474057396763,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2329.0,-244.77837947606994,False,False,False,False,894.0641642159014,False,False,False,False
