date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_5,Gap_Up_aVWAP_1,Gap_Down_aVWAP_19,Gap_Down_aVWAP_11,Gap_Down_aVWAP_9,aVWAP_OB_bear_6,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-24 00:00:00+00:00,24.587572382,24.5934630318,24.5689186576,24.5836452821,250119,,,,,,,#000000,1.0,24.465124,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,250119.0,False,False,False,False
2025-01-31 00:00:00+00:00,24.5952302268,24.6425517804,24.5952302268,24.6032807816,745080,,24.611004078,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,745080,55191.11111111111,False,False,False,False,286782.77777777775,False,False,False,False
2025-02-07 00:00:00+00:00,24.6621872798,24.7309115278,24.6376429055,24.6376429055,246,,24.61102583199394,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,745326,106312.21399176953,False,False,False,False,265557.83127572015,False,False,False,False
2025-02-14 00:00:00+00:00,24.6474606553,24.6867316541,24.5492831581,24.6818227793,227,,24.611030946917374,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.98441827776983,45.2587079032043,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,745099,153629.7536960829,False,False,False,False,245903.6956256668,False,False,False,False
2025-02-21 00:00:00+00:00,24.7152031283,24.7161849033,24.6130985313,24.6130985313,75465,,24.61750779526982,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,24.7309115278,24.6867316541,6.0,93.72839252140639,44.27708827446783,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,820564,203032.290459336,False,False,False,False,233278.60706080258,False,False,False,False
2025-02-28 00:00:00+00:00,24.8996786454,24.8996786454,24.7309115278,24.7309115278,425010,24.843422939533333,24.69456561055442,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.37766121030589,43.59193975549745,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1245574,280257.60227716295,False,False,False,False,247480.9324637061,False,False,False,False
2025-03-07 00:00:00+00:00,24.6699390014,24.9051765852,24.6506556193,24.9051765852,283498,24.802809677013023,24.703343449995607,,,,24.7419237353,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.7419237353,,-1.0,24.905176,24.650656,0.0,0.0,0.0,0.0,0.0,82.93237744859718,34.51320876429274,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,962076,330762.6687751509,False,False,False,False,250148.86339232046,False,False,False,False
2025-03-14 00:00:00+00:00,24.5076044077,24.7614366814,24.5076044077,24.7614366814,1145,24.80246989022206,24.70326032182134,,,,24.741321520201414,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.741321520201414,,0.0,0.0,0.0,0.0,-1.0,24.6506556193,24.6059890099,10.0,70.91776566122924,23.739701556980435,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,960931,377441.80442143604,False,False,False,False,231704.13277066709,False,False,False,False
2025-03-21 00:00:00+00:00,24.5322005583,24.6059890099,24.5322005583,24.5666351691,126160,24.76538727896332,24.692107796660615,,,,24.684652873180344,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.684652873180344,,0.0,0.0,0.0,0.0,-1.0,24.5076044077,24.4780890271,10.0,62.98806222645423,17.14978172452868,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1087091,430008.4115013297,False,False,False,False,223886.0488617288,False,False,False,False
2025-03-28 00:00:00+00:00,24.3364151999,24.4780890271,24.2370467517,24.4780890271,446,24.765166017192048,24.692015869059812,,,24.350516992900005,24.684290502444842,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.684290502444842,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2690146390723,9.868302005453018,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1086645,478648.15879752743,False,False,False,False,207334.9341312304,False,False,False,False
