date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_912,Gap_Up_aVWAP_870,Gap_Up_aVWAP_841,Gap_Up_aVWAP_839,Gap_Up_aVWAP_755,Gap_Up_aVWAP_728,Gap_Up_aVWAP_715,Gap_Up_aVWAP_657,Gap_Up_aVWAP_624,Gap_Up_aVWAP_586,Gap_Down_aVWAP_846,Gap_Down_aVWAP_793,Gap_Down_aVWAP_785,Gap_Down_aVWAP_773,Gap_Down_aVWAP_751,Gap_Down_aVWAP_743,Gap_Down_aVWAP_729,Gap_Down_aVWAP_648,Gap_Down_aVWAP_581,Gap_Down_aVWAP_574,aVWAP_OB_bull_331,aVWAP_OB_bear_739,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,105.7516343238,107.413104696,104.9094407213,107.2698744915,150552,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,112.224846,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,150552.0,False,False,False,False
2022-01-04 00:00:00+00:00,105.3792357921,106.5346261084,103.7082167396,106.0858381343,154154,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-154154,-6045.254901960784,False,False,False,False,150693.25490196078,False,False,False,False
2022-01-05 00:00:00+00:00,100.0892669058,105.789829045,100.0033287831,105.6656962011,112471,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-266625,-16264.068435217225,False,False,False,False,149194.34294502114,False,False,False,False
2022-01-06 00:00:00+00:00,97.7211941914,99.554540809,95.2671833543,99.5163460878,462592,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-729217,-44223.00692795381,False,False,False,False,161484.44714325562,False,False,False,False
2022-01-07 00:00:00+00:00,98.1508848049,99.7837091362,97.2246628158,97.6829994702,263949,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9799181851763354,-48.18507499692169,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-465268,-60734.57528372032,False,False,False,False,165502.66490234365,False,False,False,False
2022-01-10 00:00:00+00:00,94.3600587258,96.8236182432,92.0731497939,96.8236182432,281318,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5759038675351067,-47.74875024282484,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-746586,-87630.70958631951,False,False,False,False,170044.44274931058,False,False,False,False
2022-01-11 00:00:00+00:00,95.735068689,95.8878475738,93.2428631307,94.1977311607,230033,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.057239057501834,-43.74271712691611,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-516553,-104451.1915633266,False,False,False,False,172396.93519051408,False,False,False,False
2022-01-12 00:00:00+00:00,94.2741206031,96.7567774811,94.0449522759,96.4703170721,187830,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35311899917025,-41.94601039335985,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-704383,-127977.92914907851,False,False,False,False,173002.15341833705,False,False,False,False
2022-01-13 00:00:00+00:00,94.3791560864,94.8947848226,92.5744555097,94.1213417183,121152,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.174568090456553,-40.58690985996611,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-583231,-145830.99075107544,False,False,False,False,170968.81406859832,False,False,False,False
2022-01-14 00:00:00+00:00,92.2020569779,93.7107484654,91.31402971,93.443385417,213777,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.461407788872824,-40.58690985996611,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-797008,-171367.34405495485,False,False,False,False,172647.56645806506,False,False,False,False
