date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_731,Gap_Up_aVWAP_711,Gap_Up_aVWAP_701,Gap_Up_aVWAP_693,Gap_Up_aVWAP_691,Gap_Up_aVWAP_690,Gap_Up_aVWAP_689,Gap_Up_aVWAP_680,Gap_Up_aVWAP_678,Gap_Up_aVWAP_657,Gap_Down_aVWAP_741,Gap_Down_aVWAP_728,Gap_Down_aVWAP_725,Gap_Down_aVWAP_708,Gap_Down_aVWAP_676,Gap_Down_aVWAP_666,Gap_Down_aVWAP_662,Gap_Down_aVWAP_653,Gap_Down_aVWAP_629,Gap_Down_aVWAP_626,aVWAP_OB_bull_499,aVWAP_OB_bull_462,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-08-09 00:00:00+00:00,15.5328862879,16.0271745681,15.4205683594,16.0271745681,6595,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,14.658586,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,6595.0,False,False,False,False
2022-08-10 00:00:00+00:00,16.2427432588,16.2427432588,15.6312842003,16.1676517954,2629,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2629,103.09803921568627,False,False,False,False,6439.470588235295,False,False,False,False
2022-08-11 00:00:00+00:00,15.683835454,16.2825877087,15.683835454,16.2825877087,1422,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52934721000386,-11.882611159984549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1207,146.38831218762016,False,False,False,False,6242.707035755479,False,False,False,False
2022-08-12 00:00:00+00:00,16.5890834773,16.6018541343,15.6440548574,15.6440548574,4228,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.21795122188881,-11.882611159984549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,5435,353.7848489645762,False,False,False,False,6163.698916706246,False,False,False,False
2022-08-15 00:00:00+00:00,17.2531576427,17.4830294692,16.7806433327,16.7806433327,27469,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2758561396756,-11.882611159984549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,32904,1630.263874495377,False,False,False,False,6999.200919972667,False,False,False,False
2022-08-16 00:00:00+00:00,17.0610231077,17.5021854547,17.0610231077,17.3680935559,7041,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.1857206373908,-11.85955311493268,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,25863,2580.5672519661466,False,False,False,False,7000.840099581582,False,False,False,False
2022-08-17 00:00:00+00:00,16.8577781011,17.0488271303,16.7087445336,16.7487166901,3272,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.70060258788905,-11.85955311493268,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,22591,3365.2901048302197,False,False,False,False,6854.611076068579,False,False,False,False
2022-08-18 00:00:00+00:00,16.7709376334,16.967925018,16.7709376334,16.967925018,1046,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.51042941192001,-11.85955311493268,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,21545,4078.2199046407995,False,False,False,False,6626.822406418831,False,False,False,False
2022-08-19 00:00:00+00:00,16.3450362215,16.3450362215,16.1127379702,16.2506610661,3242,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.64714345240043,-11.85955311493268,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18303,4636.054418184298,False,False,False,False,6494.084272833778,False,False,False,False
2022-08-22 00:00:00+00:00,15.8835046766,16.0399452252,15.6759814999,16.0399452252,26574,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.66104477595009,-11.85955311493268,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-8271,4129.895421392757,False,False,False,False,7281.531948408924,False,False,False,False
