date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_445,Gap_Up_aVWAP_444,Gap_Up_aVWAP_443,Gap_Up_aVWAP_441,Gap_Up_aVWAP_435,Gap_Up_aVWAP_433,Gap_Up_aVWAP_431,Gap_Up_aVWAP_429,Gap_Up_aVWAP_427,Gap_Up_aVWAP_423,Gap_Down_aVWAP_446,Gap_Down_aVWAP_436,Gap_Down_aVWAP_434,Gap_Down_aVWAP_426,Gap_Down_aVWAP_399,Gap_Down_aVWAP_397,Gap_Down_aVWAP_393,Gap_Down_aVWAP_384,Gap_Down_aVWAP_381,Gap_Down_aVWAP_379,aVWAP_OB_bull_343,aVWAP_OB_bull_5,aVWAP_OB_bear_317,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,51.71,51.99,51.415,51.655,79738.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,79738.0,False,False,False,False
2023-12-15 17:00:00+00:00,51.465,51.675,51.265,51.625,64097.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-64097.0,-993.7519379844961,False,False,False,False,79495.50387596898,False,False,False,False
2023-12-18 17:00:00+00:00,51.605,51.64,51.325,51.48,86370.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-150467.0,-3311.1666366203954,False,False,False,False,79602.08521122528,False,False,False,False
2023-12-19 17:00:00+00:00,51.6,51.79,51.515,51.7,54465.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.681908548707778,-32.286282306163,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-96002.0,-4748.233820548761,False,False,False,False,79212.36295988844,False,False,False,False
2023-12-20 17:00:00+00:00,51.8,51.93,50.925,50.94,34922.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.095024062893827,-32.286282306163,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-130924.0,-6704.4472496875405,False,False,False,False,78525.69066593668,False,False,False,False
2023-12-21 17:00:00+00:00,51.15,51.455,50.905,51.41,50068.0,,,,,,,,,,,,,,,,,,,,,,51.25666666666667,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,1.0,51.455,50.905,0.0,0.0,0.0,0.0,0.0,27.633943108426077,-27.09277675520927,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-80856.0,-7854.083726436571,False,False,False,False,78084.48615948803,False,False,False,False
2023-12-22 17:00:00+00:00,51.58,51.74,51.325,51.5,60797.0,,,,,,,,,,,,,,,,,,,,,,51.401989401524375,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.537286239109264,-21.662811813295846,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20059.0,-8043.307234553833,False,False,False,False,77816.46311825566,False,False,False,False
2023-12-25 17:00:00+00:00,51.5,51.5,51.5,51.5,0.0,,,,,,,,,,,,,,,,,,,,,,51.401989401524375,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.13951499289806,-18.215764053602374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20059.0,-8229.597044870829,False,False,False,False,76610.00632572456,False,False,False,False
2023-12-26 17:00:00+00:00,51.79,51.975,51.76,51.965,22636.0,,,,,,,,,,,,,,,,,,,,,,51.48643047617621,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.381836631631906,-11.242779253102903,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,2577.0,-8062.0529046402735,False,False,False,False,75773.20002610092,False,False,False,False
2023-12-27 17:00:00+00:00,52.02,52.13,51.895,52.05,25353.0,,,,,,,,,,,,,,,,,,,,,,51.57238583856875,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57770051643658,-6.133892697859302,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,27930.0,-7504.036580537324,False,False,False,False,74991.49149856447,False,False,False,False
