date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_903,Gap_Up_aVWAP_870,Gap_Up_aVWAP_862,Gap_Up_aVWAP_841,Gap_Up_aVWAP_828,Gap_Up_aVWAP_775,Gap_Up_aVWAP_655,Gap_Up_aVWAP_463,Gap_Up_aVWAP_423,Gap_Up_aVWAP_330,Gap_Down_aVWAP_779,Gap_Down_aVWAP_773,Gap_Down_aVWAP_715,Gap_Down_aVWAP_665,Gap_Down_aVWAP_649,Gap_Down_aVWAP_560,Gap_Down_aVWAP_530,Gap_Down_aVWAP_383,Gap_Down_aVWAP_319,Gap_Down_aVWAP_300,aVWAP_OB_bull_869,aVWAP_OB_bear_755,aVWAP_OB_bear_559,aVWAP_OB_bear_260,aVWAP_OB_bear_232,aVWAP_OB_bear_60,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-02-03 00:00:00+00:00,5.8,6.108,5.76,6.04,806631,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.838306844799753,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.283312165137104,-17.445026575853554,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6152311,-2805724.3872858207,False,False,False,False,1334425.6780904974,False,False,False,False
2022-02-04 00:00:00+00:00,6.08,6.16,5.8,5.8,766889,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.85261419097526,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.514938332332534,-15.32116071558935,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5385422,-2906888.9995491216,False,False,False,False,1312169.337773223,False,False,False,False
2022-02-07 00:00:00+00:00,6.2,6.36,6.04,6.08,803361,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,5.88110476235267,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.84265293071954,-13.005892213101362,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4582061,-2972582.019174646,False,False,False,False,1292216.0696252533,False,False,False,False
2022-02-08 00:00:00+00:00,6.32,6.32,6.0432,6.16,800091,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,5.9071820784941025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.22919020370034,-10.581083247692696,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3781970,-3004322.7243050523,False,False,False,False,1272917.047287008,False,False,False,False
2022-02-09 00:00:00+00:00,6.68,6.76,6.4,6.48,1362106,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,5.988391760436788,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.06133663634229,-6.7969749688239745,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2419864,-2981402.774332305,False,False,False,False,1276414.653275753,False,False,False,False
2022-02-10 00:00:00+00:00,6.64,6.88,6.4492,6.6,1344682,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.056146237770785,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.27398642421606,-4.556008281027587,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3764546,-3012114.273378097,False,False,False,False,1279091.8041276843,False,False,False,False
2022-02-11 00:00:00+00:00,6.88,6.96,6.52,6.64,2458566,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.324250779373082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.151430473233376,-1.6534090915586859,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1305980,-2945207.0469711125,False,False,False,False,1325345.6941618926,False,False,False,False
2022-02-14 00:00:00+00:00,6.4,6.9,6.36,6.68,1429779,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.326367481063288,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.23091073418382,-1.6534090915586859,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2735759,-2936993.3980702846,False,False,False,False,1329441.11792025,False,False,False,False
2022-02-15 00:00:00+00:00,6.84,6.84,6.48,6.52,1540777,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.3594702141267705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.475571812551564,-1.6534090915586859,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1194982,-2868679.22559694,False,False,False,False,1337728.7995704364,False,False,False,False
2022-02-16 00:00:00+00:00,6.72,6.96,6.6,6.76,1293754,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.461497867119052,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.42752103083963,-1.6534090915586859,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-2488736,-2853779.4912598054,False,False,False,False,1336004.2976264977,False,False,False,False
2022-02-17 00:00:00+00:00,6.4,6.76,6.4,6.72,659074,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.446320390659499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.220479121347175,-1.6534090915586859,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-3147810,-2865310.0994456955,False,False,False,False,1309458.0114450664,False,False,False,False
2022-02-18 00:00:00+00:00,6.12,6.4464,6.0932,6.44,865831,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.406307628336714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.083824143748465,-1.6534090915586859,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4013641,-2910342.6837811586,False,False,False,False,1292060.8737413383,False,False,False,False
2022-02-22 00:00:00+00:00,5.84,6.12,5.76,6.08,1031036,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.3454843343436185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.50841401946982,5.125778914351294,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-5044677,-2994042.0687309173,False,False,False,False,1281824.6041828545,False,False,False,False
2022-02-23 00:00:00+00:00,5.6,6.04,5.6,5.92,801239,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.30019502971849,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.97236505846132,1.6519941718310776,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5845916,-3105880.2621140187,False,False,False,False,1262978.109901174,False,False,False,False
2022-02-24 00:00:00+00:00,5.92,5.92,5.2,5.28,1037742,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.249000146328152,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.9627457739174,1.4730925040224037,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4808174,-3172636.879286018,False,False,False,False,1254145.3212775986,False,False,False,False
2022-02-25 00:00:00+00:00,5.96,6.0,5.72,5.92,618049,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.233307750172493,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.23878025256062,1.4459519027824612,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4190125,-3212538.374215978,False,False,False,False,1229200.3675020065,False,False,False,False
2022-02-28 00:00:00+00:00,5.96,6.08,5.76,5.848,1031174,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.21351906369999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.42280323832277,1.2345726749330908,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4190125,-3250875.104638881,False,False,False,False,1221434.627599967,False,False,False,False
2022-03-01 00:00:00+00:00,5.88,6.08,5.72,6.08,645566,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.201101378147276,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.018603378933705,0.4002554489126027,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4835691,-3313024.7475942187,False,False,False,False,1198851.5441646741,False,False,False,False
2022-03-02 00:00:00+00:00,5.88,6.0,5.6888,5.88,661782,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.188094867088813,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.749136806007655,-0.32271630504083504,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4835691,-3372737.149649347,False,False,False,False,1177789.9934131182,False,False,False,False
2022-03-03 00:00:00+00:00,5.64,5.92,5.6,5.92,785319,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.168133531490023,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.93392303013678,-2.4662671666623694,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5621010,-3460904.7124081966,False,False,False,False,1162398.974063584,False,False,False,False
2022-03-04 00:00:00+00:00,5.52,5.6696,5.4,5.6,668669,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.145882746341275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.97324153634825,-4.647120673384286,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6289679,-3571837.037411797,False,False,False,False,1143037.0142963848,False,False,False,False
2022-03-07 00:00:00+00:00,5.24,5.6396,5.2368,5.44,899663,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.111540154699869,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.09067654286959,-7.591803531673115,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7189342,-3713699.977121138,False,False,False,False,1133492.9353043698,False,False,False,False
2022-03-08 00:00:00+00:00,5.44,5.624,5.08,5.32,955765,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.962895856178959,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.30671795657015,-7.591803531673115,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6233577,-3812518.6839007013,False,False,False,False,1126523.2123512572,False,False,False,False
2022-03-09 00:00:00+00:00,5.72,5.8,5.56,5.6,744312,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.975412600533602,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.06016824143934,-7.591803531673115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5489265,-3878273.441394792,False,False,False,False,1111534.5373570903,False,False,False,False
2022-03-10 00:00:00+00:00,5.6,5.68,5.44,5.6,601658,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.967391433777173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.04586691303585,-7.591803531673115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6090923,-3965044.0123204864,False,False,False,False,1091539.379029361,False,False,False,False
2022-03-11 00:00:00+00:00,5.36,5.64,5.36,5.6,490334,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.954879240270039,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.131264278384286,-7.591803531673115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6581257,-4067640.600072624,False,False,False,False,1067962.697498798,False,False,False,False
2022-03-14 00:00:00+00:00,5.2,5.44,5.12,5.32,1041882,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.915518296479739,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.57161858690539,-7.591803531673115,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7623139,-4207071.909873698,False,False,False,False,1066939.9250478647,False,False,False,False
2022-03-15 00:00:00+00:00,5.48,5.48,5.1544,5.2,834250,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.896421234776877,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.2273651423258,-7.591803531673115,False,False,False,True,True,0.0,1,,,False,False,False,False,-0.32824219341052874,-0.32824219341052874,False,False,False,False,-6788889,-4308319.638898259,False,False,False,False,1057814.8299479485,False,False,False,False
2022-03-16 00:00:00+00:00,5.68,5.72,5.44,5.52,1424610,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.887960618403871,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.017751717341355,-11.799745449405414,False,False,False,True,True,0.0,1,0.8999034501783216,1.0634470256743709,False,False,False,False,-0.22103047298066203,-0.2746363331955954,False,False,False,False,-5364279,-4349729.809921857,False,False,False,False,1072198.9542637153,False,False,False,False
2022-03-17 00:00:00+00:00,5.96,6.0,5.56,5.56,1041956,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,5.893576123502261,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.95580755483897,-8.097464837437634,True,False,False,False,True,0.0,1,0.9125387455331584,1.0448164893091945,False,False,False,False,-0.13902842995033418,-0.2068323815729648,False,False,False,False,-4322323,-4348655.033062177,False,False,False,False,1071012.9560572952,False,False,False,False
2022-03-18 00:00:00+00:00,6.08,6.2,5.84,5.88,1174281,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,5.908872330279135,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.395377273726965,-4.967890046400562,True,False,False,False,True,0.0,1,0.9433444775880362,1.0294288402634582,False,False,False,False,-0.04607911348746854,-0.12645574753021666,False,False,False,False,-3148042,-4301572.169020523,False,False,False,False,1075062.6832707347,False,False,False,False
2022-03-21 00:00:00+00:00,5.96,6.2,5.86,6.04,1166118,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.919019388396188,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.61651452241581,-3.914808842773162,True,False,True,False,True,0.0,1,0.9522577280295279,1.0084251068183185,False,False,False,False,-0.042234412969936144,-0.08434508025007639,False,False,False,False,-4314160,-4302065.809451091,False,False,False,False,1078633.4800052159,False,False,False,False
2022-03-22 00:00:00+00:00,6.28,6.32,5.9,6.0,851942,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.930931666745966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.59605715331969,-1.1466191467042535,True,False,True,False,True,0.0,0,0.950767740763907,1.013518694134501,False,False,False,False,-0.011512154964309814,-0.0479286176071931,False,False,False,False,-3462218,-4269130.601237323,False,False,False,False,1069743.618044227,False,False,False,False
