date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_442,Gap_Up_aVWAP_437,Gap_Up_aVWAP_418,Gap_Up_aVWAP_414,Gap_Up_aVWAP_413,Gap_Up_aVWAP_409,Gap_Up_aVWAP_396,Gap_Up_aVWAP_389,Gap_Up_aVWAP_387,Gap_Up_aVWAP_386,Gap_Down_aVWAP_430,Gap_Down_aVWAP_407,Gap_Down_aVWAP_400,Gap_Down_aVWAP_394,Gap_Down_aVWAP_393,Gap_Down_aVWAP_391,Gap_Down_aVWAP_390,Gap_Down_aVWAP_388,Gap_Down_aVWAP_385,Gap_Down_aVWAP_382,aVWAP_OB_bull_379,aVWAP_OB_bear_296,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,4.43,4.505,4.41,4.445,1596.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1596.0,False,False,False,False
2023-12-15 17:00:00+00:00,4.33,4.41,4.31,4.34,3866.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3866.0,-59.93798449612403,False,False,False,False,1631.1937984496124,False,False,False,False
2023-12-18 17:00:00+00:00,4.68,4.74,4.6,4.69,6246.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.315789473684195,-89.4736842105263,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2380.0,-22.10948861246319,False,False,False,False,1702.7411814193858,False,False,False,False
2023-12-19 17:00:00+00:00,4.84,4.84,4.55,4.69,13780.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.85964912280699,-71.05263157894737,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,2380.0,15.13251896292384,False,False,False,False,1889.9855041880776,False,False,False,False
2023-12-20 17:00:00+00:00,4.96,5.025,4.89,4.89,2541.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.10605384735142,-55.072972590015276,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4921.0,91.1924799092351,False,False,False,False,1900.0787521851614,False,False,False,False
2023-12-21 17:00:00+00:00,5.135,5.195,5.095,5.15,3104.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.15400029395852,-41.49337700136612,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8025.0,214.1972476625803,False,False,False,False,1918.744197887717,False,False,False,False
2023-12-22 17:00:00+00:00,5.235,5.235,5.1,5.12,6490.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.20806031678731,-31.998572438100304,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1535.0,234.67480971432323,False,False,False,False,1989.616380866202,False,False,False,False
2023-12-25 17:00:00+00:00,5.12,5.12,5.12,5.12,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.2441003320065,-23.875794608327837,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1535.0,254.8348901838686,False,False,False,False,1958.769615271377,False,False,False,False
2023-12-26 17:00:00+00:00,5.07,5.28,5.07,5.255,4683.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,5.201666666666666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.76821719408736,-15.963781433527593,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6218.0,347.2870624290799,False,False,False,False,2001.0057452671697,False,False,False,False
2023-12-27 17:00:00+00:00,5.15,5.26,5.15,5.17,1478.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,5.199667532327003,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.44948851040641,-12.656849400331623,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,4740.0,415.39113898056706,False,False,False,False,1992.897129061477,False,False,False,False
