date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_864,Gap_Up_aVWAP_822,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_792,Gap_Up_aVWAP_780,Gap_Up_aVWAP_720,Gap_Up_aVWAP_642,Gap_Up_aVWAP_636,Gap_Up_aVWAP_594,Gap_Down_aVWAP_852,Gap_Down_aVWAP_762,Gap_Down_aVWAP_732,Gap_Down_aVWAP_690,Gap_Down_aVWAP_660,Gap_Down_aVWAP_564,Gap_Down_aVWAP_474,Gap_Down_aVWAP_450,Gap_Down_aVWAP_390,Gap_Down_aVWAP_384,aVWAP_OB_bull_777,aVWAP_OB_bull_634,aVWAP_OB_bull_331,aVWAP_OB_bear_739,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,228.825,229.785,226.64,227.91,293518.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,293518.0,False,False,False,False
2025-02-03 16:00:00+00:00,227.905,228.435,225.7,226.385,314440.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-314440.0,-4875.038759689923,False,False,False,False,293842.3720930232,False,False,False,False
2025-02-03 17:00:00+00:00,226.38,227.02,225.86,226.825,317432.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.168316831683114,-62.25247524752467,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,2992.0,-4753.069166516435,False,False,False,False,294208.10275824764,False,False,False,False
2025-02-03 18:00:00+00:00,226.83,228.29,226.205,228.235,156207.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.417617329518116,-45.911273116304855,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,159199.0,-2211.1766212991256,False,False,False,False,292068.5507774996,False,False,False,False
2025-02-03 19:00:00+00:00,228.235,229.1,227.66,228.835,135354.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.3672270299013,-33.084651722760796,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,294553.0,2389.818365077605,False,False,False,False,289638.86781970895,False,False,False,False
2025-02-03 20:00:00+00:00,228.85,229.21,227.64,228.11,223283.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.193007321752674,-28.562086826365118,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,71270.0,3457.728157867099,False,False,False,False,288610.09467521735,False,False,False,False
2025-02-04 15:00:00+00:00,228.95,231.54,228.645,230.52,214081.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.98461878245084,-19.0334905989037,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,285351.0,7828.166481000942,False,False,False,False,287454.60483529145,False,False,False,False
2025-02-04 16:00:00+00:00,230.515,232.47,230.12,232.195,178524.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.718951296355414,-10.42019671040692,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,463875.0,14898.66002393116,False,False,False,False,285765.7582486978,False,False,False,False
2025-02-04 17:00:00+00:00,232.195,232.82,231.4,232.245,131367.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.59691995679634,-4.281923716000577,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,595242.0,23896.23118635083,False,False,False,False,283371.97905104357,False,False,False,False
2025-02-04 18:00:00+00:00,232.245,232.425,231.485,231.485,100093.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.17241667177856,-2.6822281518668376,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,495149.0,31202.475664081823,False,False,False,False,280530.44449211267,False,False,False,False
