date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_816,Gap_Up_aVWAP_798,Gap_Up_aVWAP_696,Gap_Up_aVWAP_684,Gap_Up_aVWAP_660,Gap_Up_aVWAP_648,Gap_Up_aVWAP_642,Gap_Up_aVWAP_624,Gap_Up_aVWAP_618,Gap_Up_aVWAP_594,Gap_Down_aVWAP_786,Gap_Down_aVWAP_780,Gap_Down_aVWAP_774,Gap_Down_aVWAP_773,Gap_Down_aVWAP_726,Gap_Down_aVWAP_702,Gap_Down_aVWAP_654,Gap_Down_aVWAP_576,Gap_Down_aVWAP_480,Gap_Down_aVWAP_474,aVWAP_OB_bull_833,aVWAP_OB_bear_756,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,16.115,16.115,16.115,16.115,2.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2.0,False,False,False,False
2025-02-07 16:00:00+00:00,16.115,16.16,16.07,16.07,33.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-33.0,-0.5116279069767442,False,False,False,False,2.4806201550387597,False,False,False,False
2025-02-07 17:00:00+00:00,16.07,16.07,16.065,16.065,25.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-58.0,-1.4029204975662521,False,False,False,False,2.8297578270536627,False,False,False,False
2025-02-07 18:00:00+00:00,16.065,16.125,16.06,16.08,73.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.090909090908164,-41.81818181818265,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,15.0,-1.1486116526427443,False,False,False,False,3.917668558417172,False,False,False,False
2025-02-07 19:00:00+00:00,16.08,16.66,16.08,16.66,78.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.50936931148893,-16.78702216511445,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,93.0,0.3110567450726469,False,False,False,False,5.066231836581247,False,False,False,False
2025-02-07 20:00:00+00:00,16.705,16.705,16.3,16.53,919.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.52138686345584,-7.072223072488143,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-826.0,-12.499967390509875,False,False,False,False,19.235747622060607,False,False,False,False
2025-02-10 15:00:00+00:00,17.44,17.44,17.06,17.29,106.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.5254054455849,2.8249182348877895,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-720.0,-23.46896014414538,False,False,False,False,20.58092982947052,False,False,False,False
2025-02-10 16:00:00+00:00,17.29,17.485,17.29,17.485,100.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.67556055493739,9.499675865890907,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-620.0,-32.71750339772452,False,False,False,False,21.8122332429671,False,False,False,False
2025-02-10 17:00:00+00:00,17.485,17.57,17.485,17.57,8.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.96608293678406,14.103927010971177,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-612.0,-41.698627376054375,False,False,False,False,21.598090091913345,False,False,False,False
2025-02-10 18:00:00+00:00,17.57,17.57,17.3,17.3,69.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.53013281821725,14.103927010971177,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-681.0,-51.61027656402253,False,False,False,False,22.333003423821662,False,False,False,False
