date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_888,Gap_Up_aVWAP_882,Gap_Up_aVWAP_858,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_768,Gap_Up_aVWAP_714,Gap_Up_aVWAP_708,Gap_Up_aVWAP_690,Gap_Up_aVWAP_666,Gap_Down_aVWAP_852,Gap_Down_aVWAP_849,Gap_Down_aVWAP_839,Gap_Down_aVWAP_828,Gap_Down_aVWAP_798,Gap_Down_aVWAP_774,Gap_Down_aVWAP_750,Gap_Down_aVWAP_738,Gap_Down_aVWAP_720,Gap_Down_aVWAP_699,aVWAP_OB_bull_90,aVWAP_OB_bear_825,aVWAP_OB_bear_786,aVWAP_OB_bear_714,aVWAP_OB_bear_559,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,95.07,99.29,95.07,98.61,2069.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,97.17667,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2069.0,False,False,False,False
2025-02-03 16:00:00+00:00,98.26,101.25,98.26,100.7,1109.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1109.0,17.1937984496124,False,False,False,False,2054.1162790697676,False,False,False,False
2025-02-03 17:00:00+00:00,102.335,103.74,101.2,102.52,1729.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2838.0,60.92722793101376,False,False,False,False,2049.0757166035696,False,False,False,False
2025-02-03 18:00:00+00:00,102.52,105.65,102.22,105.255,4779.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7617.0,178.07564300185075,False,False,False,False,2091.400124098088,False,False,False,False
2025-02-03 19:00:00+00:00,105.255,107.24,104.97,106.735,1749.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9366.0,320.5240826452329,False,False,False,False,2086.0915950423037,False,False,False,False
2025-02-03 20:00:00+00:00,106.735,108.37,105.855,106.35,10486.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.00865766055853,48.20779189450268,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1120.0,298.1903759375549,False,False,False,False,2216.3227331036633,False,False,False,False
2025-02-04 15:00:00+00:00,103.84,106.37,102.545,105.865,1234.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.2346710309064,44.93068446818225,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2354.0,257.0711453028641,False,False,False,False,2201.0929232881026,False,False,False,False
2025-02-04 16:00:00+00:00,105.865,107.21,105.28,106.04,840.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.85497232456022,43.07911778511195,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1514.0,229.61267793382746,False,False,False,False,2179.990707423171,False,False,False,False
2025-02-04 17:00:00+00:00,106.04,106.67,103.54,103.675,1211.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.02753092812836,33.623459204797754,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2725.0,183.80472943872934,False,False,False,False,2164.9675956801757,False,False,False,False
2025-02-04 18:00:00+00:00,104.055,104.055,101.01,101.23,842.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.46208393020271,23.088660777913205,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3567.0,125.65271812960175,False,False,False,False,2144.4564701657546,False,False,False,False
