date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_440,Gap_Up_aVWAP_438,Gap_Up_aVWAP_435,Gap_Up_aVWAP_433,Gap_Up_aVWAP_431,Gap_Up_aVWAP_430,Gap_Up_aVWAP_426,Gap_Up_aVWAP_424,Gap_Up_aVWAP_415,Gap_Up_aVWAP_407,Gap_Down_aVWAP_439,Gap_Down_aVWAP_437,Gap_Down_aVWAP_434,Gap_Down_aVWAP_432,Gap_Down_aVWAP_429,Gap_Down_aVWAP_427,Gap_Down_aVWAP_422,Gap_Down_aVWAP_419,Gap_Down_aVWAP_417,Gap_Down_aVWAP_416,aVWAP_OB_bull_340,aVWAP_OB_bear_194,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,77.205,77.785,77.18,77.73,39156.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,39156.0,False,False,False,False
2023-12-20 17:00:00+00:00,78.32,78.62,77.16,77.235,31691.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-31691.0,-491.3333333333333,False,False,False,False,39040.26356589147,False,False,False,False
2023-12-21 17:00:00+00:00,78.83,79.19,78.655,79.115,83492.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.011494252873504,-90.51724137931025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,51801.0,319.40051679586566,False,False,False,False,39729.43777417222,False,False,False,False
2023-12-22 17:00:00+00:00,79.685,79.71,79.085,79.485,28402.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.98086216523221,-70.74366083290008,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,80203.0,1557.9059351401156,False,False,False,False,39553.81858387498,False,False,False,False
2023-12-25 17:00:00+00:00,79.485,79.485,79.485,79.485,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.62710744013802,-56.178363079766626,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,80203.0,2777.2097190914315,False,False,False,False,38940.58108645056,False,False,False,False
2023-12-26 17:00:00+00:00,79.435,79.74,79.285,79.47,28970.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.84128770633018,-44.9651884333318,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,51233.0,3528.4622815861376,False,False,False,False,38785.99843394745,False,False,False,False
2023-12-27 17:00:00+00:00,79.585,79.805,79.43,79.765,12808.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.13322821876898,-34.9108265231951,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,64041.0,4466.641160941391,False,False,False,False,38383.23876830485,False,False,False,False
2023-12-28 17:00:00+00:00,79.53,79.655,79.16,79.29,47472.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.34245941390154,-32.150960324344055,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,16569.0,4654.2746313143925,False,False,False,False,38524.149795152836,False,False,False,False
2023-12-29 17:00:00+00:00,79.075,79.3,79.03,79.09,52417.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.10966777495794,-30.654887935272363,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-35848.0,4026.3323889684325,False,False,False,False,38739.542821584575,False,False,False,False
2024-01-01 17:00:00+00:00,79.09,79.09,79.09,79.09,0.0,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.95447334899555,-28.048546597491992,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-35848.0,3408.1256852634956,False,False,False,False,38138.92975458326,False,False,False,False
