date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_900,Gap_Up_aVWAP_898,Gap_Up_aVWAP_893,Gap_Up_aVWAP_870,Gap_Up_aVWAP_862,Gap_Up_aVWAP_859,Gap_Up_aVWAP_851,Gap_Up_aVWAP_841,Gap_Up_aVWAP_830,Gap_Up_aVWAP_828,Gap_Down_aVWAP_910,Gap_Down_aVWAP_897,Gap_Down_aVWAP_864,Gap_Down_aVWAP_833,Gap_Down_aVWAP_816,Gap_Down_aVWAP_815,Gap_Down_aVWAP_793,Gap_Down_aVWAP_773,Gap_Down_aVWAP_758,Gap_Down_aVWAP_724,aVWAP_OB_bull_816,aVWAP_OB_bull_649,aVWAP_OB_bull_459,aVWAP_OB_bull_291,aVWAP_OB_bull_247,aVWAP_OB_bear_783,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,136.314,139.367,133.4185,139.19,7161200,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,133.13925,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7161200.0,False,False,False,False
2022-01-04 00:00:00+00:00,122.186,137.0,121.1245,135.65,29442880,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-29442880,-1154622.7450980393,False,False,False,False,8034991.37254902,False,False,False,False
2022-01-05 00:00:00+00:00,119.001,122.87899,117.375,121.35,21151630,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-50594510,-3093441.85313341,False,False,False,False,8549369.357939254,False,False,False,False
2022-01-06 00:00:00+00:00,116.893,119.776,113.858,117.244,18043480,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-68637990,-5663816.2902654335,False,False,False,False,8921687.422333794,False,False,False,False
2022-01-07 00:00:00+00:00,114.448,118.23699,112.14,116.9,12887130,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-81525120,-8638769.376921691,False,False,False,False,9077194.974399136,False,False,False,False
2022-01-10 00:00:00+00:00,113.117,113.323,106.402,111.701,21125910,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-102651030,-12325524.69547378,False,False,False,False,9549693.602854073,False,False,False,False
2022-01-11 00:00:00+00:00,115.731,116.598,108.601,109.7,12598700,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.741638632274435,-45.6534979204151,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-90052330,-15373634.707415987,False,False,False,False,9669262.48117352,False,False,False,False
2022-01-12 00:00:00+00:00,116.876,119.12,115.7,118.516,11328940,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.736698089307422,-41.33811778659455,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-78723390,-17857938.83653693,False,False,False,False,9734347.874068677,False,False,False,False
2022-01-13 00:00:00+00:00,106.436,117.805,106.15001,117.0,22801040,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.492503023357347,-41.087440130504596,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-101524430,-21138977.705692343,False,False,False,False,10246767.173124809,False,False,False,False
2022-01-14 00:00:00+00:00,110.291,111.198,104.8601,105.3,22203430,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.020598081763303,-37.243581849052944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-79321000,-23420625.638802446,False,False,False,False,10715655.91143364,False,False,False,False
