date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_894,Gap_Up_aVWAP_876,Gap_Up_aVWAP_852,Gap_Up_aVWAP_828,Gap_Up_aVWAP_822,Gap_Up_aVWAP_792,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_756,Gap_Down_aVWAP_882,Gap_Down_aVWAP_762,Gap_Down_aVWAP_750,Gap_Down_aVWAP_738,Gap_Down_aVWAP_732,Gap_Down_aVWAP_714,Gap_Down_aVWAP_708,Gap_Down_aVWAP_702,Gap_Down_aVWAP_696,Gap_Down_aVWAP_678,aVWAP_OB_bull_750,aVWAP_OB_bull_444,aVWAP_OB_bull_368,aVWAP_OB_bull_127,aVWAP_OB_bear_720,aVWAP_OB_bear_636,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,2.955,2.965,2.89,2.905,76217.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,76217.0,False,False,False,False
2025-02-03 16:00:00+00:00,2.9,2.915,2.87,2.89,137535.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-137535.0,-2132.3255813953488,False,False,False,False,77167.66666666666,False,False,False,False
2025-02-03 17:00:00+00:00,2.885,2.905,2.865,2.865,52000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-189535.0,-5037.793401838831,False,False,False,False,76777.47028423772,False,False,False,False
2025-02-03 18:00:00+00:00,2.865,2.875,2.855,2.865,38485.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-189535.0,-7898.2152095622605,False,False,False,False,76183.78857440458,False,False,False,False
2025-02-03 19:00:00+00:00,2.865,2.89,2.855,2.865,29662.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-189535.0,-10714.289392359744,False,False,False,False,75462.52053449133,False,False,False,False
2025-02-03 20:00:00+00:00,2.865,2.885,2.86,2.885,120945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.207756772558861,-37.21301890469702,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-68590.0,-11611.587231237887,False,False,False,False,76167.67525488681,False,False,False,False
2025-02-04 15:00:00+00:00,2.96,3.01,2.955,2.975,56500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.74856277440727,-17.778758909386994,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12090.0,-11619.004483466757,False,False,False,False,75862.75005713663,False,False,False,False
2025-02-04 16:00:00+00:00,2.975,3.03,2.975,3.03,44483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.71163168591272,-4.319093465864867,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,32393.0,-10936.647824808357,False,False,False,False,75376.24230431281,False,False,False,False
2025-02-04 17:00:00+00:00,3.025,3.03,3.005,3.015,47967.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.411383634146425,1.589734074107234,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-15574.0,-11008.544757757065,False,False,False,False,74951.2928112227,False,False,False,False
2025-02-04 18:00:00+00:00,3.015,3.05,3.01,3.02,55654.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.42929934703885,5.652532576824555,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,40080.0,-10216.474296396489,False,False,False,False,74652.10997694016,False,False,False,False
2025-02-04 19:00:00+00:00,3.02,3.045,3.02,3.035,102182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.08320448788538,9.100842859882945,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,142262.0,-7852.466942963985,False,False,False,False,75078.92997729768,False,False,False,False
2025-02-04 20:00:00+00:00,3.035,3.055,3.025,3.035,115761.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.1858079151164,11.680899700526545,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,142262.0,-5525.110866328885,False,False,False,False,75709.65974509151,False,False,False,False
