date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_887,Gap_Up_aVWAP_762,Gap_Up_aVWAP_718,Gap_Up_aVWAP_587,Gap_Up_aVWAP_568,Gap_Up_aVWAP_490,Gap_Up_aVWAP_381,Gap_Up_aVWAP_354,Gap_Up_aVWAP_292,Gap_Up_aVWAP_270,Gap_Down_aVWAP_817,Gap_Down_aVWAP_816,Gap_Down_aVWAP_649,Gap_Down_aVWAP_610,Gap_Down_aVWAP_600,Gap_Down_aVWAP_569,Gap_Down_aVWAP_524,Gap_Down_aVWAP_508,Gap_Down_aVWAP_274,Gap_Down_aVWAP_182,aVWAP_OB_bull_817,aVWAP_OB_bull_617,aVWAP_OB_bull_573,aVWAP_OB_bull_512,aVWAP_OB_bear_813,aVWAP_OB_bear_395,aVWAP_OB_bear_173,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,6.4317123718,6.4930397842,6.3703849595,6.3703849595,413640,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.246858725988645,-6.952475568810243,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,927409,68794.08006709366,False,False,False,False,99373.96762840138,False,False,False,False
2022-01-19 00:00:00+00:00,6.4470442249,6.4777079311,6.4317123718,6.462376078,253537,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.13729889914448,-3.8626375299496942,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1180946,112407.88084877626,False,False,False,False,105419.5767410131,False,False,False,False
2022-01-20 00:00:00+00:00,6.4700420045,6.5083716373,6.4547101515,6.4853738576,141831,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.4777079310999985,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.56029023260855,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1322777,159873.3365017654,False,False,False,False,106847.47569234592,False,False,False,False
2022-01-21 00:00:00+00:00,6.4317123718,6.4547101515,6.3933827391,6.3933827391,61154,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.4623109946454855,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.357968827134435,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1261623,203079.20565855893,False,False,False,False,105055.57468480294,False,False,False,False
2022-01-24 00:00:00+00:00,6.378050886,6.4163805187,6.2477301347,6.4163805187,173951,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.409275167565591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.32715422499765,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1087672,237769.11916214484,False,False,False,False,107757.35606971264,False,False,False,False
2022-01-25 00:00:00+00:00,6.4087145922,6.4087145922,6.3243894002,6.3550531064,75736,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.40447859672329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.712072703609486,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1163408,274068.6831165705,False,False,False,False,106501.61661599843,False,False,False,False
2022-01-26 00:00:00+00:00,6.4010486656,6.4777079311,6.378050886,6.4087145922,124484,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.407596807266552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.88826877695125,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1038924,304063.00926886185,False,False,False,False,107206.8081212534,False,False,False,False
2022-01-27 00:00:00+00:00,6.4163805187,6.4393782984,6.3937660354,6.4087145922,52205,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.408336007267141,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.083003727320545,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1091129,334928.3422387104,False,False,False,False,105049.87446943954,False,False,False,False
2022-01-28 00:00:00+00:00,6.4240464453,6.4393782984,6.3973690209,6.4163805187,47609,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.40917490383513,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.59249646270193,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1138738,366450.28960189817,False,False,False,False,102797.2911569125,False,False,False,False
2022-01-31 00:00:00+00:00,6.4087145922,6.4470442249,6.378050886,6.4317123718,92493,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.409426732156771,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.9267858494503,-1.0030931667267495,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1046245,393108.9056959414,False,False,False,False,102393.20130762181,False,False,False,False
2022-02-01 00:00:00+00:00,6.462376078,6.5007057107,6.4163038595,6.4240464453,41621,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.412011404852588,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.11576052292515,-0.80990495633975,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1087866,420354.2819431594,False,False,False,False,100009.97772693077,False,False,False,False
2022-02-02 00:00:00+00:00,6.4163805187,6.4853738576,6.3704616187,6.4853738576,37218,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.4125405456163325,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.740472539513654,-0.80990495633975,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,1050648,445071.68265127076,False,False,False,False,97547.54722783544,False,False,False,False
2022-02-03 00:00:00+00:00,6.3627190329,6.4317123718,6.3478471354,6.4240464453,39282,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.411134005492997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.16138842384854,-0.80990495633975,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,1011366,467279.30293945625,False,False,False,False,95262.62380713603,False,False,False,False
2022-02-04 00:00:00+00:00,6.3857168125,6.3857168125,6.3473871798,6.3627190329,18030,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.410373600859024,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99150022441846,-0.80990495633975,False,False,False,False,False,,1,,,False,False,False,False,,,False,False,False,False,1029396,489323.0949810462,False,False,False,False,92233.89346175815,False,False,False,False
2022-02-07 00:00:00+00:00,6.3013916205,6.4332455571,6.293725694,6.4010486656,87628,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.404410880805012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.788268347262,3.8022358521357376,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,941768,507066.0324327699,False,False,False,False,92053.27018874804,False,False,False,False
2022-02-08 00:00:00+00:00,6.3473871798,6.3856401533,6.3013916205,6.3013916205,54569,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.401306731874544,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.29507730564809,3.142025777835741,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,996337,526253.1292001123,False,False,False,False,90583.29880879713,False,False,False,False
2022-02-09 00:00:00+00:00,6.3550531064,6.4163805187,6.3397212533,6.3550531064,22197,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.400665268836756,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.33441915900884,2.8784676664948847,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,1018534,545558.2613883433,False,False,False,False,87901.48316923647,False,False,False,False
2022-02-10 00:00:00+00:00,6.2553960613,6.4163805187,6.2477301347,6.3320553267,48520,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.396580623441309,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.89413922402988,-0.6672485968198885,False,False,False,True,False,,1,,,False,False,False,False,,,False,False,False,False,970014,562203.5844711533,False,False,False,False,86357.11128024681,False,False,False,False
2022-02-11 00:00:00+00:00,6.2400642082,6.3243894002,6.209400502,6.2553960613,38725,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.391941691561805,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.16205432824586,-3.423729762053725,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,931289,576677.5223350297,False,False,False,False,84489.18534768812,False,False,False,False
2022-02-14 00:00:00+00:00,6.2247323551,6.3090575471,6.209400502,6.2400642082,56571,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.385220624931599,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.89382440296068,-5.698055044841411,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,874718,588365.3842042441,False,False,False,False,83394.35454973958,False,False,False,False
2022-02-15 00:00:00+00:00,6.1787367958,6.2400642082,6.1710708693,6.209400502,67606,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.3752705954486375,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.12436480843179,-8.418962575652913,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,807112,596943.6828629012,False,False,False,False,82775.20339092627,False,False,False,False
2022-02-16 00:00:00+00:00,6.1844862407,6.203752553,6.1266873039,6.1883395032,68462,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.364943236908615,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.63740544231921,-9.927643967450017,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,875574,607870.3619663168,False,False,False,False,82213.90129716447,False,False,False,False
2022-02-17 00:00:00+00:00,6.1421003537,6.1883395032,6.1266873039,6.1575134035,41015,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.358675056005744,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.51725144467658,-12.064951832854199,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,834559,616760.1124774417,False,False,False,False,80598.25810904038,False,False,False,False
2022-02-18 00:00:00+00:00,6.1575134035,6.1652199284,6.118980779,6.1575134035,22415,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.355321707807838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.129400957371782,-12.610665985564381,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,856974,626180.2649293068,False,False,False,False,78316.56171260742,False,False,False,False
2022-02-22 00:00:00+00:00,6.0650351046,6.1498068786,6.0573285797,6.1498068786,36910,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.348587392831815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.66228992299218,-15.15569900852897,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,820064,633783.5486575693,False,False,False,False,76692.77497877968,False,False,False,False
2022-02-23 00:00:00+00:00,6.0496220548,6.0878464183,5.9879698555,6.0804481544,48404,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.33867897041073,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.713210440035702,-17.168190222991946,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,771660,639190.4683180568,False,False,False,False,75583.41125412165,False,False,False,False
2022-02-24 00:00:00+00:00,6.0110894302,6.0419155299,5.9224643938,6.0033829053,88316,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.155599548281939,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.686100530431446,-19.24037132414682,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,683344,640921.9793644076,False,False,False,False,76082.72845984237,False,False,False,False
2022-02-25 00:00:00+00:00,6.1112742541,6.1421003537,6.0110894302,6.0110894302,68654,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.171871729662012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.019283403839363,-19.24037132414682,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,751998,645277.9017422739,False,False,False,False,75791.40577514267,False,False,False,False
2022-02-28 00:00:00+00:00,6.1421003537,6.1960460281,5.9340241811,6.1729264534,84828,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.176490879234749,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.31626447397821,-23.215119677232117,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,836826,652789.5918700278,False,False,False,False,76145.78201925472,False,False,False,False
2022-03-01 00:00:00+00:00,6.3193504267,6.3424700014,6.1421003537,6.1421003537,69817,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.19987515634555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.9920731561551,-15.286955205155799,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,906643,662744.6274829679,False,False,False,False,75897.59448908787,False,False,False,False
2022-03-02 00:00:00+00:00,6.3039373768,6.3270569516,6.2731112772,6.3270569516,25619,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.207478163986082,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.2239435453272,-10.80807615094814,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,881024,671304.6028757928,False,False,False,False,73925.88490128051,False,False,False,False
2022-03-03 00:00:00+00:00,6.2576982274,6.3039373768,6.2443659393,6.288524327,26485,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.21279194099826,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.090399141371755,-9.396957512291621,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,854539,678490.2655081147,False,False,False,False,72065.45804240677,False,False,False,False
2022-03-04 00:00:00+00:00,6.2731112772,6.3094860748,6.2191656028,6.2499917025,37322,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.218972149779306,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.806328342953165,-7.9044687242041505,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,891861,686857.7452921103,False,False,False,False,70702.96949172416,False,False,False,False
2022-03-07 00:00:00+00:00,6.2268721277,6.2962308519,6.1652199284,6.2962308519,32360,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.221708635052156,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.32209922851112,-7.9044687242041505,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,859501,693628.0690061452,False,False,False,False,69199.3236293036,False,False,False,False
2022-03-08 00:00:00+00:00,6.2345786526,6.2731112772,6.1729264534,6.1729264534,58850,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.225428175003366,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.27348493576504,-7.9044687242041505,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,918351,702440.7329666885,False,False,False,False,68793.46780070345,False,False,False,False
2022-03-09 00:00:00+00:00,6.2808178021,6.2808178021,6.2152352751,6.2576982274,27961,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.227924986003972,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.84905954808678,-6.25777815054564,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,946312,712004.3120660341,False,False,False,False,67192.19455361704,False,False,False,False
2022-03-10 00:00:00+00:00,6.2422851776,6.2731112772,6.1961230933,6.2422851776,19066,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,6.228981517290627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.40495535587337,-6.25777815054564,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,927246,720445.1625732484,False,False,False,False,65304.89280641637,False,False,False,False
2022-03-11 00:00:00+00:00,6.2808178021,6.3424700014,6.2422851776,6.3424700014,37417,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.232944233477575,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.46621216422547,-4.85617346820289,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,964663,730022.3326684152,False,False,False,False,64211.24995126279,False,False,False,False
2022-03-14 00:00:00+00:00,6.3039373768,6.3964156758,6.2556174656,6.3193504267,40530,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.237968780272144,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.95348347170288,-3.0145585384284317,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1005193,740813.3392304381,False,False,False,False,63282.573482585816,False,False,False,False
2022-03-15 00:00:00+00:00,6.3116439017,6.3116439017,6.2453677875,6.3116439017,31520,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.240536704675151,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.21115636610098,-1.4220630361313624,False,False,True,False,True,0.0,0,,,False,False,False,False,0.061723560824484595,0.061723560824484595,False,False,False,False,1036713,752417.2474959112,False,False,False,False,62036.98236562166,False,False,False,False
2022-03-16 00:00:00+00:00,6.2365052839,6.2752413415,6.1822748031,6.2287580723,40536,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,6.241240541116033,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.85833374512963,-1.4220630361313624,False,False,True,False,True,0.0,0,0.947213882381871,1.0166417813195485,False,False,False,False,-0.004107129539361622,0.028808215642561488,False,False,False,False,996177,761976.4534764637,False,False,False,False,61193.80658657768,False,False,False,False
2022-03-17 00:00:00+00:00,6.3294718223,6.4301855722,6.1991637243,6.2365052839,52578,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,6.2085495,,6.270629076468633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.47237283243131,-1.4220630361313624,True,False,True,False,True,0.3245204050526844,0,0.9515910516273436,0.9867400380487155,False,False,False,False,0.10989037905158557,0.06934929734707353,False,False,False,False,1048755,773222.6709871906,False,False,False,False,60855.931818476594,False,False,False,False
2022-03-18 00:00:00+00:00,6.2519997069,6.3217246107,6.2519997069,6.3217246107,34127,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,6.26582959328644,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77058924589208,-1.4220630361313624,True,False,True,False,True,0.0,0,1.005533531146956,0.9955749542323122,False,False,False,False,0.07281839992196484,0.07108384863451919,False,False,False,False,1014628,782689.5466347517,False,False,False,False,59807.738413830455,False,False,False,False
