date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_445,Gap_Up_aVWAP_444,Gap_Up_aVWAP_442,Gap_Up_aVWAP_433,Gap_Up_aVWAP_420,Gap_Up_aVWAP_412,Gap_Up_aVWAP_411,Gap_Up_aVWAP_407,Gap_Up_aVWAP_402,Gap_Up_aVWAP_398,Gap_Down_aVWAP_443,Gap_Down_aVWAP_440,Gap_Down_aVWAP_434,Gap_Down_aVWAP_432,Gap_Down_aVWAP_431,Gap_Down_aVWAP_426,Gap_Down_aVWAP_413,Gap_Down_aVWAP_404,Gap_Down_aVWAP_401,Gap_Down_aVWAP_400,aVWAP_OB_bear_292,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,0.201,0.2055,0.201,0.2055,6.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",-1.0,0.36305,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,6.0,False,False,False,False
2023-12-15 17:00:00+00:00,0.2055,0.2055,0.202,0.202,97.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-97.0,-1.503875968992248,False,False,False,False,7.410852713178294,False,False,False,False
2023-12-18 17:00:00+00:00,0.2144,0.2148,0.2094,0.2094,403.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.46723044397467,-85.200845665962,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,306.0,3.263625984015383,False,False,False,False,13.544017787392583,False,False,False,False
2023-12-19 17:00:00+00:00,0.2094,0.228,0.2094,0.228,100.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.67928172569066,-62.86327646802016,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,406.0,9.507600774960881,False,False,False,False,14.884420612394248,False,False,False,False
2023-12-20 17:00:00+00:00,0.216,0.24,0.2117,0.239,2464.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.49984945435973,-46.202731718085005,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2870.0,53.85632014279095,False,False,False,False,52.85520478894627,False,False,False,False
2023-12-21 17:00:00+00:00,0.222,0.222,0.213,0.2179,300.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.67649089469761,-45.36273759320527,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2570.0,92.86629967546085,False,False,False,False,56.68690704028043,False,False,False,False
2023-12-22 17:00:00+00:00,0.2179,0.239,0.2112,0.2233,1400.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.96926430657511,-41.193126664892596,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3970.0,152.97689968049247,False,False,False,False,77.51346662105128,False,False,False,False
2023-12-25 17:00:00+00:00,0.2233,0.2233,0.2233,0.2233,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.16444658116012,-36.48979096838888,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3970.0,212.15555239862434,False,False,False,False,76.31170744863188,False,False,False,False
2023-12-26 17:00:00+00:00,0.2233,0.2233,0.2233,0.2233,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.294568097550126,-31.621293911627944,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3970.0,270.41670662500223,False,False,False,False,75.12858020136626,False,False,False,False
2023-12-27 17:00:00+00:00,0.2233,0.2233,0.2233,0.2233,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.38131577514346,-26.834026175589422,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,3970.0,327.77458714244403,False,False,False,False,73.96379601219779,False,False,False,False
