date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_846,Gap_Up_aVWAP_822,Gap_Up_aVWAP_804,Gap_Up_aVWAP_798,Gap_Up_aVWAP_780,Gap_Up_aVWAP_756,Gap_Up_aVWAP_732,Gap_Up_aVWAP_708,Gap_Up_aVWAP_696,Gap_Up_aVWAP_660,Gap_Down_aVWAP_888,Gap_Down_aVWAP_870,Gap_Down_aVWAP_860,Gap_Down_aVWAP_858,Gap_Down_aVWAP_828,Gap_Down_aVWAP_786,Gap_Down_aVWAP_750,Gap_Down_aVWAP_744,Gap_Down_aVWAP_726,Gap_Down_aVWAP_684,aVWAP_OB_bull_628,aVWAP_OB_bull_334,aVWAP_OB_bear_667,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,266.805,268.0,262.64,266.66,13231.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,13231.0,False,False,False,False
2025-02-03 16:00:00+00:00,266.66,269.05,266.235,268.6,13741.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,13741.0,213.03875968992247,False,False,False,False,13238.906976744185,False,False,False,False
2025-02-03 17:00:00+00:00,268.6,269.96,268.15,268.845,4712.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,18453.0,495.82885643891586,False,False,False,False,13106.706868577608,False,False,False,False
2025-02-03 18:00:00+00:00,268.84,269.385,267.885,269.1,4664.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23117.0,846.5446881220334,False,False,False,False,12975.812188444623,False,False,False,False
2025-02-03 19:00:00+00:00,269.15,269.16,266.97,267.7,7659.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.33772368375665,36.803951315380985,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,15458.0,1073.0788790038623,False,False,False,False,12893.38099172455,False,False,False,False
2025-02-03 20:00:00+00:00,267.7,268.21,266.64,267.68,19053.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.43180782189889,28.768363618683594,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3595.0,1000.705563050314,False,False,False,False,12988.8789608451,False,False,False,False
2025-02-04 15:00:00+00:00,265.5,268.38,265.5,267.01,8229.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.94915573175084,20.397524531381606,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-11824.0,801.8729186619371,False,False,False,False,12915.082387808743,False,False,False,False
2025-02-04 16:00:00+00:00,267.06,268.93,266.88,268.825,8956.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23052088594154,20.397524531381606,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-2868.0,744.9756641090388,False,False,False,False,12853.701265517133,False,False,False,False
2025-02-04 17:00:00+00:00,268.825,269.41,268.33,269.165,2883.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.28272304320915,20.397524531381606,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,15.0,733.6582119523094,False,False,False,False,12699.116749772682,False,False,False,False
2025-02-04 18:00:00+00:00,269.2,269.32,268.32,268.38,7895.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.233133554377815,20.397524531381606,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-7880.0,600.1131233949093,False,False,False,False,12624.63431954365,False,False,False,False
