date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_834,Gap_Up_aVWAP_792,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_762,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_684,Gap_Up_aVWAP_672,Gap_Up_aVWAP_648,Gap_Down_aVWAP_876,Gap_Down_aVWAP_822,Gap_Down_aVWAP_786,Gap_Down_aVWAP_744,Gap_Down_aVWAP_726,Gap_Down_aVWAP_708,Gap_Down_aVWAP_630,Gap_Down_aVWAP_606,Gap_Down_aVWAP_582,Gap_Down_aVWAP_546,aVWAP_OB_bull_822,aVWAP_OB_bull_744,aVWAP_OB_bull_376,aVWAP_OB_bull_303,aVWAP_OB_bear_468,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,355.53,362.37,354.73,359.5,64713.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,64713.0,False,False,False,False
2025-02-10 16:00:00+00:00,359.5,362.65,359.23,361.92,66941.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,66941.0,1037.84496124031,False,False,False,False,64747.542635658916,False,False,False,False
2025-02-10 17:00:00+00:00,361.86,361.985,357.61,360.65,52519.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.62585254952889,6.690483923351103,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14422.0,1245.351240911003,False,False,False,False,64557.95282735412,False,False,False,False
2025-02-10 18:00:00+00:00,360.74,361.37,356.95,357.87,46486.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.36668713623598,6.690483923351103,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-32064.0,728.9271906643207,False,False,False,False,64277.76751220134,False,False,False,False
2025-02-10 19:00:00+00:00,357.84,358.855,353.71,354.765,88238.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.087474476806264,35.35495249793141,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-120302.0,-1147.5212929118702,False,False,False,False,64649.243984880384,False,False,False,False
2025-02-10 20:00:00+00:00,354.84,355.355,350.535,350.585,178117.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.75584918942057,22.54169948158497,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-298419.0,-5756.381427905484,False,False,False,False,66408.43400061867,False,False,False,False
2025-02-11 15:00:00+00:00,344.51,345.3,339.21,339.465,139035.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.597923202735668,11.519890335347128,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-437454.0,-12449.36776235656,False,False,False,False,67534.4272719269,False,False,False,False
2025-02-11 16:00:00+00:00,339.54,340.53,335.11,336.11,166077.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.845065313126394,3.312554327280438,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-603531.0,-21613.424076118474,False,False,False,False,69062.21909716834,False,False,False,False
2025-02-11 17:00:00+00:00,335.88,336.125,332.17,333.82,133572.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.492595097797315,-3.094234422894644,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-737103.0,-32706.285718349194,False,False,False,False,70062.3707390727,False,False,False,False
2025-02-11 18:00:00+00:00,333.78,334.15,329.14,333.32,169661.0,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.88478006460957,-8.272558634237377,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-906764.0,-46257.56811031277,False,False,False,False,71606.53553381577,False,False,False,False
