date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_858,Gap_Up_aVWAP_852,Gap_Up_aVWAP_846,Gap_Up_aVWAP_828,Gap_Up_aVWAP_822,Gap_Up_aVWAP_816,Gap_Up_aVWAP_804,Gap_Up_aVWAP_792,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Down_aVWAP_882,Gap_Down_aVWAP_870,Gap_Down_aVWAP_840,Gap_Down_aVWAP_774,Gap_Down_aVWAP_762,Gap_Down_aVWAP_750,Gap_Down_aVWAP_738,Gap_Down_aVWAP_696,Gap_Down_aVWAP_684,Gap_Down_aVWAP_660,aVWAP_OB_bull_774,aVWAP_OB_bull_281,aVWAP_OB_bear_737,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,6.29,6.405,6.27,6.385,14428.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",1.0,6.61,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,14428.0,False,False,False,False
2025-02-03 16:00:00+00:00,6.375,6.395,6.34,6.355,6017.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6017.0,-93.28682170542635,False,False,False,False,14297.596899224805,False,False,False,False
2025-02-03 17:00:00+00:00,6.355,6.375,6.345,6.355,6271.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6017.0,-185.12733609759027,False,False,False,False,14173.153536446125,False,False,False,False
2025-02-03 18:00:00+00:00,6.355,6.38,6.345,6.38,3631.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.11026615969582,-34.60076045627376,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2386.0,-219.2493929022788,False,False,False,False,14009.70929557099,False,False,False,False
2025-02-03 19:00:00+00:00,6.375,6.395,6.375,6.385,2564.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.196788716604487,-23.84950612463771,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,178.0,-213.09048758596438,False,False,False,False,13832.256438275315,False,False,False,False
2025-02-03 20:00:00+00:00,6.385,6.395,6.365,6.365,29114.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.94909685210051,-22.70514867321608,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28936.0,-658.4069141350192,False,False,False,False,14069.18269504624,False,False,False,False
2025-02-04 15:00:00+00:00,6.425,6.455,6.415,6.445,6194.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.857677664195094,-10.990344559125901,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-22742.0,-1000.7882022879646,False,False,False,False,13947.08683930909,False,False,False,False
2025-02-04 16:00:00+00:00,6.445,6.465,6.44,6.445,7134.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.130064872258146,-3.7352922696591335,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-22742.0,-1337.861253415283,False,False,False,False,13841.457585986467,False,False,False,False
2025-02-04 17:00:00+00:00,6.445,6.45,6.435,6.44,6438.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.20442828937653,-0.06484525647751838,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-29180.0,-1769.5223192538056,False,False,False,False,13726.675297831638,False,False,False,False
2025-02-04 18:00:00+00:00,6.435,6.45,6.435,6.435,5753.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.45383670364062,1.5118867596747876,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-34933.0,-2283.684763916537,False,False,False,False,13603.052424997039,False,False,False,False
