date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_438,Gap_Up_aVWAP_433,Gap_Up_aVWAP_431,Gap_Up_aVWAP_425,Gap_Up_aVWAP_424,Gap_Up_aVWAP_420,Gap_Up_aVWAP_415,Gap_Up_aVWAP_412,Gap_Up_aVWAP_402,Gap_Up_aVWAP_400,Gap_Down_aVWAP_439,Gap_Down_aVWAP_427,Gap_Down_aVWAP_426,Gap_Down_aVWAP_421,Gap_Down_aVWAP_417,Gap_Down_aVWAP_413,Gap_Down_aVWAP_409,Gap_Down_aVWAP_408,Gap_Down_aVWAP_390,Gap_Down_aVWAP_378,aVWAP_OB_bear_214,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,15.28,15.465,15.25,15.43,21898.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,21898.0,False,False,False,False
2023-12-20 17:00:00+00:00,15.415,15.735,15.29,15.305,14615.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-14615.0,-226.5891472868217,False,False,False,False,21785.08527131783,False,False,False,False
2023-12-21 17:00:00+00:00,15.46,15.765,15.4,15.76,4426.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.790971540726204,-90.18645731108931,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10189.0,-381.0451294994291,False,False,False,False,21515.952166336156,False,False,False,False
2023-12-22 17:00:00+00:00,15.765,15.95,15.74,15.805,5383.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.18865129701531,-70.9494483763565,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4806.0,-449.6490809800581,False,False,False,False,21265.828876935593,False,False,False,False
2023-12-25 17:00:00+00:00,15.805,15.805,15.805,15.805,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.453771134541384,-56.72814586144419,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-4806.0,-517.1894053059486,False,False,False,False,20936.12610364977,False,False,False,False
2023-12-26 17:00:00+00:00,15.995,16.04,15.905,15.935,4363.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.01680560355817,-44.302181245962466,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-443.0,-516.0391819678719,False,False,False,False,20679.178412120316,False,False,False,False
2023-12-27 17:00:00+00:00,16.18,16.55,16.155,16.465,27901.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.76761077933845,-32.14142182004183,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,27458.0,-82.33314813891258,False,False,False,False,20791.14463828899,False,False,False,False
2023-12-28 17:00:00+00:00,16.64,16.83,16.63,16.785,12506.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.182312604826,-21.869458153037996,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,39964.0,538.540234002776,False,False,False,False,20662.692783431798,False,False,False,False
2023-12-29 17:00:00+00:00,17.055,17.24,17.01,17.065,14410.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.79646296299737,-13.086004421798776,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,54374.0,1373.1985249484692,False,False,False,False,20565.751810045258,False,False,False,False
2024-01-01 17:00:00+00:00,17.065,17.065,17.065,17.065,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.105,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.87256320177829,-5.653861352740677,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,54374.0,2194.9163772748498,False,False,False,False,20246.90294477324,False,False,False,False
2024-01-02 17:00:00+00:00,16.875,16.98,16.745,16.885,11595.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,17.000219188617574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.38443269312222,-3.781880518704213,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,42779.0,2824.12697607679,False,False,False,False,20112.764914621715,False,False,False,False
2024-01-03 17:00:00+00:00,16.39,16.585,16.31,16.39,9768.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.844062840689908,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.34945405134225,-3.781880518704213,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33011.0,3292.1405113314136,False,False,False,False,19952.380962457035,False,False,False,False
2024-01-04 17:00:00+00:00,16.215,16.425,16.16,16.39,13320.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,16.70322978836087,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.6594682901556,-3.781880518704213,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,33011.0,3752.8980227836396,False,False,False,False,19849.553350635997,False,False,False,False
2024-01-05 17:00:00+00:00,16.49,16.53,16.34,16.375,5016.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.676510377201577,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.97876938247039,-3.781880518704213,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,27995.0,4128.744565066064,False,False,False,False,19619.575779308307,False,False,False,False
2024-01-08 17:00:00+00:00,17.05,17.21,15.12,15.87,42624.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.407791549936423,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.111608915428384,-3.781880518704213,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-14629.0,3837.926819871241,False,False,False,False,19976.23351916399,False,False,False,False
2024-01-09 17:00:00+00:00,15.78,15.78,15.455,15.755,14603.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.31014727192163,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.250328453411626,-3.781880518704213,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-29232.0,3325.214776152307,False,False,False,False,19892.92757313044,False,False,False,False
2024-01-10 17:00:00+00:00,15.12,15.5,15.1,15.355,21180.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.15162589171622,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.98919025643276,19.072291750505485,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-50412.0,2492.079663343744,False,False,False,False,19912.882184399736,False,False,False,False
2024-01-11 17:00:00+00:00,15.03,15.33,15.03,15.11,10665.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.077515219663688,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.895981582019445,11.514930114639455,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-61077.0,1506.512536780275,False,False,False,False,19769.504166036946,False,False,False,False
2024-01-12 17:00:00+00:00,15.29,15.41,15.2,15.22,9283.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.02875435075384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.40243250243514,7.34892010637904,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-51794.0,680.1480013263172,False,False,False,False,19606.92270609839,False,False,False,False
2024-01-15 17:00:00+00:00,15.22,15.22,15.22,15.22,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,16.02875435075384,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.740066449378936,3.864556160117999,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-51794.0,-133.4046808647886,False,False,False,False,19302.93940832942,False,False,False,False
2024-01-16 17:00:00+00:00,15.185,15.39,15.095,15.145,12242.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.967899307452875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.13005374288076,0.40448648418897193,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-64036.0,-1124.1425927893654,False,False,False,False,19193.467479518113,False,False,False,False
2024-01-17 17:00:00+00:00,14.955,14.955,14.62,14.705,8765.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.906867564799494,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.70784123769522,-4.6305185405660865,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-72801.0,-2235.4116998779027,False,False,False,False,19031.785813168994,False,False,False,False
2024-01-18 17:00:00+00:00,14.77,14.995,14.635,14.89,13895.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.82774902241246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.240554106397333,-5.783187206387794,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-58906.0,-3114.025471972819,False,False,False,False,18952.145723042344,False,False,False,False
2024-01-19 17:00:00+00:00,14.45,14.66,14.395,14.59,5878.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.788832391518838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.00421153434924,-8.61359005081492,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-64784.0,-4070.1491080662636,False,False,False,False,18749.445789351765,False,False,False,False
2024-01-22 17:00:00+00:00,14.36,14.46,14.15,14.35,17751.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.66525958750997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.134320507786192,-11.89197848563768,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-82535.0,-5286.658424220275,False,False,False,False,18733.96600967189,False,False,False,False
2024-01-23 17:00:00+00:00,14.24,14.44,14.24,14.43,3691.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.642990771017516,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.086698472421,-13.355224699015615,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-78844.0,-6427.082324619962,False,False,False,False,18500.74173045217,False,False,False,False
2024-01-24 17:00:00+00:00,14.27,14.415,14.21,14.285,4858.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,15.613347256130886,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.344004187155612,-15.39197210282515,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-83702.0,-7625.143063773141,False,False,False,False,18289.226354786242,False,False,False,False
