date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_172,aVWAP_valley_187,aVWAP_valley_176,aVWAP_valley_167,aVWAP_valley_157,aVWAP_valley_145,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_107,aVWAP_valley_102,aVWAP_valley_98,aVWAP_valley_92,aVWAP_valley_86,aVWAP_valley_78,aVWAP_valley_73,aVWAP_valley_62,aVWAP_valley_39,aVWAP_OB_bull_176,aVWAP_OB_bull_150,aVWAP_OB_bull_136,aVWAP_OB_bull_92,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.13,3.215,3.06,3.1,17321683,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17321683.0,False,False,False,False
2022-01-07 00:00:00+00:00,2.79,3.16,2.78,3.1,27767143,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27767143,-2056825.4074074072,False,False,False,False,18095420.77777778,False,False,False,False
2022-01-14 00:00:00+00:00,2.62,2.97,2.55,2.78,30461410,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58228553,-6217694.117969822,False,False,False,False,19011419.97942387,False,False,False,False
2022-01-21 00:00:00+00:00,2.58,2.8179,2.51,2.59,20864104,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-79092657,-11615839.516638724,False,False,False,False,19148655.83279988,False,False,False,False
2022-01-28 00:00:00+00:00,2.47,2.61,2.4,2.545,31047442,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.4933333333333336,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-110140099,-18913932.811702523,False,False,False,False,20030047.40074063,False,False,False,False
2022-02-04 00:00:00+00:00,2.53,2.63,2.4,2.48,31606514,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.513392821143914,,2.8873096585664655,-47.270590088386385,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-78533585,-23330203.344169006,False,False,False,False,20887563.445130214,False,False,False,False
2022-02-11 00:00:00+00:00,2.88,2.92,2.54,2.56,31692488,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.6243696540305326,,14.89210663237374,-36.04073025929884,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-46841097,-25071751.02237871,False,False,False,False,21687928.226972423,False,False,False,False
2022-02-18 00:00:00+00:00,3.17,3.28,2.77,2.9,44467907,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.7877175423553044,,27.493065981395326,-24.707621549670527,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2373190,-23390376.131832138,False,False,False,False,23375334.062011503,False,False,False,False
2022-02-25 00:00:00+00:00,3.07,3.25,2.955,3.15,32343193,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.8507417206998538,,35.03850442420402,-18.511136674815504,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34716383,-24229339.603548273,False,False,False,False,24039619.90926991,False,False,False,False
2022-03-04 00:00:00+00:00,3.33,3.38,2.89,3.11,43214160,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.926500325696907,,42.98161296176258,-11.979746318697032,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.33990345466779487,0.33990345466779487,False,False,False,False,8497777,-21805108.74402618,False,False,False,False,25459956.212286953,False,False,False,False
2022-03-11 00:00:00+00:00,3.39,3.5388,3.14,3.36,59889663,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.0258658342511753,,49.14093659677853,-7.160586188878895,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428281656501131,0.34136581015895395,False,False,False,False,68387440,-15124179.207431652,False,False,False,False,28010304.86322866,False,False,False,False
2022-03-18 00:00:00+00:00,3.29,3.46,3.01,3.35,41047618,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.0568680487187097,,52.14794582083829,-5.245624171901085,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.25266358332516137,0.29701469674205766,False,False,False,False,27339822,-11978697.63651079,False,False,False,False,28976031.76224876,False,False,False,False
2022-03-25 00:00:00+00:00,3.5,3.56,3.27,3.27,25396300,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.0870104314955853,,55.969518780446435,-2.353617595307078,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282817302445845,0.3199214348832581,False,False,False,False,52736122,-7185007.293065546,False,False,False,False,28710866.446526628,False,False,False,False
2022-04-01 00:00:00+00:00,3.64,3.66,3.222,3.43,27419939,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.1196629615424407,,59.62504592787542,0.5203476551228334,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428281752853175,0.3313748050842878,False,False,False,False,80156061,-715298.5306162462,False,False,False,False,28615242.19122836,False,False,False,False
2022-04-08 00:00:00+00:00,3.52,3.68,3.39,3.64,23792896,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.1455736461935206,,60.67504336750727,1.0568009428966647,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282818180191127,0.33710149344309953,False,False,False,False,56363165,3512735.804984957,False,False,False,False,28258031.36224848,False,False,False,False
2022-04-15 00:00:00+00:00,3.71,3.77,3.49,3.58,22352371,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.335027858868861,,62.67056693200415,2.700297109078363,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282817212011485,0.33996483278160716,False,False,False,False,78715536,9083313.597208293,False,False,False,False,27820575.039118964,False,False,False,False
2022-04-22 00:00:00+00:00,3.12,3.71,3.065,3.71,50301576,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.26154320055692,,58.620233956577955,2.700297109078363,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.06554819641530214,0.20275651459845465,False,False,False,False,28413960,10515213.33074842,False,False,False,False,29485834.369554598,False,False,False,False
2022-04-29 00:00:00+00:00,2.82,3.05,2.78,3.0,38990723,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.1841123328652348,,53.87483896232329,2.700297109078363,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.07003586990846965,False,False,False,False,-10576763,8952844.713655945,False,False,False,False,30189900.194032036,False,False,False,False
2022-05-06 00:00:00+00:00,2.11,2.91,1.96,2.79,73389723,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.8258789660844617,,47.44642254591204,8.563985490942308,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2064320621619318,False,False,False,False,-83966486,2069931.3274592087,False,False,False,False,33389887.06854818,False,False,False,False
2022-05-13 00:00:00+00:00,2.18,2.295,2.01,2.07,82641948,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.6921446728261107,,43.3653936770588,4.882238599888083,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2746301582886629,False,False,False,False,-1324538,1818489.155054823,False,False,False,False,37038187.878285356,False,False,False,False
2022-05-20 00:00:00+00:00,2.22,2.31,2.02,2.16,57988411,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.6363101827704365,,40.75012068200228,2.5357379090818952,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.33657496500803136,-0.3056025616483471,False,False,False,False,56663873,5881110.180606317,False,False,False,False,38590056.257671624,False,False,False,False
2022-05-27 00:00:00+00:00,2.26,2.34,2.195,2.28,34606120,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.6160901130862744,,39.19295716112512,1.0853602945212444,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.28619554310641054,-0.2958990523773788,False,False,False,False,91269993,12206212.611672515,False,False,False,False,38294949.86821447,False,False,False,False
2022-06-03 00:00:00+00:00,2.3,2.435,2.15,2.26,39084164,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.5984085733305644,,38.40257911055818,0.23414520415894202,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.27412819704787705,-0.2850136247126279,False,False,False,False,130354157,20957912.19599307,False,False,False,False,38353410.174272664,False,False,False,False
2022-06-10 00:00:00+00:00,2.32,2.36,2.09,2.35,49569308,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.5750194786251943,,38.005891497857824,-0.3722951335277003,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.3068999173182884,-0.29595677101545814,False,False,False,False,179923465,32733138.329623215,False,False,False,False,39184217.42062283,False,False,False,False
2022-06-17 00:00:00+00:00,1.99,2.25,1.89,2.23,55815070,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.5322098293160766,,36.237341747874105,-2.3863100830114092,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.319392512715426,False,False,False,False,124108395,39501675.86076224,False,False,False,False,40416132.42650262,False,False,False,False
