date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_176,aVWAP_peak_164,aVWAP_peak_159,aVWAP_peak_149,aVWAP_peak_142,aVWAP_peak_133,aVWAP_peak_113,aVWAP_peak_109,aVWAP_peak_103,aVWAP_peak_91,aVWAP_peak_83,aVWAP_peak_75,aVWAP_peak_70,aVWAP_peak_57,aVWAP_peak_33,aVWAP_peak_8,aVWAP_valley_187,aVWAP_valley_179,aVWAP_valley_171,aVWAP_OB_bear_133,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.31,3.44,3.21,3.44,4830040,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4830040.0,False,False,False,False
2022-01-07 00:00:00+00:00,3.2,3.48,3.02,3.33,10829580,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10829580,-802191.1111111111,False,False,False,False,5274450.37037037,False,False,False,False
2022-01-14 00:00:00+00:00,3.26,3.41,3.085,3.16,6662239,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.538641686182634,-76.34660421545658,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4167341,-1051461.4732510287,False,False,False,False,5377249.528120713,False,False,False,False
2022-01-21 00:00:00+00:00,3.08,3.27,2.97,3.2,6760272,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.349460298978164,-74.05848277833519,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10927613,-1783028.2530102115,False,False,False,False,5479695.637148809,False,False,False,False
2022-01-28 00:00:00+00:00,2.99,3.11,2.705,3.02,12226094,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.935,,12.557171581658723,-72.92782162096873,False,False,False,True,True,,1.0,3.11,2.705,16.0,0,,,False,False,False,False,,,False,False,False,False,-23153707,-3366041.4935279735,False,False,False,False,5979428.8492118595,False,False,False,False
2022-02-04 00:00:00+00:00,2.92,3.15,2.76,2.94,9597871,,,,,,,,,,,,,,,,,,,,,,,,#000000,,2.938664882084137,,12.115249863260718,-72.13282441674417,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32751578,-5542747.90141479,False,False,False,False,6247461.601122092,False,False,False,False
2022-02-11 00:00:00+00:00,3.36,3.44,2.88,2.88,12568390,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.0439126544256707,,24.90683727210839,-58.55863473355988,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20183188,-6627224.945754435,False,False,False,False,6715678.519557493,False,False,False,False
2022-02-18 00:00:00+00:00,3.75,3.75,3.1917,3.35,19272061,,,,,,,,,,,,,,,,,,,,,,,,#000000,,3.230651439454778,,38.092302049970144,-44.97217219435989,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-911127,-6203810.283105958,False,False,False,False,7645780.9255161965,False,False,False,False
2022-02-25 00:00:00+00:00,3.72,4.1,3.26,3.71,26305976,,,,,,,,,,,,,,,,,3.693333333333333,,,,,3.693333333333333,,#000000,,3.5380911680281617,,46.97506549037162,-35.75153855851313,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27217103,-7760350.484357368,False,False,False,False,9028017.597700182,False,False,False,False
2022-03-04 00:00:00+00:00,3.52,3.97,3.46,3.73,28308749,,,,,,,,,,,,,,,,,3.670872129753773,,,,,3.670872129753773,,#000000,,3.5617828534728853,,50.186555735381994,-31.945641629625143,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428281626931029,0.3428281626931029,False,False,False,False,-55525852,-11298535.781812377,False,False,False,False,10456219.923796464,False,False,False,False
2022-03-11 00:00:00+00:00,3.64,3.77,3.27,3.54,13201220,,,,,,,,,,,,,,,,,3.6492894860739113,,,,,3.6492894860739113,,#000000,,3.5568220036666247,,53.58456187151867,-27.776305752886408,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.17230429118686563,0.25756622693998427,False,False,False,False,-42324632,-13596765.131307757,False,False,False,False,10659553.262774503,False,False,False,False
2022-03-18 00:00:00+00:00,3.71,3.805,3.47,3.62,16639918,,,,,,,,,,,,,,,,,3.651728100313572,,,,,3.651728100313572,,#000000,,3.5699268135661812,,56.60372613102162,-23.84168914954525,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.2732606637125351,0.26541344532625966,False,False,False,False,-25684714,-14492168.751210885,False,False,False,False,11102543.243309725,False,False,False,False
2022-03-25 00:00:00+00:00,3.67,3.78,3.505,3.69,9899033,,,,,,,,,,,,,,,,,3.651721655139831,,,,,3.651721655139831,,#000000,,3.5753921312607697,,58.16693345236251,-21.1873669140802,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.27766537654402745,0.27153941093514355,False,False,False,False,-35583747,-16054507.88075082,False,False,False,False,11013394.336397894,False,False,False,False
2022-04-01 00:00:00+00:00,3.48,3.785,3.425,3.64,7895604,,,,,,,,,,,,,,,,,3.6448964641900687,,,,,3.6448964641900687,,#000000,,3.573606885541529,,56.77488274168029,-21.1873669140802,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.24487259616016638,0.258206003547655,False,False,False,False,-43479351,-18085977.741435945,False,False,False,False,10782446.904072125,False,False,False,False
2022-04-08 00:00:00+00:00,3.18,3.535,3.07,3.49,12752781,,,,,,,,,,,,,,,,,3.6023998881098587,,,,,3.6023998881098587,,#000000,,3.5432609310042165,,52.8404526474896,-21.1873669140802,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.02823122163985662,0.11498739095389919,False,False,False,False,-56232132,-20911618.797625873,False,False,False,False,10928397.57784456,False,False,False,False
2022-04-15 00:00:00+00:00,3.2,3.255,3.05,3.14,5544159,,,,,,,,,,,,,,,,,3.5824365110670673,,,,,3.5824365110670673,,#000000,,3.528254376569884,,50.25168104978026,-21.1873669140802,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.11392043173074737,False,False,False,False,-50687973,-23117274.664468404,False,False,False,False,10529565.090596814,False,False,False,False
2022-04-22 00:00:00+00:00,2.98,3.32,2.97,3.18,13926308,,,,,,,,,,,,,,,,,3.5314390292123528,,,,,3.5314390292123528,,#000000,,3.488540794209943,,46.674142851466996,-21.1873669140802,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.22837434307307064,False,False,False,False,-64614281,-26191126.985618893,False,False,False,False,10781175.676478531,False,False,False,False
2022-04-29 00:00:00+00:00,2.46,3.005,2.42,2.95,12464264,,,,,,,,,,,,,,,,,3.4548315696440297,,,,,3.4548315696440297,,#000000,,3.424845652012439,,41.32430876785342,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2856012987442323,False,False,False,False,-77078545,-29960565.357054528,False,False,False,False,10905848.88562827,False,False,False,False
2022-05-06 00:00:00+00:00,2.44,2.59,2.31,2.46,22452270,,,,,,,,,,,,,,,,,3.3212017631467976,,,,,3.3212017631467976,,#000000,,3.3103090756510536,,37.41859552949171,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3142147765798131,False,False,False,False,-99530815,-35113917.182457894,False,False,False,False,11761139.338544693,False,False,False,False
2022-05-13 00:00:00+00:00,1.88,2.39,1.69,2.39,31176754,,,,,,,,,,,,,,,,,3.113757542814762,,,,,3.113757542814762,,#000000,,3.126094809993551,,32.726615008048384,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.32852151549760356,False,False,False,False,-130707569,-42194928.42820175,False,False,False,False,13199333.017171012,False,False,False,False
2022-05-20 00:00:00+00:00,1.7,2.02,1.65,1.84,15703054,,,,,,,,,,,,,,,,,3.017641449379338,,,,,3.017641449379338,,#000000,,3.038815209060815,,28.91590114945148,-21.1873669140802,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3356748849564988,False,False,False,False,-146410623,-49914609.50759421,False,False,False,False,13384793.8307139,False,False,False,False
