date,Close,High,Low,Open,Volume,aVWAP_peak_897,aVWAP_peak_880,aVWAP_peak_865,aVWAP_peak_845,aVWAP_peak_804,aVWAP_peak_803,aVWAP_peak_785,aVWAP_peak_769,aVWAP_peak_765,aVWAP_valley_908,aVWAP_valley_906,aVWAP_valley_905,aVWAP_valley_892,aVWAP_valley_869,aVWAP_valley_855,aVWAP_valley_835,aVWAP_valley_819,aVWAP_valley_806,aVWAP_valley_796,aVWAP_valley_781,aVWAP_valley_753,aVWAP_valley_683,aVWAP_valley_649,aVWAP_valley_629,aVWAP_valley_623,aVWAP_valley_622,aVWAP_valley_610,aVWAP_valley_599,aVWAP_valley_584,aVWAP_valley_567,aVWAP_valley_548,aVWAP_OB_bull_567,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,2.563330979,2.5877902441,2.563330979,2.5828983911,28486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,28486.0,False,False,False,False
2022-01-04 00:00:00+00:00,2.563330979,2.5828983911,2.54865542,2.5801589534,31831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,28617.176470588238,False,False,False,False
2022-01-05 00:00:00+00:00,2.5241961549,2.5828983911,2.5241961549,2.5828983911,9568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9568,-375.2156862745098,False,False,False,False,27870.149942329877,False,False,False,False
2022-01-06 00:00:00+00:00,2.4948450368,2.5054114393,2.4850613308,2.5054114393,8919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18487,-1085.4817377931565,False,False,False,False,27126.967591650275,False,False,False,False
2022-01-07 00:00:00+00:00,2.4752776248,2.4762559954,2.4459265067,2.4654939187,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27687,-2128.6785323895033,False,False,False,False,26423.949254722815,False,False,False,False
2022-01-10 00:00:00+00:00,2.4360449636,2.4840829602,2.4214672416,2.4654939187,13619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-41306,-3665.0440801389345,False,False,False,False,25921.794381988588,False,False,False,False
2022-01-11 00:00:00+00:00,2.4557102127,2.4894639985,2.4361428007,2.4840829602,12828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.449659835972563,-45.00447848369182,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28478,-4638.101175035447,False,False,False,False,25408.312249361585,False,False,False,False
2022-01-12 00:00:00+00:00,2.4752776248,2.4948450368,2.4410346537,2.4557102127,14922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.31504321726745,-38.09730259728109,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13556,-4987.822697583078,False,False,False,False,24997.084318014073,False,False,False,False
2022-01-13 00:00:00+00:00,2.43017474,2.4771365289,2.43017474,2.4771365289,10543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,15.86803764423494,-36.38324774915965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24099,-5737.280631011192,False,False,False,False,24430.257482013523,False,False,False,False
2022-01-14 00:00:00+00:00,2.4459265067,2.4459265067,2.4165753886,2.4263590946,3655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.11100234581204,-33.01392466376278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-20444,-6314.0147239127145,False,False,False,False,23615.54150232672,False,False,False,False
