date,Open,High,Low,Close,Volume,aVWAP_peak_876,aVWAP_valley_860,aVWAP_valley_815,aVWAP_valley_755,aVWAP_valley_736,aVWAP_valley_699,aVWAP_valley_673,aVWAP_valley_647,aVWAP_valley_631,aVWAP_valley_617,aVWAP_valley_599,aVWAP_valley_580,aVWAP_valley_504,aVWAP_valley_474,aVWAP_valley_396,aVWAP_valley_355,aVWAP_valley_354,aVWAP_valley_335,aVWAP_valley_316,aVWAP_valley_283,aVWAP_valley_282,aVWAP_OB_bull_617,aVWAP_OB_bull_580,aVWAP_OB_bull_474,aVWAP_OB_bull_335,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,138.0,139.87,137.48,139.02,916.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,916.0,False,False,False,False
2025-02-03 16:00:00+00:00,139.225,139.87,138.91,139.235,733.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,733.0,11.364341085271318,False,False,False,False,913.1627906976744,False,False,False,False
2025-02-03 17:00:00+00:00,139.25,139.825,139.03,139.03,319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.74894810659148,-10.378681626929804,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,414.0,17.60675440177874,False,False,False,False,903.9509644853073,False,False,False,False
2025-02-03 18:00:00+00:00,139.03,139.615,139.03,139.45,575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.63233359541827,-10.378681626929804,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,989.0,32.66711479865039,False,False,False,False,898.8509495320467,False,False,False,False
2025-02-03 19:00:00+00:00,139.45,140.11,139.45,139.68,136.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.19591861994263,-7.841454445532598,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1125.0,49.60250836766356,False,False,False,False,887.0238030276738,False,False,False,False
2025-02-03 20:00:00+00:00,139.68,139.75,139.21,139.3,1316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.84195546961273,-7.841454445532598,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-191.0,45.87223692010288,False,False,False,False,893.6745967791827,False,False,False,False
2025-02-04 15:00:00+00:00,141.405,142.59,140.985,142.16,839.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.9359008465154,-6.248957621755196,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,648.0,55.207551076380355,False,False,False,False,892.8269286120636,False,False,False,False
2025-02-04 16:00:00+00:00,142.195,143.0,142.04,142.285,1730.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,81.46890095073172,-0.11641953192906129,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2378.0,91.21983710620393,False,False,False,False,905.8063560754425,False,False,False,False
2025-02-04 17:00:00+00:00,142.285,142.89,142.0,142.89,2100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,84.4303288731191,5.475982728316282,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4478.0,159.23193265494496,False,False,False,False,924.3209862138077,False,False,False,False
2025-02-04 18:00:00+00:00,142.89,143.205,142.65,142.94,441.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.45133994535797,10.136890115352479,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4919.0,233.0267864122326,False,False,False,False,916.8276375903379,False,False,False,False
2025-02-04 19:00:00+00:00,142.94,143.145,142.69,142.845,888.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,86.88999924425907,13.27379511903397,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4031.0,291.9100920492523,False,False,False,False,916.3806974726582,False,False,False,False
2025-02-04 20:00:00+00:00,142.915,143.605,142.865,143.465,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.9209535381097,16.873179399567988,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8531.0,419.64792007949643,False,False,False,False,971.9406866591287,False,False,False,False
2025-02-05 15:00:00+00:00,143.91,144.895,143.83,144.225,2349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,89.27556525869679,20.578036105115416,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10880.0,581.823921318574,False,False,False,False,993.2904434551111,False,False,False,False
2025-02-05 16:00:00+00:00,144.225,144.52,143.65,144.455,2140.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,90.34884658322198,23.79604725370595,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13020.0,774.6638605229372,False,False,False,False,1011.0688861922412,False,False,False,False
2025-02-05 17:00:00+00:00,144.455,144.73,144.41,144.55,696.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,91.136290445613,26.539485790440338,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13716.0,975.3047309024265,False,False,False,False,1006.1840972590281,False,False,False,False
2025-02-05 18:00:00+00:00,144.55,144.765,144.11,144.155,1635.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,87.99773492445786,26.539485790440338,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12081.0,1147.4860529039393,False,False,False,False,1015.933181022454,False,False,False,False
2025-02-05 19:00:00+00:00,143.99,144.13,143.6,143.91,2338.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,83.82421458064513,26.539485790440338,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9743.0,1280.7498350294595,False,False,False,False,1036.430341006602,False,False,False,False
2025-02-05 20:00:00+00:00,143.91,145.91,143.865,145.87,6394.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,145.215,,84.372413262017,26.539485790440338,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16137.0,1511.0792949514832,False,False,False,False,1119.4934364948717,False,False,False,False
