date,Close,High,Low,Open,Volume,aVWAP_peak_169,aVWAP_peak_162,aVWAP_peak_153,aVWAP_peak_146,aVWAP_peak_116,aVWAP_peak_109,aVWAP_peak_104,aVWAP_peak_82,aVWAP_peak_75,aVWAP_peak_70,aVWAP_peak_58,aVWAP_peak_45,aVWAP_peak_31,aVWAP_peak_22,aVWAP_peak_13,aVWAP_peak_5,aVWAP_valley_182,aVWAP_valley_171,aVWAP_OB_bull_171,aVWAP_OB_bear_109,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,42.8314912128,43.5892513775,42.6420511717,42.8495331215,1556732,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1556732.0,False,False,False,False
2022-01-07 00:00:00+00:00,41.6317042854,42.9126798019,40.5762526275,42.8314912128,2431537,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2431537,-180113.85185185185,False,False,False,False,1621532.3703703703,False,False,False,False
2022-01-14 00:00:00+00:00,42.7954073955,43.2915598842,40.8919860294,41.1265308423,3054789,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.560367207594993,-86.40091801898748,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,623252,-120605.27023319618,False,False,False,False,1727699.5281207133,False,False,False,False
2022-01-21 00:00:00+00:00,41.7940814636,43.3096017929,41.7309347832,42.7863864411,2485926,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,20.306447898066033,-80.17280603461123,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1862674,-249647.39836407054,False,False,False,False,1783864.4519636235,False,False,False,False
2022-01-28 00:00:00+00:00,42.2902339523,42.2902339523,40.1071630017,41.2347822944,4576732,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,27.118701312962948,-72.57530417624722,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2714058,-30113.6651519172,False,False,False,False,1990743.5295959476,False,False,False,False
2022-02-04 00:00:00+00:00,40.0981420474,43.7155447383,39.7463248281,42.308275861,4913136,,,,,,,,,,,,,,,,41.18667053793333,,,,,41.18667053793333,,#000000,,41.18667053793333,,26.848783110009805,-71.48230885562597,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2199078,-190777.68995547888,False,False,False,False,2207217.0459221737,False,False,False,False
2022-02-11 00:00:00+00:00,39.8996810519,41.6948509658,39.1238789785,40.034995367,4122216,,,,,,,,,,,,,,,,40.75452756842569,,,,,40.75452756842569,,#000000,,40.75452756842569,,26.37185736234784,-70.18666250166349,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6321294,-644890.009218036,False,False,False,False,2349068.820298309,False,False,False,False
2022-02-18 00:00:00+00:00,38.5645798094,40.3687706776,38.5375169463,39.9357648692,2289599,,,,,,,,,,,,,,,,40.431541738464816,,,,,40.431541738464816,,#000000,,40.431541738464816,,24.484608868587422,-70.09251750924504,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8610893,-1234964.3048315146,False,False,False,False,2344663.64842436,False,False,False,False
2022-02-25 00:00:00+00:00,39.3584237914,39.4418676191,36.9498289822,38.4924121746,2930098,,,,,,,,,,,,,,,,40.05165429198959,,,,,40.05165429198959,,#000000,,40.05165429198959,,25.89793518494063,-66.54296048830807,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5680795,-1564285.0970662173,False,False,False,False,2388029.1559484815,False,False,False,False
2022-03-04 00:00:00+00:00,38.3900717765,39.5117800152,38.1271260794,38.925417983,2852503,,,,,,,,,,,,,,,,39.82233286707458,,,,,39.82233286707458,,#000000,,39.82233286707458,,25.763676792647914,-64.38587050833783,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.25151510718966474,-0.25151510718966474,False,False,False,False,-8533298,-2080508.2750613124,False,False,False,False,2422434.6258782237,False,False,False,False
2022-03-11 00:00:00+00:00,37.9367171263,39.3149152628,37.2929535231,38.3810046835,2683732,,,,,,,,,,,,,,,,39.59983700390001,,,,,39.59983700390001,,#000000,,39.59983700390001,,25.203744664636787,-62.594773650507854,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.3244263234966433,-0.287970715343154,False,False,False,False,-11217030,-2757287.662093808,False,False,False,False,2441789.9869242813,False,False,False,False
