date,Close,High,Low,Open,Volume,aVWAP_peak_174,aVWAP_peak_166,aVWAP_valley_181,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_151,aVWAP_valley_133,aVWAP_valley_132,aVWAP_valley_115,aVWAP_valley_110,aVWAP_valley_93,aVWAP_OB_bull_133,aVWAP_OB_bull_115,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,49.8338648372,49.9808445689,48.4259537226,48.7624599505,5690001,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5690001.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.5202638646,51.7755444513,49.1685881567,49.8338648372,12614419,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12614419,934401.4074074073,False,False,False,False,6202920.851851852,False,False,False,False
2022-01-14 00:00:00+00:00,52.2396909726,52.4562926826,50.940080713,51.6208289442,11537037,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24151456,2654183.2290809327,False,False,False,False,6598040.566529492,False,False,False,False
2022-01-21 00:00:00+00:00,51.52799964,52.1662011067,51.0870604447,52.0462965887,10059389,,,,,,,,,,,,,,,,#000000,,,,92.87074698772571,43.260628011834456,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14092067,3501433.8787786416,False,False,False,False,6854436.746786566,False,False,False,False
2022-01-28 00:00:00+00:00,50.483669967,52.2241420642,49.8029217358,51.6440362703,13658581,,,,,,,,,,,,,,,,#000000,,,,81.7367612564447,33.02794289331443,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,433486,3274178.480350594,False,False,False,False,7358447.432209784,False,False,False,False
2022-02-04 00:00:00+00:00,47.6369046364,49.6404704533,47.6214330857,49.6404704533,17983387,,,,,,,,,,,,,,,,#000000,,,,66.83160347165094,19.60779449344564,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17549901,1731654.0743986983,False,False,False,False,8145479.992786837,False,False,False,False
2022-02-11 00:00:00+00:00,49.392925642,50.2051820542,47.2887947454,47.8302990202,17740424,,,,,,,,,,,,,,,,#000000,,48.96230081386667,,60.80928713578483,15.008405907814833,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,190523,1617496.2170358319,False,False,False,False,8856216.585913736,False,False,False,False
2022-02-18 00:00:00+00:00,51.1102677708,51.1257393215,48.9403827837,49.6172631273,16609358,,,,,,,,,,,,,,,,#000000,,49.65367475460425,,59.5153596659714,14.809057924467766,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16799881,2742117.3120702147,False,False,False,False,9430523.357327534,False,False,False,False
2022-02-25 00:00:00+00:00,50.8085725319,51.7291297992,48.7508562875,51.0870604447,13965644,,,,,,,,,,,,,,,,#000000,,49.877933815583575,,58.0244699742763,14.155024646824032,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2834237,2748940.992657606,False,False,False,False,9766458.219747717,False,False,False,False
2022-03-04 00:00:00+00:00,50.6996231978,50.8869659163,48.8340019593,50.1454009889,14800049,,,,,,,,,,,,,,,,#000000,,49.93943233622954,,56.75087074823929,13.496003653710446,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06552594898957916,-0.06552594898957916,False,False,False,False,-11965812,1658959.2894977834,False,False,False,False,10139316.7960627,False,False,False,False
2022-03-11 00:00:00+00:00,46.7185904294,51.9641865478,46.6951725896,50.3717734404,17206562,,,,,,,,,,,,,,,,#000000,,49.04083945260071,,50.561602668271355,8.010354929799767,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.18162046652666008,-0.12357320775811961,False,False,False,False,-29172374,-624843.176390941,False,False,False,False,10662816.440798797,False,False,False,False
2022-03-18 00:00:00+00:00,47.4289315704,48.1783024445,46.4766060847,46.9137390945,16597771,,,,,,,,,,,,,,,,#000000,,48.172203943518504,,47.28811415264235,5.3382071327641825,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.23320073108675676,False,False,False,False,-12574603,-1510010.5707323528,False,False,False,False,11102442.70444333,False,False,False,False
2022-03-25 00:00:00+00:00,49.036956571,49.0525684642,47.2572007451,47.694333755,11631226,,,,,,,,,,,,,,,,#000000,,48.33861776254119,,47.22005995813183,5.3382071327641825,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2058331736309081,-0.21951695235883245,False,False,False,False,-943377,-1468037.7136410673,False,False,False,False,11141611.837447528,False,False,False,False
2022-04-01 00:00:00+00:00,51.2148156737,51.2616513534,48.6193384277,49.0994041439,9883759,,,,,,,,,,,,,,,,#000000,,48.73089254326695,,49.579860467368476,5.3382071327641825,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.13875409950626896,-0.040381426426281744,False,False,False,False,8940382,-697043.660778766,False,False,False,False,11048437.553192155,False,False,False,False
