date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_177,aVWAP_peak_173,aVWAP_peak_168,aVWAP_peak_163,aVWAP_peak_156,aVWAP_peak_150,aVWAP_peak_138,aVWAP_peak_128,aVWAP_peak_127,aVWAP_peak_119,aVWAP_peak_118,aVWAP_peak_105,aVWAP_peak_91,aVWAP_peak_87,aVWAP_peak_73,aVWAP_peak_65,aVWAP_peak_37,aVWAP_peak_29,aVWAP_peak_23,aVWAP_peak_5,aVWAP_valley_182,aVWAP_valley_171,aVWAP_OB_bear_184,aVWAP_OB_bear_156,aVWAP_OB_bear_91,aVWAP_OB_bear_37,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,5.68,6.57,5.08,5.08,209584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,209584.0,False,False,False,False
2022-01-07 00:00:00+00:00,5.58,6.46,5.475,5.8,134016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-134016,-9927.111111111111,False,False,False,False,203986.3703703704,False,False,False,False
2022-01-14 00:00:00+00:00,6.15,6.68,5.5,5.8,257017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,24.55132806891602,-111.37832017229006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,123001,-80.58436213991808,False,False,False,False,207914.56515775036,False,False,False,False
2022-01-21 00:00:00+00:00,5.37,6.49,5.32,6.096,531358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,28.400703567105566,-106.3968066428889,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-408357,-30323.281816796218,False,False,False,False,231873.33810902812,False,False,False,False
2022-01-28 00:00:00+00:00,6.4,6.58,5.0,5.13,174033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.95842615462034,-94.22470523220129,False,False,False,True,True,,1.0,6.58,5.0,6.0,0,,,False,False,False,False,,,False,False,False,False,-234324,-45434.44612666316,False,False,False,False,227588.86861947048,False,False,False,False
2022-02-04 00:00:00+00:00,7.1,7.3,5.9,6.5207,547306,,,,,,,,,,,,,,,,,,,,,6.766666666666666,,,,,,,6.766666666666666,,#000000,,6.766666666666666,,48.90562109823645,-82.2857522976534,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,312982,-18885.079746910338,False,False,False,False,251271.61909210228,False,False,False,False
2022-02-11 00:00:00+00:00,6.41,7.29,5.8,7.0,956524,,,,,,,,,,,,,,,,,,,,,6.597051040786968,,,,,,,6.597051040786968,,#000000,,6.597051040786968,,51.70540818810436,-76.84552364314472,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-643542,-65155.96272862068,False,False,False,False,303512.536196391,False,False,False,False
2022-02-18 00:00:00+00:00,5.0,6.35,4.75,6.28,399704,,,,,,,,,,,,,,,,,,,,,6.33869497471545,,,,,,,6.33869497471545,,#000000,,6.33869497471545,,48.522219090985196,-76.84552364314472,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1043246,-137607.0766005747,False,False,False,False,310637.82981147314,False,False,False,False
2022-02-25 00:00:00+00:00,4.4,5.56,4.18,5.05,846793,,,,,,,,,,,,,,,,,,,,,5.8382654401943235,,,,,,,5.8382654401943235,,#000000,,5.8382654401943235,,44.81729405178337,-76.84552364314472,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1890039,-267416.84870423586,False,False,False,False,350353.0276032159,False,False,False,False
2022-03-04 00:00:00+00:00,3.97,4.43,3.91,4.42,264646,,,,,,,,,,,,,,,,,,,,,5.685977893223808,,,,,,,5.685977893223808,,#000000,,5.685977893223808,,41.29108703768637,-76.84552364314472,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-2154685,-407214.4895409591,False,False,False,False,344004.3588918666,False,False,False,False
2022-03-11 00:00:00+00:00,4.43,4.46,3.87,4.155,377457,,,,,,,,,,,,,,,,,,,,,5.52657542430254,,,,,,,5.52657542430254,,#000000,,5.52657542430254,,40.51460890795109,-74.44762930996558,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-1777228,-508696.9717971843,False,False,False,False,346482.3323072838,False,False,False,False
2022-03-18 00:00:00+00:00,4.81,4.92,3.9,4.22,930850,,,,,,,,,,,,,,,,,,,,,5.314872527340352,,,,,,,5.314872527340352,,#000000,,5.314872527340352,,41.25894684662512,-69.89746033153395,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2699662512177778,-0.30639725281658586,False,False,False,False,-846378,-533710.3812936891,False,False,False,False,389768.826210448,False,False,False,False
2022-03-25 00:00:00+00:00,4.21,4.7609,3.61,4.55,2706625,,,,,,,,,,,,,,,,,,,,,4.883177641921667,,,,,,,4.883177641921667,,#000000,,4.5384054876275,,40.419687815416864,-66.91320808903825,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.33662060993837445,-0.32150893137748016,False,False,False,False,-3553003,-757361.6863830455,False,False,False,False,561387.8020467111,False,False,False,False
2022-04-01 00:00:00+00:00,4.73,4.79,3.95,4.22,3126291,,,,,,,,,,,,,,,,,,,,,4.762149284125015,,,,,,,4.762149284125015,,#000000,,4.557313714495004,,41.47059027238597,-62.096574542747945,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2816541268803237,-0.3015815291289019,False,False,False,False,-426712,-732869.1170213384,False,False,False,False,751380.6315247325,False,False,False,False
2022-04-08 00:00:00+00:00,4.38,4.91,4.19,4.73,5288865,,,,,,,,,,,,,,,,,,,,,4.670098415981221,,,,,,,4.670098415981221,,#000000,,4.544779502573526,,41.424138518037,-58.425441811914865,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2295979643812715,-0.26558974675508673,False,False,False,False,-5715577,-1101958.5898345727,False,False,False,False,1087490.5847451226,False,False,False,False
2022-04-15 00:00:00+00:00,4.35,4.78,3.96,4.3,8787369,,,,,,,,,,,,,,,,,,,,,4.558856663604655,,,,,,,4.558856663604655,,#000000,,4.476772087834939,,41.32278321615499,-54.90716466774554,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.28026601203429724,-0.272927879394692,False,False,False,False,-14502946,-2094624.3239209005,False,False,False,False,1657851.9488380766,False,False,False,False
2022-04-22 00:00:00+00:00,3.92,4.49,3.83,4.32,6628194,,,,,,,,,,,,,,,,,,,,,4.456008617999213,,,,,,,4.456008617999213,,#000000,,4.386048542831624,,40.29427085920876,-52.49829976701827,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.30787806690504294,False,False,False,False,-21131140,-3504736.596223056,False,False,False,False,2026025.4341093302,False,False,False,False
2022-04-29 00:00:00+00:00,2.89,4.04,2.83,3.92,3288164,,,,,,,,,,,,,,,,,,,,,4.34020381770211,,,,,,,4.34020381770211,,#000000,,4.269563516470614,,37.69555254792418,-51.93875960701015,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.32535316066021847,False,False,False,False,-24419304,-5053963.811317644,False,False,False,False,2119517.1797308614,False,False,False,False
2022-05-06 00:00:00+00:00,2.98,3.09,2.81,2.86,1124749,,,,,,,,,,,,,,,,,,,,,4.296193973615405,,,,,,,4.296193973615405,,#000000,,4.225047026148248,,36.15254157512628,-50.528826222878614,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33409070753780623,False,False,False,False,-23294555,-6405118.714183004,False,False,False,False,2045830.6478989457,False,False,False,False
2022-05-13 00:00:00+00:00,2.66,2.94,2.35,2.94,1346360,,,,,,,,,,,,,,,,,,,,,4.2356703266396405,,,,,,,4.2356703266396405,,#000000,,4.16343840695831,,34.522356864930615,-49.41416726429517,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33845948097660006,False,False,False,False,-24640915,-7755918.439058336,False,False,False,False,1994018.0073138387,False,False,False,False
2022-05-20 00:00:00+00:00,2.37,3.05,2.26,2.615,5011488,,,,,,,,,,,,,,,,,,,,,4.0339570823190245,,,,,,,4.0339570823190245,,#000000,,3.9597405531606578,,32.90001304643541,-48.49345388693618,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.33894525060628433,-0.3387023657914422,False,False,False,False,-29652403,-9377880.258387348,False,False,False,False,2217534.303068369,False,False,False,False
2022-05-27 00:00:00+00:00,2.19,2.44,1.75,2.31,3348797,,,,,,,,,,,,,,,,,,,,,3.891958358924233,,,,,,,3.891958358924233,,#000000,,3.2530922716888266,,31.46245264143127,-47.57207979017919,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34076531010341804,False,False,False,False,-33001200,-11127755.794803098,False,False,False,False,2301331.5398781197,False,False,False,False
2022-06-03 00:00:00+00:00,2.25,2.55,2.0657,2.17,3193547,,,,,,,,,,,,,,,,,,,,,3.7856658456617853,,,,,,,3.7856658456617853,,#000000,,3.208753561846603,,30.68160314903791,-46.13590819203303,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2798622652002089,-0.3103137876518135,False,False,False,False,-29807653,-12511451.884076944,False,False,False,False,2367421.5739612216,False,False,False,False
2022-06-10 00:00:00+00:00,3.84,3.86,2.27,2.2954,3710472,,,,,,,,,,,,,,,,,,,,3.3233333333333333,3.7526023733788763,,,,,,,3.537967853356105,,#000000,,3.3241735848316303,,35.27792073862053,-39.674521333482154,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06933698182245121,-0.18982538473713234,False,False,False,False,-26097181,-13517802.188960133,False,False,False,False,2466906.790704835,False,False,False,False
2022-06-17 00:00:00+00:00,2.77,3.788,2.64,3.71,1032812,,,,,,,,,,,,,,,,,,,,3.267301066518471,3.7392015570770534,,,,,,,3.5032513117977624,,#000000,,3.3143506029108645,,36.49873697812848,-36.702642915641874,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.005367098770453173,-0.09759624175379275,False,False,False,False,-27129993,-14526112.61940753,False,False,False,False,2360677.546948922,False,False,False,False
2022-06-24 00:00:00+00:00,3.0,3.18,2.64,2.9,1018462,,,,,,,,,,,,,,,,,,,,3.209446433771985,3.7241102574041793,,,,,,,3.4667783455880823,,#000000,,3.2986941489529653,,37.963563471825054,-33.614745579693476,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06962805380161961,-0.08361214777770618,False,False,False,False,-26111531,-15384291.758710677,False,False,False,False,2261254.173100854,False,False,False,False
2022-07-01 00:00:00+00:00,3.35,3.42,2.66,2.81,3484434,,,,,,,,,,,,,,,,,,,,3.1845316327391417,3.688866752217714,,,,,,,3.436699192478428,,#000000,,3.3021997922064745,,39.893772694761175,-30.210269981107647,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8960577426375382,1.1152688188970181,False,False,False,False,0.13628527734823323,0.026336564785263528,False,False,False,False,-22627097,-15920795.850658035,False,False,False,False,2351860.0862044943,False,False,False,False
2022-07-08 00:00:00+00:00,4.37,4.37,3.12,3.27,795182,,,,,,,,,,,,,,,,,,,,3.2454135403809428,3.692479201520673,,,,,,,3.4689463709508077,,#000000,,3.333865380640418,,43.51506930870117,-25.344152165075233,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8996623082226196,1.0727926369949716,False,False,False,False,0.342828209527057,0.18458238715616027,False,False,False,False,-21831915,-16358656.528387068,False,False,False,False,2236550.598337495,False,False,False,False
2022-07-15 00:00:00+00:00,5.34,5.35,4.2,4.23,1128132,,,,,,,,,,,,,,,,,,,,3.418925455232499,3.7166385097104233,,,,,,,3.567781982471461,,#000000,,3.424351271333635,,47.81447125510527,-20.03213219423535,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9406846745670577,1.0432415780504831,False,False,False,False,0.34282822677891706,0.2637053069675387,False,False,False,False,-20703783,-16680517.748506544,False,False,False,False,2154445.5169791616,False,False,False,True
