date,Close,High,Low,Open,Volume,aVWAP_peak_160,aVWAP_peak_146,aVWAP_peak_132,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_161,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_96,aVWAP_valley_85,aVWAP_valley_69,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_OB_bull_96,aVWAP_OB_bull_41,aVWAP_OB_bear_160,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,50.5319047056,51.4864547554,49.6530603494,49.6530603494,525750,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,525750.0,False,False,False,False
2022-01-07 00:00:00+00:00,47.072483663,51.7431958033,47.0033610732,50.8873923103,1194432,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1194432,-88476.44444444444,False,False,False,False,575282.0,False,False,False,False
2022-01-14 00:00:00+00:00,48.0731154394,49.2091287452,45.3740428847,46.4042986281,774405,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.759661424201758,-66.8991535605044,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-420027,-113035.74485596707,False,False,False,False,590031.8518518519,False,False,False,False
2022-01-21 00:00:00+00:00,41.9804528801,47.4246797159,41.9047471865,47.3292247109,1302504,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.486016847228445,-65.84285171553844,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1722531,-232257.6156073769,False,False,False,False,642807.5665294925,False,False,False,False
2022-01-28 00:00:00+00:00,40.5947095319,43.5180026017,38.5309064932,41.0588183492,1929882,,,,,,,,,,,,,,,,,,,,,#000000,,40.88120620893333,,7.662457257074843,-65.05893159001504,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3652413,-485602.4588957194,False,False,False,False,738146.4134532338,False,False,False,False
2022-02-04 00:00:00+00:00,42.6519294668,44.6959831942,40.7527040229,40.7527040229,1202397,,,,,,,,,,,,,,,,,,,,,#000000,,41.5794707518708,,12.25374276099344,-59.898608654041006,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2450016,-631114.573051592,False,False,False,False,772535.3457900314,False,False,False,False
2022-02-11 00:00:00+00:00,41.8125837334,45.4793725454,41.4949489754,42.8757549958,553629,,,,,,,,,,,,,,,,,,,,,#000000,,41.78216735836189,,15.064028342610793,-56.46021079039099,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3003645,-806857.567640363,False,False,False,False,756320.0609166956,False,False,False,False
2022-02-18 00:00:00+00:00,42.266817895,44.6992747461,41.3945566426,41.8619570118,509637,,,,,,,,,,,,,,,,,,,,,#000000,,41.90421117237227,,17.930072489167767,-52.93368873071445,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2494008,-931831.6737410768,False,False,False,False,738047.2415895329,False,False,False,False
2022-02-25 00:00:00+00:00,43.1621200107,43.1687031145,38.886394098,41.6940878651,627492,,,,,,,,,,,,,,,,,,,,,#000000,,41.88272610939208,,21.589362249843397,-48.64284170753294,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1866516,-1001067.5497602564,False,False,False,False,729857.9644347527,False,False,False,False
2022-03-04 00:00:00+00:00,40.1931402006,43.3803828169,39.8179032845,42.5268504948,584754,,,,,,,,,,,,,,,,,,,,,#000000,,41.80138391413375,,22.348925346420565,-47.12515300185976,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.298854271665971,-0.298854271665971,False,False,False,False,-2451270,-1108489.953481719,False,False,False,False,719109.522624771,False,False,False,False
2022-03-11 00:00:00+00:00,39.3505029153,41.1773142175,37.9186778406,40.2655543423,1472841,,,,,,,,,,,,,,,,,,,,,#000000,,41.30494104118678,,22.473509650564054,-46.12265950819311,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3208412630406825,False,False,False,False,-3924111,-1317054.475446036,False,False,False,False,774941.483911825,False,False,False,False
2022-03-18 00:00:00+00:00,43.7513078001,43.8006810785,37.8857623216,39.1661760091,1132983,,,,,,,,,,,,,,,,,,,,,#000000,,41.59464822285897,,28.130471899082153,-39.812348016306586,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2232416891591348,-0.27204147609990864,False,False,False,False,-2791128,-1426245.106894478,False,False,False,False,801463.0776961342,False,False,False,False
2022-03-25 00:00:00+00:00,44.2828193902,44.5266203451,42.6948185758,43.7161469004,603300,,,,,,,,,,,,,,,,,,,,,#000000,,42.032014058455474,,32.69278854783918,-34.718955983646566,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.19653850447171356,-0.03775148581409754,False,False,False,False,-2187828,-1482658.654531924,False,False,False,False,786784.3312001242,False,False,False,False
2022-04-01 00:00:00+00:00,41.8316314111,45.714161618,41.4198054738,44.0126615753,615435,,,,,,,,,,,,,,,,,,,,,#000000,,42.424132717099546,,34.24874427217381,-32.569428488881286,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.33487568681806423,0.14856210050198335,False,False,False,False,-2803263,-1580481.1986406704,False,False,False,False,774091.7881482631,False,False,False,False
