date,Close,High,Low,Open,Volume,aVWAP_peak_188,aVWAP_valley_184,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_157,aVWAP_valley_150,aVWAP_valley_136,aVWAP_valley_131,aVWAP_valley_113,aVWAP_valley_92,aVWAP_valley_85,aVWAP_valley_79,aVWAP_valley_62,aVWAP_valley_39,aVWAP_OB_bull_157,aVWAP_OB_bull_113,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,41.0411464349,41.203666698,39.9608646862,40.4579854909,9852045,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,9852045.0,False,False,False,False
2022-01-07 00:00:00+00:00,36.8634196722,40.5774856843,36.3471788366,40.4866655373,12080618,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12080618,-894860.5925925926,False,False,False,False,10017124.481481481,False,False,False,False
2022-01-14 00:00:00+00:00,37.9150213745,38.9379430303,36.3376188211,36.7104594246,9750863,,,,,,,,,,,,,,,,,,,#000000,,,,6.068853906219297,-65.17213476554824,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2329755,-1001149.0672153635,False,False,False,False,9997401.408779148,False,False,False,False
2022-01-21 00:00:00+00:00,39.0048631387,40.7830260171,37.5326207555,37.9628214519,9526841,,,,,,,,,,,,,,,,,,,#000000,,,,14.698261838814577,-56.6827571312704,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7197086,-393872.3955697811,False,False,False,False,9962545.082202915,False,False,False,False
2022-01-28 00:00:00+00:00,37.2936203686,39.2343035101,36.5957392389,38.3547820864,12561302,,,,,,,,,,,,,,,,,,,#000000,,,,18.34346386353933,-53.01003436801449,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5364216,-762045.9958979455,False,False,False,False,10155045.59463233,False,False,False,False
2022-02-04 00:00:00+00:00,38.306982009,39.6645042065,37.542180771,37.5613008019,7988876,,,,,,,,,,,,,,,,,,,#000000,,,,23.71625256952126,-47.57635106908501,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2624660,-511178.88509069034,False,False,False,False,9994588.587622529,False,False,False,False
2022-02-11 00:00:00+00:00,40.1329449647,40.4484254754,38.0297415602,38.6415825506,10334052,,,,,,,,,,,,,,,,,,,#000000,,,,31.23600322236571,-40.088517425489286,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12958712,486590.81010121264,False,False,False,False,10019734.025576416,False,False,False,False
2022-02-18 00:00:00+00:00,41.586067317,42.5420688645,39.2056234636,40.3623853361,10534067,,,,,,,,,,,,,,,,,,,#000000,,,,38.73163721722919,-32.69404173980323,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23492779,2190752.8982418636,False,False,False,False,10057832.764422609,False,False,False,False
2022-02-25 00:00:00+00:00,42.0258280288,43.1347898239,40.1711850266,41.9780279514,12914689,,,,,,,,,,,,,,,,,,,#000000,,,,44.644994039978236,-26.846744715058612,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36407468,4725324.387260985,False,False,False,False,10269451.744835747,False,False,False,False
2022-03-04 00:00:00+00:00,44.6739523154,44.9033926868,41.4092070307,42.4464687097,15788152,,,,,,,,,,,,,,,,,,,#000000,,,,51.52314715229438,-20.05950921587194,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282824099408266,0.34282824099408266,False,False,False,False,52195620,8241642.580797208,False,False,False,False,10678244.356329396,False,False,False,False
2022-03-11 00:00:00+00:00,45.9836744355,48.125117902,43.9856312012,44.9511927642,21167979,,,,,,,,,,,,,,,,,,,#000000,,46.031474512900004,,57.40324610218117,-14.233357969106734,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282456164707,0.34282824330527667,False,False,False,False,73363599,13065491.204441858,False,False,False,False,11455261.737342034,False,False,False,False
