date,Open,High,Low,Close,Volume,aVWAP_peak_393,aVWAP_peak_368,aVWAP_peak_329,aVWAP_peak_284,aVWAP_peak_232,aVWAP_peak_210,aVWAP_peak_137,aVWAP_valley_364,aVWAP_valley_344,aVWAP_OB_bear_284,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,5.96,5.975,5.825,5.895,2975.0,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2975.0,False,False,False,False
2023-12-15 17:00:00+00:00,5.755,5.805,5.74,5.765,3327.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3327.0,-51.58139534883721,False,False,False,False,2980.4573643410854,False,False,False,False
2023-12-18 17:00:00+00:00,5.845,5.865,5.78,5.78,2366.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.829787234042688,-55.74468085106403,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-961.0,-65.68090859924283,False,False,False,False,2970.930893576107,False,False,False,False
2023-12-19 17:00:00+00:00,5.865,5.905,5.83,5.9,2824.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.381643372207026,-39.56503160331186,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1863.0,-35.778879008556885,False,False,False,False,2968.6528952260896,False,False,False,False
2023-12-20 17:00:00+00:00,5.855,5.885,5.73,5.77,4517.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.879989000381734,-35.956865948797656,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2654.0,-76.37145452780408,False,False,False,False,2992.6582766954525,False,False,False,False
2023-12-21 17:00:00+00:00,5.83,5.86,5.795,5.835,7110.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.7229197601811,-29.89446925015377,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4456.0,-6.102129651404013,False,False,False,False,3056.4930320955227,False,False,False,False
2023-12-22 17:00:00+00:00,5.81,5.815,5.715,5.74,2242.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.796420770801404,-28.92316457932161,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2214.0,28.318058405206898,False,False,False,False,3043.865233148305,False,False,False,False
2023-12-25 17:00:00+00:00,5.74,5.74,5.74,5.74,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.512088111214936,-27.835686216408924,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2214.0,62.204600135358724,False,False,False,False,2996.673524107246,False,False,False,False
2023-12-26 17:00:00+00:00,5.88,5.89,5.82,5.835,2301.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.730113420090305,-22.40759341091668,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4515.0,131.24018773015936,False,False,False,False,2985.8878880745756,False,False,False,False
2023-12-27 17:00:00+00:00,5.73,5.76,5.71,5.74,2032.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.866651982006275,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2483.0,167.70158016845147,False,False,False,False,2971.0989285695437,False,False,False,False
2023-12-28 17:00:00+00:00,5.755,5.775,5.66,5.665,2714.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.94064028440505,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-231.0,161.52016032087857,False,False,False,False,2967.1128986692406,False,False,False,False
2023-12-29 17:00:00+00:00,5.625,5.635,5.59,5.615,2717.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.502408069047746,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2948.0,113.31054543218279,False,False,False,False,2963.2351793100274,False,False,False,False
2024-01-01 17:00:00+00:00,5.615,5.615,5.615,5.615,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.876919925476216,-21.664757234117225,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2948.0,65.84836643323422,False,False,False,False,2917.2935486230504,False,False,False,False
2024-01-02 17:00:00+00:00,5.73,5.78,5.6,5.615,4606.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.793261163095195,-21.664757234117225,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2948.0,19.122035170703455,False,False,False,False,2943.475043993236,False,False,False,False
2024-01-03 17:00:00+00:00,5.65,5.725,5.61,5.625,3635.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.720923760662444,-21.664757234117225,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,687.0,29.47673229983983,False,False,False,False,2954.1963611406272,False,False,False,False
2024-01-04 17:00:00+00:00,5.49,5.505,5.395,5.435,5839.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.59679700962409,-21.664757234117225,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5152.0,-50.856240293956134,False,False,False,False,2998.9219989524004,False,False,False,False
2024-01-05 17:00:00+00:00,5.62,5.655,5.55,5.645,3727.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.295994746832946,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1425.0,-72.16079470800332,False,False,False,False,3010.2100299763943,False,False,False,False
2024-01-08 17:00:00+00:00,5.52,5.585,5.48,5.535,2500.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.69031607963713,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3925.0,-131.8947358753211,False,False,False,False,3002.299796953504,False,False,False,False
2024-01-09 17:00:00+00:00,5.415,5.425,5.29,5.29,2286.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.98367118118016,-21.664757234117225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6211.0,-226.14442989275796,False,False,False,False,2991.194373744923,False,False,False,False
2024-01-10 17:00:00+00:00,5.275,5.28,5.165,5.195,3085.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.16780473552538,-21.664757234117225,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9296.0,-366.76234570837414,False,False,False,False,2992.648724539575,False,False,False,False
2024-01-11 17:00:00+00:00,5.165,5.185,5.105,5.12,3356.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.562297067041854,-15.236667523871667,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12652.0,-557.2311465501048,False,False,False,False,2998.2820776474887,False,False,False,False
2024-01-12 17:00:00+00:00,5.135,5.155,5.1,5.135,4039.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.33366815452747,-16.694035834475017,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8613.0,-682.1267876888628,False,False,False,False,3014.417239234349,False,False,False,False
2024-01-15 17:00:00+00:00,5.135,5.135,5.135,5.135,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.514582212851213,-17.856498237200483,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8613.0,-805.0860622983378,False,False,False,False,2967.6820882384673,False,False,False,False
2024-01-16 17:00:00+00:00,5.125,5.13,5.01,5.02,1491.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.694517492216285,-19.97947420284135,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10104.0,-949.2552706347976,False,False,False,False,2944.787792296786,False,False,False,False
2024-01-17 17:00:00+00:00,4.935,4.935,4.835,4.845,3921.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.043265219064278,-22.81250477767965,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14025.0,-1151.9799951210798,False,False,False,False,2959.922865284432,False,False,False,False
2024-01-18 17:00:00+00:00,4.815,4.825,4.76,4.82,2804.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.100443217624605,-24.923151892184823,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16829.0,-1395.0345688401328,False,False,False,False,2957.5054565203327,False,False,False,False
2024-01-19 17:00:00+00:00,4.735,4.855,4.725,4.845,1953.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.808333333333334,,18.82911888531368,-25.5138080592342,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14876.0,-1604.0417848271074,False,False,False,False,2941.931728512265,False,False,False,False
2024-01-22 17:00:00+00:00,4.895,4.985,4.89,4.945,2936.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.8874033544692175,,22.466351040570334,-25.5138080592342,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11940.0,-1764.2891990158344,False,False,False,False,2941.839763729129,False,False,False,False
2024-01-23 17:00:00+00:00,4.99,4.995,4.905,4.935,2707.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,4.907929173249079,,24.737263095362934,-30.813526913870316,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14647.0,-1964.0211494186897,False,False,False,False,2938.1988371596854,False,False,False,False
2024-01-24 17:00:00+00:00,5.24,5.285,5.175,5.185,9122.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.075479124297166,,33.41600164615423,-22.755446000000763,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5525.0,-2019.230123846307,False,False,False,False,3034.0717234052718,False,False,False,False
2024-01-25 17:00:00+00:00,5.095,5.215,5.055,5.2,5045.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.094299652315092,,39.53169473187724,-17.401685204633765,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-480.0,-1995.366090918457,False,False,False,False,3065.2489059881354,False,False,False,False
2024-01-26 17:00:00+00:00,5.24,5.4,5.18,5.4,4591.0,,,,,,,,,,,,,#000000,,5.1347791606587245,,47.33404170691309,-10.589874395468911,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4111.0,-1900.693748423597,False,False,False,False,3088.90396170925,False,False,False,False
2024-01-29 17:00:00+00:00,5.3,5.44,5.265,5.405,1802.0,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.149833428043757,,52.61558319099649,-6.153473561856011,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5913.0,-1779.5512096883474,False,False,False,False,3068.951962302905,False,False,False,False
2024-01-30 17:00:00+00:00,5.46,5.595,5.45,5.55,6363.0,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.2202179958863235,,58.27690933094645,-1.2484077820880586,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12276.0,-1561.6356870575203,False,False,False,False,3120.0224745152627,False,False,False,False
2024-01-31 17:00:00+00:00,5.71,5.86,5.595,5.615,6343.0,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.491571080710685,,62.87024575756827,2.7826010558764693,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18619.0,-1248.7576143899616,False,False,False,False,3169.9911183212275,False,False,False,False
2024-02-01 17:00:00+00:00,5.65,5.685,5.445,5.45,2714.0,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.474371218767499,,61.427786743703045,2.7826010558764693,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15905.0,-982.8078839343033,False,False,False,False,3162.921488579813,False,False,False,False
2024-02-02 17:00:00+00:00,5.245,5.255,5.105,5.105,7332.0,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,5.354651714784663,,54.49252689587982,2.7826010558764693,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8573.0,-834.6558237182675,False,False,False,False,3227.5583647258622,False,False,False,False
2024-02-05 17:00:00+00:00,4.86,4.955,4.86,4.87,5163.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.147231662695409,,47.296208796344246,8.357220993179645,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3410.0,-768.8472062962787,False,False,False,False,3257.565211784376,False,False,False,False
2024-02-06 17:00:00+00:00,4.995,5.04,4.925,4.965,5418.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.131702049344788,,44.27759618346041,5.532326540164362,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8828.0,-620.0588775164914,False,False,False,False,3291.0603247799672,False,False,False,False
2024-02-07 17:00:00+00:00,5.005,5.065,4.99,5.005,5482.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.123580571147563,,43.01265431705478,4.0676692684470055,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14310.0,-388.585096469724,False,False,False,False,3325.028381760123,False,False,False,False
2024-02-08 17:00:00+00:00,5.205,5.25,5.165,5.18,3760.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.138190603982811,,45.177200941819166,4.0676692684470055,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18070.0,-102.40548257096856,False,False,False,False,3331.7721277793457,False,False,False,False
