date,Close,High,Low,Open,Volume,aVWAP_peak_17,aVWAP_valley_30,aVWAP_valley_22,aVWAP_valley_12,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-17 00:00:00+00:00,25.0027412863,25.0027412863,24.6091043162,24.7696732894,38,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,38.0,False,False,False,False
2025-01-24 00:00:00+00:00,25.4985314636,26.1829579515,25.0295193115,25.0295193115,8728,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8728,646.5185185185185,False,False,False,False,681.7037037037037,False,False,False,False
2025-01-31 00:00:00+00:00,25.3847744455,25.6771508093,25.342822206,25.6771508093,520,,,,,,,#000000,,,,94.3621310840126,24.62958987805672,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8208,1206.628257887517,False,False,False,False,669.7256515775034,False,False,False,False
2025-02-07 00:00:00+00:00,26.0307199195,26.0307199195,25.0256513745,25.1083657189,42,,,,,,,#000000,,,,93.41087096950163,24.62958987805672,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8250,1728.3594980439973,False,False,False,False,623.227455164355,False,False,False,False
2025-02-14 00:00:00+00:00,26.7275436413,26.7275436413,26.2051737946,26.4436965745,71,,,,,,,#000000,,,,93.7221986231431,24.72947575042555,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8321,2216.703238929627,False,False,False,False,582.3217177447731,False,False,False,False
2025-02-21 00:00:00+00:00,27.1727531044,27.4226813394,26.4116621221,26.4116621221,735,,,,,,,#000000,,27.002365521966667,,94.27346861069347,25.91755400707379,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9056,2723.3178138237286,False,False,False,False,593.6312201340492,False,False,False,False
2025-02-28 00:00:00+00:00,25.8921684337,27.0854765779,25.8921684337,27.0854765779,1893,,,,,,,#000000,,26.489189856404035,,83.95086450114825,25.91755400707379,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7163,3052.183160947897,False,False,False,False,689.880759383379,False,False,False,False
2025-03-07 00:00:00+00:00,26.6685328081,26.8772030487,22.3646099169,25.581245808,1258,,,,,,,#000000,,25.704391468854098,,79.00523025272511,25.91755400707379,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8421,3449.8732971739787,False,False,False,False,731.9636660957214,False,False,False,False
2025-03-14 00:00:00+00:00,27.4202018926,27.4202018926,26.0451007108,26.0451007108,197,,,,,,,#000000,,25.837322804112723,,77.1305917819227,25.91755400707379,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8618,3832.6974973833135,False,False,False,False,692.3367278664086,False,False,False,False
2025-03-21 00:00:00+00:00,26.2485145243,27.1839602038,26.2485145243,27.0160520682,40291,,,,,,,#000000,,26.523307693650487,,71.13197539002505,38.60673819409736,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.2792888494459235,0.2792888494459235,False,False,False,False,-31673,1202.645830910476,False,False,False,False,3625.5710443207486,False,False,False,False
2025-03-28 00:00:00+00:00,25.4042133082,26.2099343324,25.4042133082,26.2099343324,4920,,,,,,,#000000,,26.436024593892775,,64.47240450868479,31.895718994713974,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.010932481314699118,0.1451106653803113,False,False,False,False,-36593,-1597.0316380458555,False,False,False,False,3721.4546706673596,False,False,False,False
2025-04-04 00:00:00+00:00,24.616145945,25.6947052925,23.2175396078,24.9531523508,1440,,,,,,,#000000,,26.379849874147286,,57.95320078073534,25.421404813290792,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.09885879451754132,False,False,False,False,-38033,-4295.992257449866,False,False,False,False,3552.458028395703,False,False,False,False
