date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_181,aVWAP_peak_151,aVWAP_valley_171,aVWAP_valley_157,aVWAP_valley_136,aVWAP_valley_113,aVWAP_valley_94,aVWAP_valley_74,aVWAP_valley_69,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_34,aVWAP_valley_28,aVWAP_OB_bull_69,aVWAP_OB_bear_151,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.37,4.57,4.23,4.48,8059837,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,8059837.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.64,5.31,4.365,4.52,18116741,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18116741,1341980.8148148148,False,False,False,False,8804792.851851853,False,False,False,False
2022-01-14 00:00:00+00:00,4.61,5.09,4.395,4.65,9686269,,,,,,,,,,,,,,,,,,,,#000000,,,,96.9604863221885,36.322188449848255,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8430472,1867054.2359396433,False,False,False,False,8870087.381344307,False,False,False,False
2022-01-21 00:00:00+00:00,4.06,4.59,4.01,4.54,8023444,,,,,,,,,,,,,,,,,,,,#000000,,,,77.52114000878687,39.056303728385956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,407028,1758904.1443885586,False,False,False,False,8807373.056800285,False,False,False,False
2022-01-28 00:00:00+00:00,3.9,4.13,3.6722,3.95,15824072,,,,,,,,,,,,,,,,,,,,#000000,,3.900733333333333,,62.197151458393364,25.076771783030892,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15417044,486611.68924866547,False,False,False,False,9327128.534074338,False,False,False,False
2022-02-04 00:00:00+00:00,4.11,4.35,3.86,3.91,7357695,,,,,,,,,,,,,,,,,,,,#000000,,3.9660948157863314,,55.528564252153224,19.600978460292126,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8059349,-146422.43588086532,False,False,False,False,9181244.56858735,False,False,False,False
2022-02-11 00:00:00+00:00,4.59,4.785,4.06,4.11,8623311,,,,,,,,,,,,,,,,,,,,#000000,,4.104978048299918,,56.44431796104024,19.600978460292126,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,563962,-93801.36655635679,False,False,False,False,9139916.156099398,False,False,False,False
2022-02-18 00:00:00+00:00,4.15,4.65,4.13,4.54,5692269,,,,,,,,,,,,,,,,,,,,#000000,,4.136101319500461,,53.03723690105509,18.377099728174315,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5128307,-466727.7097744044,False,False,False,False,8884534.885277221,False,False,False,False
2022-02-25 00:00:00+00:00,4.79,4.8,4.11,4.11,9139235,,,,,,,,,,,,,,,,,,,,#000000,,4.220477955219788,,54.94483487804759,18.377099728174315,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4010928,-135049.5090503745,False,False,False,False,8903401.56044187,False,False,False,False
2022-03-04 00:00:00+00:00,5.08,5.66,4.84,4.85,18056104,,,,,,,,,,,,,,,,,,,,#000000,,4.492007535614356,,57.65821713296411,18.377099728174315,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282819950713184,0.34282819950713184,False,False,False,False,22067032,1509549.1212496532,False,False,False,False,9581379.518927658,False,False,False,False
2022-03-11 00:00:00+00:00,5.58,5.93,5.09,5.23,17751404,,,,,,,,,,,,,,,,,,,,#000000,,4.716220028358612,,61.40643407767402,18.377099728174315,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282083803663,0.3428282039437491,False,False,False,False,39818436,4347244.44560153,False,False,False,False,10186566.51752561,False,False,False,False
2022-03-18 00:00:00+00:00,5.67,5.75,4.86,5.51,9906540,,,,,,,,,,,,,,,,,,,,#000000,,4.792430315611274,,64.36109388281727,18.377099728174315,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.25104980546676975,0.2969390047052594,False,False,False,False,49724976,7708557.8940754905,False,False,False,False,10165823.812523713,False,False,False,False
2022-03-25 00:00:00+00:00,5.78,6.0,5.67,5.67,10424851,,,,,,,,,,,,,,,,,,,,#000000,,4.896321936887522,,66.80807309792517,18.377099728174315,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282821611674524,0.31988361041100233,False,False,False,False,60149827,11593096.346366195,False,False,False,False,10185011.01159603,False,False,False,False
2022-04-01 00:00:00+00:00,5.63,5.93,5.18,5.69,12184895,,,,,,,,,,,,,,,,,,,,#000000,,4.968786430330279,,67.3597095934666,18.377099728174315,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.23888443181327837,0.27938402111214033,False,False,False,False,47964932,14287306.394783514,False,False,False,False,10333150.566292621,False,False,False,False
2022-04-08 00:00:00+00:00,6.19,6.265,5.37,5.66,12997305,,,,,,,,,,,,,,,,,,,,#000000,,5.067606767345734,,69.42179971753255,4.5754940978324825,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.33535435001644615,0.30736918556429327,False,False,False,False,60962237,17744708.661836587,False,False,False,False,10530495.339159835,False,False,False,False
2022-04-15 00:00:00+00:00,6.23,6.56,6.0,6.27,11261500,,,,,,,,,,,,,,,,,,,,#000000,,5.713831470892888,,70.99707537251649,6.585160391566518,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282821522716295,0.3250987003957281,False,False,False,False,72223737,21780192.24244128,False,False,False,False,10584643.832555402,False,False,False,False
2022-04-22 00:00:00+00:00,5.16,6.25,5.07,6.2,14731792,,,,,,,,,,,,,,,,,,,,#000000,,5.511372754100812,,65.9630262062278,6.585160391566518,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.11398311674525706,0.21954090857049258,False,False,False,False,57491945,24425507.261519708,False,False,False,False,10891839.993106853,False,False,False,False
2022-04-29 00:00:00+00:00,4.93,5.24,4.7238,4.93,13696143,,,,,,,,,,,,,,,,,,,,#000000,,5.353139986815866,,61.41962422665547,6.585160391566518,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.14036449550155972,0.03958820653446643,False,False,False,False,43795802,25860343.908814546,False,False,False,False,11099566.141765606,False,False,False,False
2022-05-06 00:00:00+00:00,4.45,5.25,4.34,4.83,12495398,,,,,,,,,,,,,,,,,,,,#000000,,5.234218589799451,,56.42946595795859,20.28104476080118,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.15162002394046376,False,False,False,False,31300404,26263311.322976433,False,False,False,False,11202961.094227413,False,False,False,False
2022-05-13 00:00:00+00:00,4.14,4.32,3.76,4.32,20171123,,,,,,,,,,,,,,,,,,,,#000000,,4.694967866399446,,51.88749134781885,15.702658036224634,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.24722413917792885,False,False,False,False,11129281,25142272.039792996,False,False,False,False,11867269.383543901,False,False,False,False
2022-05-20 00:00:00+00:00,4.53,4.68,4.095,4.16,18301801,,,,,,,,,,,,,,,,,,,,#000000,,4.699121787209339,,50.25670292134272,13.91731334719939,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2316691322121323,-0.23944663569503058,False,False,False,False,29431082,25459961.666474998,False,False,False,False,12343901.355133241,False,False,False,False
2022-05-27 00:00:00+00:00,4.88,4.91,4.43,4.55,10481191,,,,,,,,,,,,,,,,,,,,#000000,,4.726290684746737,,50.37846849239193,13.713958796497181,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1453908681562698,-0.1924187519256502,False,False,False,False,39912273,26530503.24673611,False,False,False,False,12205922.810308557,False,False,False,False
2022-06-03 00:00:00+00:00,4.69,5.03,4.43,4.98,9952073,,,,,,,,,,,,,,,,,,,,#000000,,4.739198189034609,,49.79343386964327,12.703631125462515,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1273809524053259,-0.15989985216548805,False,False,False,False,29960200,26784554.858088993,False,False,False,False,12038970.972507924,False,False,False,False
2022-06-10 00:00:00+00:00,4.67,5.33,4.51,4.81,19976846,,,,,,,,,,,,,,,,,,,,#000000,,4.7877589344611104,,49.30365489715549,11.71330011831651,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.07083252142847382,-0.11536618679698094,False,False,False,False,9983354,25540021.461193513,False,False,False,False,12626961.715285115,False,False,False,False
2022-06-17 00:00:00+00:00,3.6,4.44,3.493,4.44,20955456,,,,,,,,,,,,,,,,,,,,#000000,,4.570187931471098,,45.79636674425673,7.820680928163554,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.22909722060618742,False,False,False,False,-10972102,22835419.723327328,False,False,False,False,13243887.217856588,False,False,False,False
2022-06-24 00:00:00+00:00,3.86,3.95,3.42,3.72,16918723,,,,,,,,,,,,,,,,,,,,#000000,,4.464293104224357,,44.307028627653594,5.929892005290867,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2859627375107907,False,False,False,False,5946621,21584397.59567345,False,False,False,False,13516097.275793137,False,False,False,False
2022-07-01 00:00:00+00:00,3.73,4.1,3.455,3.97,9453548,,,,,,,,,,,,,,,,,,,,#000000,,4.421308055390343,,42.90278106284607,4.113471215358047,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9437530568990815,1.0059779359817402,False,False,False,False,-0.2908600520267121,-0.28841139476875144,False,False,False,False,-3506927,19725780.958956897,False,False,False,False,13215167.699808462,False,False,False,False
2022-07-08 00:00:00+00:00,3.86,3.91,3.4,3.58,7267492,,,,,,,,,,,,,,,,,,,,#000000,,4.390658008799953,,42.42785571913879,3.173781192265203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9318156517867081,1.0578871201157745,False,False,False,False,-0.34282825441539394,-0.3156198245920727,False,False,False,False,3760565,18543172.369404532,False,False,False,False,12774599.129452279,False,False,False,False
2022-07-15 00:00:00+00:00,3.67,3.81,3.3908,3.78,7342852,,,,,,,,,,,,,,,3.6235999999999997,,,,3.6235999999999997,#000000,,4.082979834987224,,41.551552221182185,1.8216599986809285,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9259196626870044,1.0490411607535426,False,False,False,False,-0.34282825441539394,-0.32922403950373336,False,False,False,False,-3582287,16904249.453152344,False,False,False,False,12372247.49023359,False,False,False,False
2022-07-22 00:00:00+00:00,3.68,4.075,3.67,3.76,7425762,,,,,,,,,,,,,,,3.7164852068853587,,,,3.7164852068853587,#000000,,4.090578215732345,,40.97003881547551,0.7471797501104902,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9640927433144109,1.0071244556915853,False,False,False,False,-0.19639548022032857,-0.262809759862031,False,False,False,False,3843475,15936784.678844763,False,False,False,False,12005841.157623695,False,False,False,False
