date,Close,High,Low,Open,Volume,aVWAP_peak_155,aVWAP_peak_151,aVWAP_peak_133,aVWAP_peak_127,aVWAP_peak_118,aVWAP_peak_106,aVWAP_peak_99,aVWAP_peak_83,aVWAP_peak_66,aVWAP_peak_56,aVWAP_peak_50,aVWAP_peak_33,aVWAP_peak_14,aVWAP_peak_7,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_109,aVWAP_valley_96,aVWAP_valley_85,aVWAP_valley_73,aVWAP_valley_64,aVWAP_valley_44,aVWAP_valley_43,aVWAP_OB_bull_96,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,31.2306677307,31.4188845194,30.9754728427,30.9754728427,188077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,188077.0,False,False,False,False
2022-01-07 00:00:00+00:00,31.239717475,31.846050346,30.8234292352,31.2306677307,577504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,1.0,31.84605,30.82343,3.0,0,,,False,False,False,False,,,False,False,False,False,577504,42778.07407407407,False,False,False,False,216923.44444444444,False,False,False,False
2022-01-14 00:00:00+00:00,31.6831549479,32.1356421651,31.038903648,31.2849661967,433474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1010978,114496.58710562414,False,False,False,False,232964.22633744858,False,False,False,False
2022-01-21 00:00:00+00:00,30.8686779569,31.3120249323,30.8505784682,31.0858718212,240473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.17609875781363,32.20553085699569,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,770505,163089.8028755779,False,False,False,False,233520.43179393385,False,False,False,False
2022-01-28 00:00:00+00:00,30.5247876718,30.8003523871,29.9637035225,30.6152851153,560329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.429614527133335,,65.49231800243356,18.15153093606203,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,210176,166577.6693292388,False,False,False,False,257728.4738832721,False,False,False,False
2022-02-04 00:00:00+00:00,30.5700363936,31.3030656854,30.370942018,30.5247876718,532694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.584789542803033,,54.95001719399147,9.392012952366692,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,742870,209265.99011966557,False,False,False,False,278096.29063265934,False,False,False,False
2022-02-11 00:00:00+00:00,30.8234292352,31.3121154298,30.4433399727,30.6695835813,284611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,30.641569579184317,,50.65022148470934,6.622899237408049,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1027481,269874.5093700607,False,False,False,False,278578.8616969068,False,False,False,False
2022-02-18 00:00:00+00:00,31.2216179863,31.502160061,30.7237010525,30.7238820474,493655,,,,,,,,,,,,,,31.149159699933335,,,,,,,,,,,,,31.149159699933335,,#000000,,30.96231699193688,,51.19316335387656,6.622899237408049,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1521136,362560.54571301915,False,False,False,False,294510.42749713594,False,False,False,False
2022-02-25 00:00:00+00:00,30.7148323031,31.1854190089,30.0279567074,30.8867774456,1297033,,,,,,,,,,,,,,30.782346362038542,,,,,,,,,,,,,30.782346362038542,,#000000,,30.751740432074573,,48.232588203867806,6.2133698498008485,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,224103,352304.4312157585,False,False,False,False,368771.35879364435,False,False,False,False
2022-03-04 00:00:00+00:00,29.9003553121,30.7238820474,29.6017137488,30.3618922737,545125,,,,,,,,,,,,,,30.61734198827136,,,,,,,,,,,,,30.61734198827136,,#000000,,30.621836027499572,,42.880996937775485,1.718658329410971,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-321022,302428.39927385043,False,False,False,False,381834.5914755966,False,False,False,False
