date,Close,High,Low,Open,Volume,aVWAP_peak_32,aVWAP_valley_24,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,7.74,8.2,7.32,7.835,20517529,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,20517529.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.89,8.07,6.835,7.79,19902908,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19902908,-1474289.4814814813,False,False,False,False,20472001.51851852,False,False,False,False
2022-01-14 00:00:00+00:00,6.55,7.36,6.3,6.79,16411884,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-36314792,-4055067.4458161863,False,False,False,False,20171252.072702333,False,False,False,False
2022-01-21 00:00:00+00:00,6.13,7.02,6.12,6.4,18408629,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54723421,-7808278.820200172,False,False,False,False,20040687.40065031,False,False,False,False
2022-01-28 00:00:00+00:00,6.78,6.81,5.69,5.7,19390750,,,,,#000000,,6.426666666666667,,9.151826454253905,-41.34866405496311,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35332671,-9847122.68537053,False,False,False,False,19992543.88949103,False,False,False,False
2022-02-04 00:00:00+00:00,6.92,7.08,6.46,6.77,7935526,,,,,#000000,,6.540890313289183,,17.025510689621974,-34.28093980812949,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27397145,-11147124.338306045,False,False,False,False,19099431.453232437,False,False,False,False
2022-02-11 00:00:00+00:00,6.74,7.3,6.61,6.9,18067241,,,,,#000000,,6.6771873217784234,,21.741204106190104,-30.419785702474247,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-45464386,-13689143.720653746,False,False,False,False,19022972.901141148,False,False,False,False
2022-02-18 00:00:00+00:00,6.13,7.04,5.81,6.75,26599305,,,,,#000000,,6.547679885410428,,22.817677224141576,-30.02267340231805,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-72063691,-18013184.25986458,False,False,False,False,19584182.6862418,False,False,False,False
2022-02-25 00:00:00+00:00,6.0,6.22,5.46,6.0,12961982,,,,,#000000,,6.447842938817209,,23.20908225309475,-30.02267340231805,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-85025673,-22977072.314689428,False,False,False,False,19093649.30207574,False,False,False,False
2022-03-04 00:00:00+00:00,5.0,6.04,4.96,6.03,49166124,,,,,#000000,,6.039285390942121,,21.421125876109805,-30.02267340231805,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-134191797,-31215200.069156878,False,False,False,False,21321240.0204405,False,False,False,False
2022-03-11 00:00:00+00:00,4.7,5.21,4.59,5.03,19805936,,,,,#000000,,5.884114235944329,,19.719130777486253,-26.156459414535796,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-153997733,-40310202.50847859,False,False,False,False,21208995.278185647,False,False,False,False
2022-03-18 00:00:00+00:00,5.32,5.345,4.53,4.76,18580482,,,,,#000000,,5.4304443956162505,,22.432096860834918,-26.156459414535796,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.3293718073666678,-0.3361000308910309,False,False,False,False,-135417251,-47355169.063406095,False,False,False,False,21014290.590912636,False,False,False,False
2022-03-25 00:00:00+00:00,5.11,5.49,5.07,5.33,16192984,,,,,#000000,,5.442743576766956,,23.904679082826878,-30.865869823167795,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.21103422390667836,-0.27356712739885464,False,False,False,False,-151610235,-55077766.54019083,False,False,False,False,20657156.769363552,False,False,False,False
2022-04-01 00:00:00+00:00,4.67,5.43,4.655,5.15,25748333,,,,,#000000,,5.346127303466911,,24.079978804443616,-30.844669842401835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.29228174822353287,-0.28292443781119375,False,False,False,False,-177358568,-64135603.68536188,False,False,False,False,21034280.934595883,False,False,False,False
2022-04-08 00:00:00+00:00,4.57,5.335,4.57,4.75,23619598,,,,,#000000,,5.274462599123543,,24.020488067992236,-30.844669842401835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.32402154809228023,-0.303472992951737,False,False,False,False,-200978166,-74272089.78274249,False,False,False,False,21225785.902403593,False,False,False,False
2022-04-15 00:00:00+00:00,4.58,4.85,4.396,4.51,12381566,,,,,#000000,,5.2267828897659925,,24.039268229276797,-30.844669842401835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3231506236835655,False,False,False,False,-188596600,-82740572.02105786,False,False,False,False,20570658.502225548,False,False,False,False
2022-04-22 00:00:00+00:00,4.09,4.7,4.08,4.59,18018996,,,,,#000000,,5.134812295766093,,23.16603134970321,-30.844669842401835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33298943904947975,False,False,False,False,-206615596,-91916499.72320172,False,False,False,False,20381646.465023655,False,False,False,False
2022-04-29 00:00:00+00:00,3.83,4.24,3.81,4.09,18038128,,,,,#000000,,5.028916452644312,,22.133132622748924,-30.844669842401835,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3379088467324368,False,False,False,False,-224653724,-101748886.70666827,False,False,False,False,20208052.504651535,False,False,False,False
2022-05-06 00:00:00+00:00,3.74,4.18,3.565,3.85,16813070,,,,,#000000,,4.93705360383112,,21.257446745256573,-30.844669842401835,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34036855057391535,False,False,False,False,-241466794,-112098361.32098913,False,False,False,False,19956572.319121793,False,False,False,False
2022-05-13 00:00:00+00:00,2.8,3.76,2.4,3.64,69049919,,,,,#000000,,3.9748881864757912,,19.452665561198334,-30.844669842401835,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3415984024946547,False,False,False,False,-310516713,-126796017.00091587,False,False,False,False,23593116.517705362,False,False,False,False
2022-05-20 00:00:00+00:00,2.8,3.05,2.67,2.8,44099734,,,,,#000000,,3.814757055001627,,18.163536144013882,-27.18183938672336,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3422133284550243,False,False,False,False,-310516713,-140404957.44529247,False,False,False,False,25112125.220097557,False,False,False,False
2022-05-27 00:00:00+00:00,2.94,3.0,2.47,2.85,34496015,,,,,#000000,,3.716440480851429,,18.110043845599122,-27.32770475047471,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3425207914352091,False,False,False,False,-276020698,-150450567.85675228,False,False,False,False,25807228.166756995,False,False,False,False
2022-06-03 00:00:00+00:00,2.8,3.01,2.735,2.94,32319147,,,,,#000000,,3.646920104784982,,17.88267820278938,-27.684644641027965,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.29929982340020483,-0.320910307417707,False,False,False,False,-308339845,-162146069.8673632,False,False,False,False,26289592.524774995,False,False,False,False
2022-06-10 00:00:00+00:00,2.48,2.93,2.45,2.85,25526012,,,,,#000000,,3.5810819079562144,,17.311006793389527,-28.393518634220246,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33186928091655044,False,False,False,False,-333865857,-174866054.09941038,False,False,False,False,26233031.004421294,False,False,False,False
2022-06-17 00:00:00+00:00,2.26,2.47,2.2,2.38,35475652,,2.3099999999999996,,2.3099999999999996,#000000,,3.1816842296727943,,16.642025656213253,-29.198077383866867,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3373487676659722,False,False,False,False,-369341509,-189271643.3513059,False,False,False,False,26917669.596686386,False,False,False,False
2022-06-24 00:00:00+00:00,2.57,2.58,2.24,2.29,25783947,,2.3745374537956083,,2.3745374537956083,#000000,,3.155314005801486,,18.102865654568518,-29.198077383866867,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.316029538568352,-0.32668915311716207,False,False,False,True,-343557562,-200700229.91787583,False,False,False,False,26833690.145079985,False,False,False,False
2022-07-01 00:00:00+00:00,2.42,2.62,2.24,2.57,20859148,,2.3877788999467646,,2.3877788999467646,#000000,,3.1263904741296042,,18.899390210018897,-29.198077383866867,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7208511571788965,1.305473291652956,False,False,False,False,-0.3017348239833494,-0.3142119885502557,False,False,False,False,-364416710,-212827376.59062576,False,False,False,False,26391131.467666652,False,False,False,False
2022-07-08 00:00:00+00:00,2.49,2.59,2.31,2.39,12553267,,2.397797224637051,,2.397797224637051,#000000,,3.1117303511585677,,19.90856207600015,-29.198077383866867,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7375426818681636,1.3165692459054346,False,False,False,False,-0.28837030146177134,-0.3012911450060135,False,False,False,False,-351863443,-223126344.47280163,False,False,False,False,25366104.470061716,False,False,False,False
2022-07-15 00:00:00+00:00,3.49,3.53,2.22,2.45,358174903,,2.93737893253671,,2.93737893253671,#000000,,3.182367615928193,,25.71902647396442,-28.38897228681622,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7666723714986593,1.2179245821210567,False,False,False,False,0.14949296190844155,-0.07589909154878598,False,False,False,False,6311460,-206130951.5488904,False,False,False,False,50018608.06487196,False,False,False,False
2022-07-22 00:00:00+00:00,3.8,4.32,3.49,3.53,98471124,,3.103954734432498,,3.103954734432498,#000000,,3.277674375638183,,31.07932734062713,-23.41047803816828,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.848788590411822,1.1540752620424994,False,False,False,False,0.3428282072397533,0.13346455784548367,False,False,False,False,104782584,-183100319.28600964,False,False,False,False,53607683.319325894,False,False,False,False
2022-07-29 00:00:00+00:00,3.9,3.98,3.42,3.75,39129326,,3.147873079554834,,3.147873079554834,#000000,,3.3033178585325804,,35.28737808072756,-19.654722555790975,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8650807740102965,1.1668737795135806,False,False,False,False,0.24883328447352357,0.1911489211595036,False,False,False,False,143911910,-158877191.19074965,False,False,False,False,52535212.40678323,False,False,False,False
2022-08-05 00:00:00+00:00,4.82,5.02,3.65,3.83,107782208,,3.3560796009631457,,3.3560796009631457,#000000,,3.4463381986409556,,41.24623716425444,-14.290806812643133,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8402175760666326,1.1161538897387955,False,False,False,False,0.3428282173825156,0.2669885692710096,False,False,False,False,251694118,-128464501.62106448,False,False,False,False,56627582.45072521,False,False,False,True
2022-08-12 00:00:00+00:00,4.01,5.07,3.88,4.81,147380383,4.319999999999999,3.524080174096846,4.319999999999999,3.524080174096846,#000000,,3.6958609991212654,,43.056610748632124,-12.948425216499786,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8490274946278031,1.1223207890241886,False,False,False,False,0.342828219805227,0.3049083945381183,False,False,False,False,104313735,-111221669.27876341,False,False,False,False,63350012.121041864,False,False,False,False
2022-08-19 00:00:00+00:00,4.2,4.75,4.085,4.58,94721262,4.32978114605541,3.606772910716148,4.32978114605541,3.606772910716148,#000000,,3.753253893695173,,44.9024804487174,-11.467979194674648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8975026898465372,1.1248655076731413,False,False,False,False,0.3230546390514893,0.3139815167948038,False,False,False,False,199034997,-88239693.99885502,False,False,False,False,65673808.4083721,False,False,False,False
2022-08-26 00:00:00+00:00,3.89,4.49,3.755,4.11,64063782,4.270191931697108,3.634724547929069,4.270191931697108,3.634724547929069,#000000,,3.758119869643446,,45.36348086331789,-11.212428811987536,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8984915504139729,1.093285698083248,False,False,False,False,0.2208588910262371,0.26742020391052046,False,False,False,False,134971215,-71705552.59153244,False,False,False,False,65554547.19293713,False,False,False,False
2022-09-02 00:00:00+00:00,3.84,4.24,3.69,3.81,47346090,4.2237368725953,3.647716811550296,4.2237368725953,3.647716811550296,#000000,,3.756225955318783,,45.55500916268132,-11.085923808502578,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9207787652011227,1.100268942937325,False,False,False,False,0.16693703763114462,0.21717862077083255,False,False,False,False,87625125,-59903280.17734485,False,False,False,False,64205772.586052895,False,False,False,False
2022-09-09 00:00:00+00:00,4.11,4.12,3.67,3.86,65118032,4.183749475776573,3.6663130574201226,4.183749475776573,3.6663130574201226,#000000,,3.7600648159561447,,46.564180559577224,-10.077960355606628,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9406519428368962,1.0593480571631038,False,False,False,False,0.14190790210494106,0.1795432614378868,False,False,False,False,152743157,-44151692.23828227,False,False,False,False,64273347.357456386,False,False,False,False
2022-09-16 00:00:00+00:00,3.79,4.27,3.79,4.11,117571366,4.132495842296975,3.6933323684511388,4.132495842296975,3.6933323684511388,#000000,,3.7679189776810826,,46.34494352899795,-10.077960355606628,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9502982107355866,1.0596421471172963,False,False,False,False,0.1474978793880846,0.16352057041298568,False,False,False,False,35171791,-38275878.66507618,False,False,False,False,68221348.73838554,False,False,False,False
