date,Close,High,Low,Open,Volume
2022-01-03 00:00:00+00:00,69.6796512697,72.0088256296,69.252932303,71.1287177608,139523
2022-01-04 00:00:00+00:00,70.0708103225,70.6159438025,69.2796022385,69.8396708822,135509
2022-01-05 00:00:00+00:00,69.4574018079,71.13316275,69.4129519155,70.0085804732,102783
2022-01-06 00:00:00+00:00,69.91079071,70.155265118,68.9151131211,69.27071226,102247
2022-01-07 00:00:00+00:00,69.1551425398,69.9374606454,68.6795286915,69.5729715281,152802
2022-01-10 00:00:00+00:00,69.1818124753,69.4485118294,68.5239540683,69.3240521308,132515
2022-01-11 00:00:00+00:00,70.4530793969,70.9242482559,68.8173233579,69.3418320878,200085
2022-01-12 00:00:00+00:00,69.8218909253,71.8309371604,69.7774410329,70.6486589233,144391
2022-01-13 00:00:00+00:00,69.7241011621,71.3242972872,69.7241011621,69.9196806885,133868
2022-01-14 00:00:00+00:00,69.0484627982,69.8354925924,68.2661446926,69.3418320878,150099
2022-01-18 00:00:00+00:00,66.5237089119,68.706198627,66.5148189334,68.5861839176,156369
2022-01-19 00:00:00+00:00,64.2478744229,67.133205836,64.2345394551,67.0837775557,165581
2022-01-20 00:00:00+00:00,62.7721379964,65.4746914521,62.4609887498,64.4612339062,125298
2022-01-21 00:00:00+00:00,61.0208122372,63.4922262527,61.0208122372,62.3987589005,243284
2022-01-24 00:00:00+00:00,61.6520007088,62.0787196755,59.1894766718,60.2029342177,178587
2022-01-25 00:00:00+00:00,60.77189284,61.3941913331,59.5539657892,60.7274429476,147518
2022-01-26 00:00:00+00:00,60.620763206,62.9410475874,59.6606455309,61.6342207519,136535
2022-01-27 00:00:00+00:00,60.2562740886,62.3543090082,59.9984647129,60.7896727969,190268
2022-01-28 00:00:00+00:00,61.41197129,61.4830911178,59.305046392,60.1229244115,138272
2022-01-31 00:00:00+00:00,63.5011162311,63.6166859513,60.9674723664,60.9674723664,216009
2022-02-01 00:00:00+00:00,63.2966467263,63.7855955423,62.6832382116,63.2521968339,157367
2022-02-02 00:00:00+00:00,65.3502317535,65.4124616028,64.0878548103,64.5679136479,175718
2022-02-03 00:00:00+00:00,65.8925204403,66.2303396223,64.7101533034,64.8079430666,148015
2022-02-04 00:00:00+00:00,65.4391315382,66.4970389765,64.7457132173,65.5991511507,168585
2022-02-07 00:00:00+00:00,64.4612339062,65.8836304618,64.4167840138,65.341341775,159852
2022-02-08 00:00:00+00:00,65.3857916674,65.6080411292,64.2034245305,64.5945835833,91196
2022-02-09 00:00:00+00:00,66.1147699021,66.488148998,65.5191413445,65.5191413445,115440
2022-02-10 00:00:00+00:00,62.6387883193,67.5638363932,61.1541619143,64.8968428514,493802
2022-02-11 00:00:00+00:00,61.9364800199,62.9854974797,60.7896727969,62.9588275443,234325
