date,Close,High,Low,Open,Volume
2021-06-21 00:00:00+00:00,84.0202557688,84.1584594218,80.9847573782,81.2707595973,13146
2021-06-22 00:00:00+00:00,83.3431870317,83.860273058,83.2415242254,83.8094878233,38010
2021-06-23 00:00:00+00:00,82.8353346844,83.4447575012,82.7614652521,83.4447575012,29629
2021-06-24 00:00:00+00:00,82.2489960652,84.1742181455,81.5695819613,83.1308124137,8528
2021-06-25 00:00:00+00:00,83.4447575012,83.5647953287,82.096640361,82.1797434724,15831
2021-06-28 00:00:00+00:00,82.9276714748,83.7494689095,81.7457605575,83.7494689095,18633
2021-06-29 00:00:00+00:00,82.5707897798,83.7747691901,82.5029222389,83.1492797718,3661
2021-06-30 00:00:00+00:00,81.6072553718,82.530623276,81.43181547,82.530623276,5361
2021-07-01 00:00:00+00:00,82.1705097934,83.3431870317,81.0717019874,81.4872175443,5517
2021-07-02 00:00:00+00:00,82.7245305359,83.0278568924,82.4382864856,82.6321937455,12447
2021-07-06 00:00:00+00:00,84.0541803179,84.294255973,81.856564706,82.7337642149,7163
2021-07-07 00:00:00+00:00,84.820760352,85.3653627419,83.1215787347,84.0264792808,6591
2021-07-08 00:00:00+00:00,84.3127233311,84.4650790353,82.5767916712,82.9092041167,10400
2021-07-09 00:00:00+00:00,86.935088179,87.0274249694,84.737472567,84.737472567,12222
2021-07-12 00:00:00+00:00,88.3570747514,88.5399015964,87.0458923275,87.0458923275,20102
2021-07-13 00:00:00+00:00,85.8916824472,87.9600265526,85.7901119778,87.9600265526,5094
2021-07-14 00:00:00+00:00,87.2612217227,87.7013912027,86.0025789325,86.5380399802,5423
2021-07-15 00:00:00+00:00,87.5168099586,87.7522687742,86.7504145981,86.7504145981,5943
2021-07-16 00:00:00+00:00,87.6460814652,88.7910576664,87.5260436376,88.0338959849,19783
2021-07-19 00:00:00+00:00,84.5805000233,86.0117202748,83.6478984401,85.9840192377,28637
2021-07-20 00:00:00+00:00,88.4217105047,88.8741607778,84.6820704928,85.623905755,12499
2021-07-21 00:00:00+00:00,88.2278032448,89.1050027538,88.1354664544,88.6202346041,22000
2021-07-22 00:00:00+00:00,86.8796861047,87.5629783538,86.3155083153,87.5629783538,13077
2021-07-23 00:00:00+00:00,88.3570747514,88.4909630975,87.2213322293,87.2213322293,4319
2021-07-26 00:00:00+00:00,88.3183856362,88.3201400352,87.5352773167,87.9323255155,18971
2021-07-27 00:00:00+00:00,89.4870000558,89.5574530269,87.9046244784,87.9046244784,15963
