date,Close,High,Low,Open,Volume
2022-01-03 00:00:00+00:00,23.3812467894,23.6606912214,23.2809637647,23.5818128387,8011
2022-01-04 00:00:00+00:00,23.2718554065,23.4130349598,23.1534467488,23.3082888396,13073
2022-01-05 00:00:00+00:00,23.062363166,23.2718554065,23.0143621179,23.2718554065,16153
2022-01-06 00:00:00+00:00,23.2244919434,23.2263136151,22.9530628666,23.0532548077,10650
2022-01-07 00:00:00+00:00,23.1625551071,23.2536386899,23.0532548077,23.1352300322,6642
2022-01-10 00:00:00+00:00,23.1989885402,23.2263136151,23.0987965991,23.0987965991,5207
2022-01-11 00:00:00+00:00,23.2179339254,23.2809637647,23.1807718236,23.1807718236,6664
2022-01-12 00:00:00+00:00,23.2225791882,23.2809637647,23.2225791882,23.2445303316,2855
2022-01-13 00:00:00+00:00,23.2172052568,23.290072123,23.2012656298,23.2012656298,15062
2022-01-14 00:00:00+00:00,23.1716634654,23.2718554065,23.1170133157,23.1170133157,7051
2022-01-18 00:00:00+00:00,23.062363166,23.1253019217,23.0077130163,23.0077130163,10405
2022-01-19 00:00:00+00:00,23.1170133157,23.1534467488,23.0259297329,23.0441464494,5575
2022-01-20 00:00:00+00:00,23.1716634654,23.2080968985,23.1216585784,23.1443383905,4747
2022-01-21 00:00:00+00:00,23.0532548077,23.2244919434,23.0532548077,23.1625551071,4559
2022-01-24 00:00:00+00:00,23.0851340617,23.1427899696,22.9530628666,22.998604658,5751
2022-01-25 00:00:00+00:00,23.0532548077,23.1352300322,23.0260208165,23.1352300322,5038
2022-01-26 00:00:00+00:00,23.0350380912,23.1079049574,22.9166294335,23.0532548077,15062
2022-01-27 00:00:00+00:00,22.8801960004,22.9934128938,22.8710876421,22.9705509145,6857
2022-01-28 00:00:00+00:00,22.9608049712,23.0983683101,22.8051074504,22.878376872,10228
2022-01-31 00:00:00+00:00,23.3546281119,23.4004215003,22.9516462935,22.9699636489,32594
2022-02-01 00:00:00+00:00,23.263041335,23.3546281119,23.13701793,23.3363107565,6493
2022-02-02 00:00:00+00:00,22.9608049712,23.3385088392,22.9241702604,23.3271520788,11401
2022-02-03 00:00:00+00:00,23.152587682,23.1714545581,22.9608049712,23.024915715,10241
2022-02-04 00:00:00+00:00,23.1256611696,23.1531372027,23.0981851365,23.0981851365,4608
2022-02-07 00:00:00+00:00,23.1334460457,23.1428794837,23.0707091035,23.0707091035,1971
2022-02-08 00:00:00+00:00,23.1256611696,23.1485578638,23.0981851365,23.0981851365,5418
2022-02-09 00:00:00+00:00,23.1256611696,23.1989305911,23.1256611696,23.1622958804,13037
2022-02-10 00:00:00+00:00,23.1348198473,23.2172479465,23.1165024919,23.1256611696,19663
2022-02-11 00:00:00+00:00,23.1256611696,23.2172479465,23.1256611696,23.1348198473,10435
2022-02-14 00:00:00+00:00,23.143978525,23.1714545581,23.1256611696,23.1714545581,4600
2022-02-15 00:00:00+00:00,23.1531372027,23.1531372027,23.0432330704,23.1256611696,12992
2022-02-16 00:00:00+00:00,23.1256611696,23.1619295333,23.0775781117,23.1256611696,2296
2022-02-17 00:00:00+00:00,23.0798677812,23.143978525,23.0532160291,23.1165024919,10397
2022-02-18 00:00:00+00:00,23.1256611696,23.1989305911,23.0707091035,23.0707091035,2572
2022-02-22 00:00:00+00:00,23.1256611696,23.1323470043,23.0615504258,23.0615504258,13170
2022-02-23 00:00:00+00:00,23.1256611696,23.1384833184,23.024915715,23.0432330704,23615
2022-02-24 00:00:00+00:00,23.2172479465,23.2172479465,22.9974396819,22.9974396819,10879
2022-02-25 00:00:00+00:00,23.0352650208,23.2859380292,23.0340743927,23.2264066242,1856
2022-02-28 00:00:00+00:00,23.1714545581,23.4920082773,23.1256611696,23.1256611696,6955
2022-03-01 00:00:00+00:00,23.1348198473,23.4828495996,23.0798677812,23.3088347234,8636
2022-03-02 00:00:00+00:00,23.1256611696,23.2882276986,23.1165024919,23.143978525,3183
2022-03-03 00:00:00+00:00,23.1531372027,23.3342042606,23.1256611696,23.143978525,6564
2022-03-04 00:00:00+00:00,23.1256611696,23.1720040787,23.08444712,23.1256611696,11303
2022-03-07 00:00:00+00:00,23.1073438142,23.1210818308,23.0798677812,23.0798677812,7972
2022-03-08 00:00:00+00:00,23.0157570373,23.0798677812,22.9882810042,23.0432330704,6843
2022-03-09 00:00:00+00:00,22.9699636489,23.1256611696,22.9699636489,23.1256611696,2396
2022-03-10 00:00:00+00:00,22.9932266902,23.0615504258,22.9499061447,22.9608049712,9881
2022-03-11 00:00:00+00:00,22.9608049712,23.1256611696,22.9263683431,23.1256611696,6796
2022-03-14 00:00:00+00:00,22.9150115827,22.9150115827,22.8509008389,22.9012735662,8928
2022-03-15 00:00:00+00:00,22.9882810042,22.9882810042,22.905852905,22.9424876158,1965
2022-03-16 00:00:00+00:00,22.8234248058,23.0615504258,22.6494099297,23.0523917481,26010
2022-03-17 00:00:00+00:00,22.960072277,23.024915715,22.8417421612,22.8600595166,11770
2022-03-18 00:00:00+00:00,22.8966942273,22.9791223266,22.878376872,22.905852905,5817
2022-03-21 00:00:00+00:00,22.9241702604,22.9692309547,22.8051074504,22.8966942273,27511
2022-03-22 00:00:00+00:00,22.8417421612,22.9516462935,22.7226793512,22.8509008389,22249
2022-03-23 00:00:00+00:00,22.759314062,22.878376872,22.759314062,22.7684727397,23193
2022-03-24 00:00:00+00:00,22.8875355496,22.8875355496,22.759314062,22.759314062,6800
2022-03-25 00:00:00+00:00,22.7684727397,22.9150115827,22.6002278305,22.9150115827,16847
2022-03-28 00:00:00+00:00,22.6494099297,22.7959487727,22.6018763925,22.7959487727,43243
2022-03-29 00:00:00+00:00,22.3897614171,22.6768859628,22.1918423922,22.6768859628,77295
2022-03-30 00:00:00+00:00,22.1640000121,22.6219338966,22.0357785244,22.5761405082,31554
2022-03-31 00:00:00+00:00,22.0266198467,22.2499999956,22.0266198467,22.0632545575,12760
2022-04-01 00:00:00+00:00,22.0907305905,22.1823173674,21.6877487721,22.0357785244,9651
2022-04-04 00:00:00+00:00,21.9808264582,22.0632545575,21.7695357639,21.9258743921,9914
2022-04-05 00:00:00+00:00,21.751859516,22.1402790368,21.7243834829,21.9808264582,6403
2022-04-06 00:00:00+00:00,21.6694314168,22.0007007888,21.3580363753,21.6053206729,10236
2022-04-07 00:00:00+00:00,21.870922326,21.870922326,21.513733896,21.513733896,6800
2022-04-08 00:00:00+00:00,21.8251289375,21.8342876152,21.2572909207,21.2572909207,6176
2022-04-11 00:00:00+00:00,21.4862578629,21.7976529044,21.3763537306,21.751859516,5884
2022-04-12 00:00:00+00:00,21.3214016645,21.5961619952,21.0924347222,21.5228925737,16569
2022-04-13 00:00:00+00:00,21.3475038959,21.4156832351,21.2000891085,21.3843575928,12848
2022-04-14 00:00:00+00:00,21.3501757889,21.4672784107,20.9789669275,21.3659307443,12080
2022-04-18 00:00:00+00:00,21.2199901048,21.3475038959,21.1449006975,21.2000891085,19155
2022-04-19 00:00:00+00:00,21.1448085633,21.1448085633,21.0526743212,21.0987414422,14411
2022-04-20 00:00:00+00:00,20.9789669275,21.170974688,20.9513266549,21.0618877454,16079
2022-04-21 00:00:00+00:00,20.868405837,21.0803145938,20.6288568075,21.0803145938,20666
2022-04-22 00:00:00+00:00,20.9513266549,20.9513266549,20.739417898,20.9159471059,3185
2022-04-25 00:00:00+00:00,21.1724488359,21.623814488,20.914472958,20.9513266549,27216
2022-04-26 00:00:00+00:00,21.2737965022,21.5501070943,21.1171682907,21.2922233507,9876
2022-04-27 00:00:00+00:00,21.2132643052,21.3290770475,20.8450958737,21.1908756843,10162
2022-04-28 00:00:00+00:00,21.0618877454,21.3106501991,20.739417898,21.2737965022,8558
2022-04-29 00:00:00+00:00,21.3751441685,21.5225589559,20.868405837,20.9052595338,31814
2022-05-02 00:00:00+00:00,20.739417898,21.2000891085,20.739417898,21.2000891085,10283
2022-05-03 00:00:00+00:00,21.0478833406,21.2183316885,20.651890368,20.9881803517,15286
2022-05-04 00:00:00+00:00,21.5409858043,21.5409858043,20.914472958,20.914472958,19907
2022-05-05 00:00:00+00:00,21.3290770475,21.4119978654,20.868405837,21.4119978654,9040
2022-05-06 00:00:00+00:00,21.1079548664,21.2830099264,20.8776192612,21.2830099264,7803
2022-05-09 00:00:00+00:00,21.1355951391,21.1816622601,20.891255129,20.9513266549,8442
2022-05-10 00:00:00+00:00,21.0711011696,21.0987414422,20.9605400791,21.0379328424,12722
2022-05-11 00:00:00+00:00,21.1724488359,21.1801881123,20.914472958,21.1632354117,4975
2022-05-12 00:00:00+00:00,21.4580649864,21.4580649864,21.0526743212,21.0526743212,5041
2022-05-13 00:00:00+00:00,21.3475038959,21.3475038959,21.0987414422,21.2830099264,3005
2022-05-16 00:00:00+00:00,21.2830099264,21.3290770475,21.1448085633,21.1908756843,15278
2022-05-17 00:00:00+00:00,21.0066072001,21.2922233507,21.0066072001,21.194929591,12875
2022-05-18 00:00:00+00:00,21.1632354117,21.1773319507,20.9513266549,20.9513266549,13748
2022-05-19 00:00:00+00:00,20.9328998064,21.2737965022,20.7486313222,20.7815232467,8352
2022-05-20 00:00:00+00:00,21.0803145938,21.1885723283,20.9236863822,20.9236863822,10485
2022-05-23 00:00:00+00:00,21.1171682907,21.3103737963,21.0618877454,21.1448085633,11461
2022-05-24 00:00:00+00:00,21.2737965022,21.3769868534,21.1724488359,21.1724488359,3600
2022-05-25 00:00:00+00:00,21.4304247138,21.4672784107,21.3382904717,21.3475038959,15883
2022-05-26 00:00:00+00:00,21.4580649864,21.582354079,21.3290770475,21.4672784107,8426
2022-05-27 00:00:00+00:00,21.5409858043,21.6422413364,21.4212112896,21.5317723801,16880
2022-05-31 00:00:00+00:00,21.0711011696,21.4600919398,21.0526743212,21.264583078,140849
2022-06-01 00:00:00+00:00,21.2277293812,21.2412731148,21.0618877454,21.1724488359,50508
2022-06-02 00:00:00+00:00,21.2277293812,21.2369428054,21.1448085633,21.1816622601,11387
2022-06-03 00:00:00+00:00,21.1816622601,21.218515957,21.1448085633,21.1448085633,4004
2022-06-06 00:00:00+00:00,21.1263817149,21.2093025328,21.0526743212,21.0987414422,11844
2022-06-07 00:00:00+00:00,21.2000891085,21.2644909438,21.0618877454,21.1632354117,7090
2022-06-08 00:00:00+00:00,21.1675657211,21.1816622601,21.0066072001,21.0618877454,22791
2022-06-09 00:00:00+00:00,21.0250340485,21.2139092449,21.0250340485,21.0711011696,6718
2022-06-10 00:00:00+00:00,20.5090822928,20.9236863822,20.5090822928,20.914472958,27791
2022-06-13 00:00:00+00:00,19.9470634159,20.2695332633,19.8088620528,20.2695332633,20859
2022-06-14 00:00:00+00:00,20.214252718,20.2308368816,19.7259412349,19.8272889012,16876
2022-06-15 00:00:00+00:00,20.0581773119,20.5436326335,19.9009962949,19.9195152775,6167
2022-06-16 00:00:00+00:00,20.0115573854,20.030076368,19.8088620528,19.9009962949,6654
2022-06-17 00:00:00+00:00,20.1405453243,20.4721364617,19.9102097191,20.0852647791,21727
2022-06-21 00:00:00+00:00,20.0207708096,20.2945937771,19.9009962949,20.2050392938,4752
2022-06-22 00:00:00+00:00,20.1129050517,20.1221184759,19.8917828706,19.9286365675,6467
2022-06-23 00:00:00+00:00,20.2787466875,20.5459359896,20.2603198391,20.2787466875,10485
2022-06-24 00:00:00+00:00,20.1313319001,20.4827318995,20.1036916275,20.343240657,6909
2022-06-27 00:00:00+00:00,20.2050392938,20.269441129,20.0485032165,20.1497587485,4821
2022-06-28 00:00:00+00:00,20.1313319001,20.3327373534,19.9885238249,20.0852647791,13261
2022-06-29 00:00:00+00:00,20.1773990212,20.2603198391,20.0944782033,20.2234661422,9572
2022-06-30 00:00:00+00:00,20.4169480506,20.6841373528,20.1036916275,20.1036916275,28022
2022-07-01 00:00:00+00:00,20.6841373528,20.7302044738,20.5459359896,20.5735762622,6988
2022-07-05 00:00:00+00:00,20.6841373528,20.7695457952,20.5090822928,20.7302044738,6953
2022-07-06 00:00:00+00:00,20.8591924128,20.868405837,20.7209910496,20.7209910496,12573
2022-07-07 00:00:00+00:00,20.4630151717,20.7670581707,20.4077346264,20.7670581707,9397
2022-07-08 00:00:00+00:00,20.4998688685,20.5275091412,20.3985212022,20.4630151717,2406
2022-07-11 00:00:00+00:00,20.5459359896,20.6564970801,20.4538017475,20.4998688685,3519
2022-07-12 00:00:00+00:00,20.5275091412,20.6703172164,20.4077346264,20.6564970801,6393
2022-07-13 00:00:00+00:00,20.5367225654,20.5367225654,20.2418929906,20.4169480506,2333
2022-07-14 00:00:00+00:00,20.343240657,20.4538017475,20.1667114491,20.4538017475,5009
2022-07-15 00:00:00+00:00,20.4261614749,20.4261614749,20.3294205206,20.4077346264,1347
2022-07-18 00:00:00+00:00,20.4722285959,20.5589269177,20.3800943538,20.3800943538,4835
2022-07-19 00:00:00+00:00,20.4679904208,20.5243765769,20.4169480506,20.4906554443,6228
2022-07-20 00:00:00+00:00,20.4814420201,20.4814420201,20.4169480506,20.4169480506,3969
2022-07-21 00:00:00+00:00,20.5735762622,20.5735762622,20.4077346264,20.4445883233,8994
2022-07-22 00:00:00+00:00,20.6196433833,20.6749239285,20.4261614749,20.6380702317,13516
2022-07-25 00:00:00+00:00,20.5551494138,20.6379780975,20.4722285959,20.6196433833,9823
2022-07-26 00:00:00+00:00,20.4538017475,20.619551249,20.4538017475,20.518295717,7860
2022-07-27 00:00:00+00:00,20.4630151717,20.564362838,20.4538017475,20.4538017475,15584
2022-07-28 00:00:00+00:00,20.544553976,20.72061042,20.5075626536,20.544553976,6771
2022-07-29 00:00:00+00:00,21.0081043816,21.045188414,20.6001800246,20.6001800246,42690
2022-08-01 00:00:00+00:00,20.9895623653,21.0637304302,20.8505899537,21.0081043816,13205
2022-08-02 00:00:00+00:00,20.8319552274,21.0822724465,20.7392451463,21.0822724465,5551
2022-08-03 00:00:00+00:00,21.0359174059,21.0730014383,20.7670581707,20.7670581707,4802
2022-08-04 00:00:00+00:00,20.9988333734,21.0822724465,20.7392451463,21.0822724465,7792
2022-08-05 00:00:00+00:00,20.8412262355,20.9917874073,20.7021611139,20.8226842193,4995
2022-08-08 00:00:00+00:00,20.9061232923,20.9061232923,20.6928901058,20.7763291788,21453
2022-08-09 00:00:00+00:00,20.8226842193,20.961749341,20.6743480895,20.7763291788,5478
2022-08-10 00:00:00+00:00,20.9288372622,20.9988333734,20.7472182133,20.9432073248,2574
2022-08-11 00:00:00+00:00,20.7763291788,20.8597682518,20.7392451463,20.8597682518,6669
