date,Close,High,Low,Open,Volume
2021-12-31 00:00:00+00:00,39.73,40.68,39.44,39.44,1638
2022-01-07 00:00:00+00:00,40.69,40.69,38.83,39.73,3992
2022-01-14 00:00:00+00:00,39.0025,40.1202,36.8,39.0,9354
2022-01-21 00:00:00+00:00,40.63,40.84,39.32,39.75,7647
2022-01-28 00:00:00+00:00,40.64,41.109,38.5,39.71,19894
2022-02-04 00:00:00+00:00,37.74,42.17,37.27,40.7501,15824
2022-02-11 00:00:00+00:00,38.37,39.19,36.4555,37.55,14682
2022-02-18 00:00:00+00:00,38.0,38.96,37.865,38.22501,3219
2022-02-25 00:00:00+00:00,38.56,38.56,36.4394,37.8,17460
2022-03-04 00:00:00+00:00,35.2,38.51,35.2,38.42,4015
2022-03-11 00:00:00+00:00,31.75,33.84,31.3481,33.8,4451
2022-03-18 00:00:00+00:00,35.14,35.15,31.53,31.64,7203
2022-03-25 00:00:00+00:00,34.17,35.14,34.17,35.14,904
2022-04-01 00:00:00+00:00,34.92,36.44,34.26,34.26,12627
2022-04-08 00:00:00+00:00,33.14,34.15,32.8,34.15,2282
2022-04-15 00:00:00+00:00,32.91,33.1012,32.06,32.42,4200
2022-04-22 00:00:00+00:00,31.224,33.56,31.06,31.06,3430
2022-04-29 00:00:00+00:00,30.02,31.14,30.02,31.14,6265
2022-05-06 00:00:00+00:00,27.275,30.02,26.84,30.02,3099
2022-05-13 00:00:00+00:00,25.681,26.26,24.23,26.18,15241
2022-05-20 00:00:00+00:00,27.41,28.28,24.021,26.04,10244
2022-05-27 00:00:00+00:00,29.58,29.755,27.06,27.41,2101
2022-06-03 00:00:00+00:00,30.45,30.45,28.9701,28.9701,9234
2022-06-10 00:00:00+00:00,28.17,31.0,28.17,29.74,9346
2022-06-17 00:00:00+00:00,27.34,27.66,26.96,27.35,6199
2022-06-24 00:00:00+00:00,25.66,27.47,25.66,27.34,1369
2022-07-01 00:00:00+00:00,27.25,28.57,27.23,27.8199,4451
2022-07-08 00:00:00+00:00,28.78,28.78,26.93,27.25,4013
2022-07-15 00:00:00+00:00,26.57,28.78,26.0654,28.78,1259
2022-07-22 00:00:00+00:00,29.85,30.293,26.57,26.57,3566
2022-07-29 00:00:00+00:00,30.68,30.68,29.55,29.6405,1354
2022-08-05 00:00:00+00:00,32.73,32.73,30.68,30.68,41851
2022-08-12 00:00:00+00:00,36.03,36.71,32.723,33.1204,8791
2022-08-19 00:00:00+00:00,33.19,35.6572,33.19,35.419,14964
2022-08-26 00:00:00+00:00,31.87,32.55,31.7925,32.03,3504
2022-09-02 00:00:00+00:00,30.4396,31.76,29.93,31.59,3785
2022-09-09 00:00:00+00:00,31.91,31.91,29.67,29.67,2100
2022-09-16 00:00:00+00:00,30.72,31.986,30.54,31.986,3384
2022-09-23 00:00:00+00:00,27.36,29.3054,27.07,29.05,4697
2022-09-30 00:00:00+00:00,26.23,27.18,26.03,26.89,9755
2022-10-07 00:00:00+00:00,31.4825,31.91,27.11,27.11,7193
2022-10-14 00:00:00+00:00,32.7,33.35,30.7,31.4825,7422
2022-10-21 00:00:00+00:00,33.29,33.858,32.94,33.7075,7563
2022-10-28 00:00:00+00:00,32.56,34.3661,32.5,33.17,15786
2022-11-04 00:00:00+00:00,34.42,34.44,31.48,31.85,15905
2022-11-11 00:00:00+00:00,33.29,35.1159,31.91,34.6,48640
2022-11-18 00:00:00+00:00,32.255,33.2,32.22,33.0,1206
2022-11-25 00:00:00+00:00,32.5,32.5,31.13,31.13,2837
2022-12-02 00:00:00+00:00,34.55,34.55,32.43,32.47,5094
2022-12-09 00:00:00+00:00,32.6,33.304216,32.1957,33.304216,1143
2022-12-16 00:00:00+00:00,32.755,32.755,32.6,32.6,848
2022-12-23 00:00:00+00:00,32.755,32.755,32.755,32.755,887
2022-12-30 00:00:00+00:00,30.925,32.755,30.8976,32.755,763
2023-01-06 00:00:00+00:00,33.77,33.77,30.925,30.925,732
2023-01-13 00:00:00+00:00,36.7801,37.7799,34.56,34.56,3416
2023-01-20 00:00:00+00:00,38.2101,38.2101,37.665,37.665,2297
2023-01-27 00:00:00+00:00,40.57,40.57,37.9411,37.9411,4987
2023-02-03 00:00:00+00:00,40.66,41.03,40.31,40.96,52585
2023-02-10 00:00:00+00:00,39.94,40.92,39.94,40.66,3279
2023-02-17 00:00:00+00:00,41.05,41.9027,39.94,39.94,2549
2023-02-24 00:00:00+00:00,39.5927,41.05,39.5927,41.05,784
2023-03-03 00:00:00+00:00,40.37,41.2,38.23,40.1153,37712
2023-03-10 00:00:00+00:00,39.7772,40.65,39.7772,40.37,1859
2023-03-17 00:00:00+00:00,39.78,40.737837,38.9085,39.7772,2996
2023-03-24 00:00:00+00:00,40.02,40.81,40.02,40.1275,3807
