date,Close,High,Low,Open,Volume,aVWAP_peak_161,aVWAP_peak_153,aVWAP_peak_146,aVWAP_peak_127,aVWAP_peak_119,aVWAP_peak_104,aVWAP_peak_90,aVWAP_peak_82,aVWAP_peak_70,aVWAP_peak_58,aVWAP_peak_47,aVWAP_peak_33,aVWAP_peak_23,aVWAP_peak_12,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_167,aVWAP_valley_150,aVWAP_valley_145,aVWAP_valley_136,aVWAP_valley_128,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_95,aVWAP_valley_73,aVWAP_valley_64,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_10,aVWAP_OB_bull_171,aVWAP_OB_bull_111,aVWAP_OB_bull_95,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,91.4212229089,91.6365546003,90.0431000838,90.2842715782,3659098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3659098.0,False,False,False,False
2022-01-07 00:00:00+00:00,96.5805702353,96.8002085606,91.6537811357,91.6537811357,7429313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7429313,550319.4814814815,False,False,False,False,3938373.185185185,False,False,False,False
2022-01-14 00:00:00+00:00,101.0594694168,101.0680826845,95.7450832726,96.6925427149,5866512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13295825,1494431.001371742,False,False,False,False,4081198.2825788753,False,False,False,False
2022-01-21 00:00:00+00:00,98.9406055733,102.8510290895,98.3376768373,101.8777298442,10765682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,94.39118235104739,44.69791456622448,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2530143,1571150.4086775389,False,False,False,False,4576345.22461007,False,False,False,False
2022-01-28 00:00:00+00:00,97.4005858017,98.6861727721,95.4263923693,97.2351785772,12730000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,87.34003131020668,38.26242250931257,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10199857,699223.9339606841,False,False,False,False,5180319.652416731,False,False,False,False
2022-02-04 00:00:00+00:00,99.9891325393,101.0401867516,97.2181714343,97.2963490203,6769543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,83.97164988960333,35.53520099473292,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3430314,393332.2351487816,False,False,False,False,5298039.900385862,False,False,False,False
2022-02-11 00:00:00+00:00,99.6243038045,101.4918794709,99.1726110852,100.2670972897,6962157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.95508506320732,33.1500621243122,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10392471,-405616.152640017,False,False,False,False,5421307.833690613,False,False,False,False
2022-02-18 00:00:00+00:00,96.0020756515,99.8762093595,95.7675428934,99.3550254526,5798676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,73.94878344746587,26.976056609145417,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-16191147,-1574914.7339259416,False,False,False,False,5449261.031195011,False,False,False,False
2022-02-25 00:00:00+00:00,95.9760164562,97.4266449971,91.6083215884,95.8544068779,7754430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,68.91558656026771,22.80803823556714,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-23945577,-3232000.827709205,False,False,False,False,5620014.288143529,False,False,False,False
2022-03-04 00:00:00+00:00,94.4211511339,96.5319459569,93.1963689527,94.6643702905,8908497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.67629670529615,18.456854786603017,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-32854074,-5426228.470101116,False,False,False,False,5863605.6001328975,False,False,False,False
2022-03-11 00:00:00+00:00,94.1431863836,95.4461461508,90.5817630197,94.073695196,6543093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.3903651847,,,,93.3903651847,#000000,,93.3903651847,,59.65662218743314,15.262266466014665,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-39397167,-7942594.287130663,False,False,False,False,5913938.000123054,False,False,False,False
