date,Close,High,Low,Open,Volume,aVWAP_peak_187,aVWAP_peak_182,aVWAP_peak_170,aVWAP_peak_159,aVWAP_peak_145,aVWAP_peak_131,aVWAP_peak_119,aVWAP_peak_91,aVWAP_peak_67,aVWAP_peak_62,aVWAP_peak_56,aVWAP_peak_45,aVWAP_peak_35,aVWAP_peak_23,aVWAP_peak_16,aVWAP_peak_10,aVWAP_valley_189,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_148,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_127,aVWAP_valley_101,aVWAP_valley_92,aVWAP_valley_76,aVWAP_valley_70,aVWAP_valley_63,aVWAP_valley_58,aVWAP_valley_49,aVWAP_valley_39,aVWAP_valley_28,aVWAP_OB_bear_159,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,12.2897015127,12.5890078964,11.9722553482,11.9994650194,4511379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4511379.0,False,False,False,False
2022-01-07 00:00:00+00:00,12.734126143,12.842964828,12.2352821702,12.2352821702,7192728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7192728,532794.6666666666,False,False,False,False,4709997.444444445,False,False,False,False
2022-01-14 00:00:00+00:00,13.2873894584,13.300994294,12.5708681156,12.7250562526,5830275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13023003,1457995.2839506173,False,False,False,False,4792980.967078189,False,False,False,False
2022-01-21 00:00:00+00:00,13.5141367188,13.7499538696,13.3735534173,13.4234378146,6993472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20016475,2832697.4851394603,False,False,False,False,4955980.302850175,False,False,False,False
2022-01-28 00:00:00+00:00,13.650185075,13.8406527737,13.1150615405,13.3508786913,10952210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30968685,4916844.708462464,False,False,False,False,5400145.465602013,False,False,False,False
2022-02-04 00:00:00+00:00,14.1399591574,14.2125182807,13.547060421,13.7136743079,9817908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40786593,7573863.100428207,False,False,False,False,5727387.134816678,False,False,False,False
2022-02-11 00:00:00+00:00,14.3122870753,14.4483354315,13.8315828833,14.1399591574,12756235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53542828,10978971.611507598,False,False,False,False,6248042.532237666,False,False,False,False
2022-02-18 00:00:00+00:00,14.1490290478,14.502754774,13.7771635408,14.2034483903,12899219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,97.28656612447209,47.43495703954002,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,40643609,13176352.15880333,False,False,False,False,6740722.270590431,False,False,False,False
2022-02-25 00:00:00+00:00,14.2578677328,15.1104374318,14.0401903628,14.5753138973,17711669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.52077395890925,45.87702481933235,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,58355278,16522939.258151231,False,False,False,False,7553384.991287436,False,False,False,False
2022-03-04 00:00:00+00:00,16.38022209,16.4981306654,14.3122870753,14.5208945548,40518832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,95.70868067503707,45.87702481933235,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98874110,22623025.97976966,False,False,False,False,9995269.954895774,False,False,False,False
2022-03-11 00:00:00+00:00,15.6637007472,17.4776788302,14.4120558699,16.2985930762,30358802,,,,,,,,,,,,,,,,15.8511451491,,,,,,,,,,,,,,,,,,15.8511451491,#000000,,15.8511451491,,91.14351429253423,42.03059814394304,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68515308,26022454.2775645,False,False,False,False,11503679.736014605,False,False,False,False
2022-03-18 00:00:00+00:00,15.5095126101,15.5548620622,14.3576365274,15.2736954593,14936856,,,,,,,,,,,,,,,,15.616856489016145,,,,,,,,,,,,,,,,,,15.616856489016145,#000000,,15.616856489016145,,87.0185522619836,38.39832872804851,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,53578452,28063639.2940412,False,False,False,False,11757989.088902412,False,False,False,False
2022-03-25 00:00:00+00:00,16.2441737338,16.640437246,15.8813781171,15.94486735,8289643,,,,,,,,,,,,,,,,15.715628258079342,,,,,,,,,,,,,,,,,,15.715628258079342,#000000,,15.715628258079342,,85.15188438444406,36.98940302587572,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61868095,30567673.050038148,False,False,False,False,11501074.563798528,False,False,False,False
2022-04-01 00:00:00+00:00,15.9811469117,16.1534748296,14.9478142967,15.7634695417,10169572,,,,,,,,,,,,,,,,15.7122015079208,,,,,,,,,,,,,,,,,,15.7122015079208,#000000,,15.7122015079208,,82.4713011879817,34.777161847212696,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51698523,32132921.194479764,False,False,False,False,11402444.744257895,False,False,False,False
2022-04-08 00:00:00+00:00,16.2078941721,16.5978994599,15.6274211855,16.4074317612,6218468,,,,,,,,,,,,,,,,15.75061103886906,,,,,,,,,,,,,,,,,,15.75061103886906,#000000,,15.75061103886906,,80.91198945502649,33.62567025923062,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,57916991,34042852.29118496,False,False,False,False,11018446.466905458,False,False,False,False
2022-04-15 00:00:00+00:00,16.9969746382,17.1602326657,15.6909104184,15.7816093226,4070822,,,,,,,,,,,,,,,,15.798190807765971,,,,,,,,,,,,,,,,,,15.798190807765971,#000000,,15.798190807765971,,80.8533120026087,33.62567025923062,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,61987813,36112849.380726814,False,False,False,False,10503807.617505055,False,False,False,False
2022-04-22 00:00:00+00:00,16.1806845008,17.3144208028,16.1806845008,17.1783724465,5098146,,,,,,,,,,,,,,,16.558596601466665,15.847174212527792,,,,,,,,,,,,,,,,,,16.20288540699723,#000000,,16.20288540699723,,77.3259658073973,30.667975772526148,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56889667,37651872.908080384,False,False,False,False,10103388.238430606,False,False,False,False
2022-04-29 00:00:00+00:00,16.1353350488,16.5888295695,15.441488432,15.5548620622,5643188,,,,,,,,,,,,,,,16.294135793367904,15.861021255477748,,,,,,,,,,,,,,,,,,16.077578524422826,#000000,,16.077578524422826,,74.63189593450443,28.341033407117564,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,51246479,38658880.7667411,False,False,False,False,9773003.035583895,False,False,False,False
2022-05-06 00:00:00+00:00,17.1693025561,17.1829073917,15.8006560924,15.9085877884,5181558,,,,,,,,,,,,,,,16.431944830275086,15.910356276058538,,,,,,,,,,,,,,,,,,16.17115055316681,#000000,,16.17115055316681,,74.3481870921983,28.295966617033116,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,56428037,39975114.561797306,False,False,False,False,9432895.995911015,False,False,False,False
2022-05-13 00:00:00+00:00,16.9425552957,16.9615113667,15.7725394322,16.7702273778,8279566,,,,,,,,,,,,,,,16.47536498790782,15.965008551590131,,,,,,,,,,,,,,,,,,16.220186769748977,#000000,,16.220186769748977,,73.29696872919969,27.42326302441768,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48148471,40580548.37203454,False,False,False,False,9347464.144362051,False,False,False,False
2022-05-20 00:00:00+00:00,16.7974370491,17.2600014603,16.2532436242,16.8699961724,5903616,,,,,,,,,,,,,,,16.53318568957617,16.010651296947565,,,,,,,,,,,,,,,,,,16.271918493261868,#000000,,16.271918493261868,,72.00271835946194,26.27199399448679,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42244855,40703830.344476424,False,False,False,False,9092364.281816714,False,False,False,False
2022-05-27 00:00:00+00:00,17.6590766385,17.6772164194,16.6976682545,16.7611574874,3792715,,,,,,,,,,,,,,,16.62397557483369,16.057523196398837,,,,,,,,,,,,,,,,,,16.340749385616263,#000000,,16.340749385616263,,72.38268906906988,26.27199399448679,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46037570,41098922.170811504,False,False,False,False,8699797.66834881,False,False,False,False
2022-06-03 00:00:00+00:00,18.4753667759,18.4935065567,17.450469159,18.1125711593,4651250,,,,,,,,,,,,,,,16.806864863105822,16.143540954407086,,,,,,,,,,,,,,,,,,16.475202908756454,#000000,,16.475202908756454,,73.63853611783217,26.27199399448679,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50688820,41809284.972973615,False,False,False,False,8399905.24847112,False,False,False,False
2022-06-10 00:00:00+00:00,18.7293237075,19.1556085571,18.2123399539,18.4209474334,4238066,,,,,,,,,,,,,,18.699090739499997,16.9942855995714,16.2362429864819,,,,,,,,,,,,,,,,,,17.309873108517763,#000000,,17.309873108517763,,74.80951979117361,26.27199399448679,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,54926886,42780959.12312372,False,False,False,False,8091620.859695481,False,False,False,False
2022-06-17 00:00:00+00:00,17.3869799261,19.0195602008,17.1186018687,18.520716228,10574798,,,,,,,,,,,,,,18.08701559686581,17.16221844495063,16.369497225672212,,,,,,,,,,,,,,,,,,17.20624375582955,#000000,,17.20624375582955,,71.43661491345655,25.99376991985251,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44352088,42897339.03992937,False,False,False,False,8275559.907125445,False,False,False,False
2022-06-24 00:00:00+00:00,16.7248779258,17.7497755427,16.3484774735,17.5774476248,4253742,,,,,,,,,,,,,,17.83135032468532,17.14588947393945,16.387962941139868,,,,,,,,,,,,,,,,,,17.121734246588215,#000000,,17.121734246588215,,67.38860026867698,22.203993054468853,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,0.16292066013873377,0.16292066013873377,False,False,False,False,40098346,42690006.22215682,False,False,False,False,7977647.469560597,False,False,False,False
2022-07-01 00:00:00+00:00,16.7611574874,17.7769852139,16.4799908845,16.7430177066,5451562,,,,,,,,,,,,,,17.64784535333842,17.133801396187305,16.412537748614184,,,,,,,,,,,,,,,,,,17.064728166046635,#000000,,17.064728166046635,,64.56206762253095,19.654509199980907,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.1168145094590494,0.8271331884397235,False,False,False,False,0.16439500929686043,0.1636578347177971,False,False,False,False,45549908,42901850.79829336,False,False,False,False,7790530.027370923,False,False,False,False
2022-07-08 00:00:00+00:00,16.0627759254,16.1353350488,14.611593459,16.0718458159,7405263,,,,,,,,,,,,,,17.173558025071763,16.972971397297933,16.371068060972597,,,,,,,,,,,,,,,,,,16.8391991611141,#000000,,16.8391991611141,,60.919870350124725,16.344040672374987,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.047122435663924,0.8747609996355349,False,False,False,False,-0.05016037466054461,0.056748730028626244,False,False,False,False,38144645,42549465.18360496,False,False,False,False,7761991.729047151,False,False,False,False
2022-07-15 00:00:00+00:00,15.1376471031,16.1806845008,14.3757763082,15.9085877884,8025900,,,,,,,,,,,,,,16.78336845077871,16.79490723907179,16.311104140684222,,,,,,,,,,,,,,,,15.231369304033333,,16.280187283642015,#000000,,16.280187283642015,,56.49745542361612,12.332703721112381,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,1.0284600188261348,0.8911803601639884,False,False,False,False,-0.10211302543039948,-0.022682147700886616,False,False,False,False,30118745,41628671.095930524,False,False,False,False,7781540.489858474,False,False,False,False
2022-07-22 00:00:00+00:00,15.4006739251,16.0446361446,15.3779991991,15.7997491034,6192680,,,,,,,,,,,,,,16.625592351173278,16.7081037841192,16.283665381163765,,,,,,,,,,,,,,,,15.395304630383524,,16.25316653670994,#000000,,16.25316653670994,,53.901541122392615,10.102309303386384,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0294281924146864,0.901070897265061,False,False,False,False,-0.046889740617932774,-0.03478594415940969,False,False,False,False,36311425,41234801.01475049,False,False,False,False,7663847.120239328,False,False,False,False
2022-07-29 00:00:00+00:00,16.2260339529,16.6659236381,15.5004427197,15.681840528,3972871,,,,,,,,,,,,,,16.586367560191206,16.6822361351686,16.27993286658411,,,,,,,,,,,,,,,,15.555931104656555,,16.276116916650118,#000000,,16.276116916650118,,53.674127657179795,10.07029667002714,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0371589118959565,0.8842573503712773,False,False,False,False,-0.0273040510168104,-0.031044997588110045,False,False,False,False,40284296,41164393.235880084,False,False,False,False,7390441.481703081,False,False,False,False
2022-08-05 00:00:00+00:00,15.0015987469,16.1716146104,14.7567117056,15.573001843,5484905,,,,,,,,,,,,,,16.460451757305933,16.602292048531716,16.248301970207567,,,,,,,,,,,,,,,,15.49895249894497,,16.202499568747545,#000000,,16.202499568747545,,51.28386519938283,7.860415311453096,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,1.0012809553373636,0.9100206347411415,False,False,False,False,-0.1385443531145636,-0.08479467535133682,False,False,False,False,34799391,40692911.588777855,False,False,False,False,7249290.631206557,False,False,False,False
2022-08-12 00:00:00+00:00,15.7453297609,16.1353350488,14.9925288564,15.0197385277,3201678,,,,,,,,,,,,,,16.414929502410914,16.570131248860232,16.236647416700837,,,,,,,,,,,,,,,,15.513895397840779,,16.183900891453188,#000000,,16.183900891453188,,50.93946015956254,7.570190605839436,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.999895677213786,0.9189819114432187,False,False,False,False,-0.12380230987619634,-0.10429849261376659,False,False,False,False,38001069,40493515.84146098,False,False,False,False,6949467.473339405,False,False,False,False
2022-08-19 00:00:00+00:00,15.5820717334,15.8450985555,14.874620281,15.0288084181,3193436,,,,,,,,,,,,,,16.36439698328753,16.534044048801142,16.221964793068405,,,,,,,,,,,,,,,,15.505403502580165,,16.15645233193431,#000000,,16.15645233193431,,50.40584662579893,7.00363571735739,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.9981274212684199,0.9291376787566706,False,False,False,False,-0.20687508301939184,-0.1555867878165792,False,False,False,False,34807633,40072339.33468609,False,False,False,False,6671242.919758708,False,False,False,False
2022-08-26 00:00:00+00:00,15.94486735,16.5059307711,15.0514831441,15.3281148018,3657878,,,,,,,,,,,,,,16.334850868996803,16.509473381426822,16.214005135469808,,,,,,,,,,,,,,,,15.541049280357571,,16.14984466656275,#000000,,16.14984466656275,,50.68929164529213,7.00363571735739,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,0.9957719397771482,0.9284230160467741,False,False,False,False,-0.18651564798382797,-0.17105121790020358,False,False,False,False,38465511,39953315.01359823,False,False,False,False,6448030.703480286,False,False,False,False
2022-09-02 00:00:00+00:00,15.0378783085,16.5616198983,14.9108998427,16.16254472,3504032,,,,,,,,,,,,,15.5034660165,16.292726325002658,16.476744896665274,16.200306439825553,,,,,,,,,,,,,,,,15.537512320800815,,16.002151199758863,#000000,,15.952612389742187,,49.29099926454377,5.664749026541671,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.98566261783191,0.966092002223927,False,False,False,False,-0.19430679947114868,-0.18267900868567613,False,False,False,False,34961479,39583549.382961325,False,False,False,False,6229956.725444709,False,False,False,False
2022-09-09 00:00:00+00:00,14.9562492948,15.2555556785,14.2261231164,15.2374158977,3208728,,,,,,,,,,,,,15.173249513940238,16.227098598787503,16.428603315287788,16.176232900992147,,,,,,,,,,,,,,,,15.480000247997152,,15.897036915400966,#000000,,15.82723791900317,,48.15611710506862,4.407181153876785,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.9614794728755636,1.0319652180429728,False,False,False,False,-0.34282825441539394,-0.26275363155053505,False,False,False,False,31752751,39003490.24348271,False,False,False,False,6006162.005041397,False,False,False,False
2022-09-16 00:00:00+00:00,14.7295020344,15.5095126101,14.5934536782,15.2646255689,3360282,,,,,,,,,,,,,15.09682588245376,16.170168894977696,16.384953140771003,16.154248380145074,,,,,,,,,,,,,,,,15.43889318922949,,15.849017897515404,#000000,,15.772710276857987,,46.95667219811515,3.081726765348826,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.9769809952043071,0.9701633773915562,False,False,False,False,-0.285518235119154,-0.27413593333484454,False,False,False,False,28392469,38217488.669891395,False,False,False,False,5810170.893556849,False,False,False,False
2022-09-23 00:00:00+00:00,13.75902376,14.9199697331,13.6229754037,14.2578677328,2640242,,,,,,,,,,,,,14.88994552223109,16.10044465636684,16.333368317473635,16.12585514313484,,,,,,,,,,,,,,,,15.362815045258035,,15.762485736892888,#000000,,15.6716433853324,,44.57979655060705,0.6426565178703214,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9135995093949076,1.0120153692530887,False,False,False,False,-0.34282825441539394,-0.30848209387511927,False,False,False,False,25752227,37294135.95360315,False,False,False,False,5575361.345885972,False,False,False,False
2022-09-30 00:00:00+00:00,13.7694541339,14.2941472945,13.3055292392,13.75902376,3638363,,,,,,,,,,,,,14.645134989951726,15.997922255113936,16.25660009908138,16.082176812361848,,,,,,,,,,,,,,,13.789710222533332,15.248529648529734,,15.336679004595325,#000000,,14.920324279032181,,42.906429740663754,-1.0815479722450263,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9341394278791408,1.0190587043147663,False,False,False,False,-0.34282825441539394,-0.3256551741452566,False,False,False,False,29390590,36708688.1051881,False,False,False,False,5431879.986931455,False,False,False,False
2022-10-07 00:00:00+00:00,15.8632383363,16.0174264734,14.1853086095,14.502754774,4962656,,,,,,,,,,,,,14.810489967757816,15.961253303306819,16.22096575009806,16.064101572263084,,,,,,,,,,,,,,,14.693045624314767,15.258158115521452,,15.501335722210333,#000000,,15.180736752725213,,45.74466053483949,-1.0815479722450263,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9303148568073105,0.9690786350903018,False,False,False,False,-0.15536058982736814,-0.24050788198631234,False,False,False,False,34353246,36534210.9122112,False,False,False,False,5397122.654566162,False,False,False,False
2022-10-14 00:00:00+00:00,14.7929912673,16.0809157063,14.7113622536,15.9085877884,2661896,,,,,,,,,,,,,14.853189171318853,15.938498969121243,16.199661364206353,16.052662630822912,,,,,,,,,,,,,,,14.811699563348721,15.255248838010601,,15.518493422804779,#000000,,15.214659135449853,,46.080519709588096,-1.0815479722450263,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,0.9435999153671758,0.9835343277254618,False,False,False,False,-0.1147912572686816,-0.17764956962749698,False,False,False,False,31691350,36175480.474269636,False,False,False,False,5194513.272746447,False,False,False,False
