date,Close,High,Low,Open,Volume,aVWAP_peak_182,aVWAP_peak_169,aVWAP_peak_161,aVWAP_peak_147,aVWAP_peak_138,aVWAP_peak_127,aVWAP_peak_114,aVWAP_peak_105,aVWAP_peak_99,aVWAP_peak_91,aVWAP_peak_80,aVWAP_peak_68,aVWAP_peak_57,aVWAP_peak_46,aVWAP_peak_33,aVWAP_peak_26,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_156,aVWAP_valley_147,aVWAP_valley_131,aVWAP_valley_120,aVWAP_valley_109,aVWAP_valley_102,aVWAP_valley_85,aVWAP_valley_80,aVWAP_valley_67,aVWAP_valley_63,aVWAP_valley_54,aVWAP_valley_36,aVWAP_valley_21,aVWAP_valley_11,aVWAP_valley_4,aVWAP_OB_bull_85,aVWAP_OB_bear_138,aVWAP_OB_bear_114,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,0.59,0.6055,0.5,0.58,645314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,645314.0,False,False,False,False
2022-01-07 00:00:00+00:00,0.63,0.699,0.46,0.59,671035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,671035,49706.29629629629,False,False,False,False,647219.2592592592,False,False,False,False
2022-01-14 00:00:00+00:00,0.57,0.627,0.521,0.6,573738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.38747553816047,-29.256360078277872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97297,53231.53360768175,False,False,False,False,641776.2030178326,False,False,False,False
2022-01-21 00:00:00+00:00,0.533,0.6,0.483,0.6,549145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,66.63543825222085,-29.256360078277872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-451848,15818.234821927545,False,False,False,False,634914.632423919,False,False,False,False
2022-01-28 00:00:00+00:00,0.427,0.535,0.25,0.535,952528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40399999999999997,,,,0.40399999999999997,#000000,,0.40399999999999997,,51.7205614020122,-29.256360078277872,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1404376,-89381.33812784485,False,False,False,False,658441.5485406658,False,False,False,False
2022-02-04 00:00:00+00:00,0.546,0.6,0.41,0.44225,325825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43322609534820716,,,,0.43322609534820716,#000000,,0.43322609534820716,,49.901772770004094,-29.256360078277872,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1078551,-162653.16493318966,False,False,False,False,633803.2856858016,False,False,False,False
2022-02-11 00:00:00+00:00,0.54,0.5706,0.51,0.5452,246371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4505113665598933,,,,0.4505113665598933,#000000,,0.4505113665598933,,48.35450685869979,-29.256360078277872,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1324922,-248747.15271591634,False,False,False,False,605104.5978572237,False,False,False,False
2022-02-18 00:00:00+00:00,0.5,0.539,0.4775,0.5195,488053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4638448692362178,,,,0.4638448692362178,#000000,,0.4638448692362178,,45.72005015313353,-29.256360078277872,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1812975,-364615.882144367,False,False,False,False,596434.109127059,False,False,False,False
2022-02-25 00:00:00+00:00,0.46,0.5,0.42,0.5,569438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46299698683752777,,,,0.46299698683752777,#000000,,0.46299698683752777,,42.56152279563728,-29.256360078277872,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2382413,-514082.33531885827,False,False,False,False,594434.3973398694,False,False,False,False
2022-03-04 00:00:00+00:00,0.429,0.4995,0.4102,0.44,359947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.460946104939157,,,,0.460946104939157,#000000,,0.460946104939157,,39.447649952078734,-29.256360078277872,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2742360,-679139.940110054,False,False,False,False,577064.9604998791,False,False,False,False
