date,Open,High,Low,Close,Volume,aVWAP_peak_37,aVWAP_valley_51,aVWAP_valley_24,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-05-09 16:00:00+00:00,17.015,17.095,16.11,16.965,32571.0,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,32571.0,False,False,False,False
2025-05-12 16:00:00+00:00,16.91,17.19,16.85,17.19,8558.0,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8558.0,132.68217054263565,False,False,False,False,32198.70542635659,False,False,False,False
2025-05-13 16:00:00+00:00,17.16,17.385,17.16,17.275,1741.0,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10299.0,290.2995012318971,False,False,False,False,31726.492939126256,False,False,False,False
2025-05-14 16:00:00+00:00,17.135,17.21,17.02,17.21,1818.0,,,,,#000000,,,,93.19371727748708,43.87434554973838,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8481.0,417.28710586396073,False,False,False,False,31262.795374178564,False,False,False,False
2025-05-15 16:00:00+00:00,16.645,16.7,16.565,16.605,1999.0,,,,,#000000,,,,70.58239476476197,23.932532251636545,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6482.0,511.3136623621939,False,False,False,False,30809.09312031533,False,False,False,False
2025-05-16 16:00:00+00:00,16.57,16.57,16.395,16.395,849.0,,,,,#000000,,,,53.73175450789206,10.341436418337551,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5633.0,590.7196520930125,False,False,False,False,30344.595552558505,False,False,False,False
2025-05-19 16:00:00+00:00,16.34,16.41,16.18,16.41,4224.0,,,,,#000000,,,,42.94066257943327,2.4511748373922018,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9857.0,734.3829133008728,False,False,False,False,29939.625078875426,False,False,False,False
2025-05-20 16:00:00+00:00,16.25,16.87,16.15,16.86,2321.0,,,,,#000000,,,,45.16171044814842,2.4511748373922018,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12178.0,911.8033332496964,False,False,False,False,29511.42934121844,False,False,False,False
2025-05-21 16:00:00+00:00,16.625,16.685,16.51,16.685,802.0,,,,,#000000,,,,44.397067001966676,2.4511748373922018,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11376.0,1074.038940486135,False,False,False,False,29066.321909571645,False,False,False,False
2025-05-22 16:00:00+00:00,16.535,16.72,16.5,16.57,1015.0,,,,,#000000,,,,42.583648104095154,2.4511748373922018,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10361.0,1218.0228328816988,False,False,False,False,28631.41769391937,False,False,False,False
2025-05-23 16:00:00+00:00,16.51,16.72,16.51,16.53,1336.0,,,,,#000000,,,,40.92709575535843,2.4511748373922018,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9025.0,1339.0612385734555,False,False,False,False,28208.23292347101,False,False,False,False
2025-05-26 16:00:00+00:00,16.53,16.53,16.53,16.53,0.0,,,,,#000000,,,,39.82272752286728,1.1928443980652759,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9025.0,1458.2230798358826,False,False,False,False,27770.89597892107,False,False,False,False
2025-05-27 16:00:00+00:00,16.53,16.625,16.41,16.41,4749.0,,,,,#000000,,,,37.635461395301,-1.5514305816119247,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4276.0,1501.909543714396,False,False,False,False,27413.967359092836,False,False,False,False
2025-05-28 16:00:00+00:00,16.505,16.735,16.42,16.68,6162.0,,,,,#000000,,,,41.2176327875553,-1.5514305816119247,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10438.0,1640.4535817963433,False,False,False,False,27084.47949306039,False,False,False,False
2025-05-29 16:00:00+00:00,16.71,16.88,16.62,16.775,95.0,,,,,#000000,,,,45.02184625659369,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10533.0,1778.322518512679,False,False,False,False,26666.037950532318,False,False,False,False
2025-05-30 16:00:00+00:00,16.71,16.775,16.52,16.56,6455.0,,,,,#000000,,,,44.51869505755384,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4078.0,1813.9764329543427,False,False,False,False,26352.688524942667,False,False,False,False
2025-06-02 16:00:00+00:00,16.38,16.51,16.31,16.475,8175.0,,,,,#000000,,,,43.145623147546495,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4097.0,1722.3333874821824,False,False,False,False,26070.86389664898,False,False,False,False
2025-06-03 16:00:00+00:00,16.425,16.63,16.4,16.55,9000.0,,,,,#000000,,,,43.54753446076966,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,4903.0,1771.6460481413733,False,False,False,False,25806.199340111787,False,False,False,False
2025-06-04 16:00:00+00:00,16.4,16.675,16.4,16.455,2868.0,,,,,#000000,,,,42.539202025508615,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,2035.0,1775.7290551469334,False,False,False,False,25450.56834259067,False,False,False,False
2025-06-05 16:00:00+00:00,16.49,16.53,16.36,16.46,2139.0,,,,,#000000,,,,41.96780670529556,-1.5514305816119247,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,4174.0,1812.9115504159734,False,False,False,False,25089.14867836446,False,False,False,False
