date,Open,High,Low,Close,Volume,aVWAP_peak_417,aVWAP_peak_314,aVWAP_peak_290,aVWAP_peak_254,aVWAP_peak_216,aVWAP_peak_165,aVWAP_peak_102,aVWAP_peak_69,aVWAP_valley_343,aVWAP_valley_297,aVWAP_valley_281,aVWAP_valley_236,aVWAP_valley_193,aVWAP_valley_172,aVWAP_valley_120,aVWAP_valley_91,aVWAP_valley_43,aVWAP_OB_bull_343,aVWAP_OB_bull_297,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,75.02,75.99,75.02,75.695,1239.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,1239.0,False,False,False,False
2023-12-15 17:00:00+00:00,75.41,76.065,75.41,76.06,1455.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1455.0,22.558139534883722,False,False,False,False,1242.3488372093025,False,False,False,False
2023-12-18 17:00:00+00:00,75.81,76.92,75.81,76.81,1179.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2634.0,63.045610239769246,False,False,False,False,1241.3666846944295,False,False,False,False
2023-12-19 17:00:00+00:00,77.5,77.66,77.24,77.315,573.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3207.0,111.78908915078057,False,False,False,False,1231.0044105131205,False,False,False,False
2023-12-20 17:00:00+00:00,77.695,77.745,76.83,76.85,2622.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,91.20733325292483,42.08659992763235,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,585.0,119.12569241976071,False,False,False,False,1252.5702336059405,False,False,False,False
2023-12-21 17:00:00+00:00,77.13,77.975,77.13,77.92,3682.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.91335509361383,40.549579589076956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4267.0,183.43382121945433,False,False,False,False,1290.2358113794917,False,False,False,False
2023-12-22 17:00:00+00:00,78.45,78.86,78.45,78.8,2161.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.81019350143035,40.549579589076956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6428.0,280.24880073543176,False,False,False,False,1303.7360313581044,False,False,False,False
2023-12-25 17:00:00+00:00,78.8,78.8,78.8,78.8,0.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.74141910664136,40.549579589076956,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6428.0,375.562772817053,False,False,False,False,1283.523069631622,False,False,False,False
2023-12-26 17:00:00+00:00,78.88,79.295,78.88,78.98,285.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,88.94627895261029,40.549579589076956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6713.0,473.8176135485715,False,False,False,False,1268.042091807876,False,False,False,False
2023-12-27 17:00:00+00:00,79.65,79.8,79.43,79.65,836.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,89.85109196042416,40.549579589076956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7549.0,583.510363726113,False,False,False,False,1261.3437648031027,False,False,False,False
2023-12-28 17:00:00+00:00,79.97,80.11,79.9,79.92,466.0,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.70278244144393,38.33382189136623,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8015.0,698.7272573117548,False,False,False,False,1249.0128537208839,False,False,False,False
2023-12-29 17:00:00+00:00,79.81,80.41,79.81,80.27,857.0,,,,,,,,,,,,,,,,,,,,,#000000,,80.16333333333334,,91.56249838040344,39.19409800548776,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8872.0,825.4446641751384,False,False,False,False,1242.9351350585446,False,False,False,False
2024-01-01 17:00:00+00:00,80.27,80.27,80.27,80.27,0.0,,,,,,,,,,,,,,,,,,,,,#000000,,80.16333333333334,,92.13564233970979,39.80502209596379,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8872.0,950.1974600793998,False,False,False,False,1223.6648228870943,False,False,False,False
2024-01-02 17:00:00+00:00,78.59,78.92,78.35,78.895,1168.0,,,,,,,,,,,,,,,,,,,,,#000000,,79.33179423868313,,81.18589131893083,34.49408257105628,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7704.0,1054.9075769773935,False,False,False,False,1222.8018023772167,False,False,False,False
2024-01-03 17:00:00+00:00,78.59,78.59,78.28,78.37,706.0,,,,,,,,,,,,,,,,,,,,,#000000,,79.09435981935799,,71.21116972193778,26.010150929040364,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6998.0,1147.0485447761935,False,False,False,False,1214.7893713326087,False,False,False,False
2024-01-04 17:00:00+00:00,79.19,79.39,78.58,78.595,3081.0,,,,,,,,,,,,,,,,,,,,,#000000,,78.96747275751319,,65.55662497987188,21.683206984082332,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10079.0,1285.528412299043,False,False,False,False,1243.722869451483,False,False,False,False
