date,Close,High,Low,Open,Volume,aVWAP_peak_189,aVWAP_peak_161,aVWAP_peak_152,aVWAP_peak_135,aVWAP_peak_114,aVWAP_peak_102,aVWAP_peak_89,aVWAP_peak_83,aVWAP_peak_57,aVWAP_peak_48,aVWAP_peak_30,aVWAP_peak_23,aVWAP_peak_13,aVWAP_valley_170,aVWAP_valley_155,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_122,aVWAP_valley_107,aVWAP_valley_96,aVWAP_valley_85,aVWAP_valley_70,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_41,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_170,aVWAP_OB_bull_96,aVWAP_OB_bear_161,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,48.1775369435,49.7044752729,47.5632514087,48.9761081388,3204547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3204547.0,False,False,False,False
2022-01-07 00:00:00+00:00,44.7726399792,49.1428427839,44.3601911201,48.3003940505,9569245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9569245,-708832.9629629629,False,False,False,False,3676006.111111111,False,False,False,False
2022-01-14 00:00:00+00:00,44.9218236091,47.5018228552,42.7762119911,44.0467299872,11322306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.2811173354471919,-53.20279333861798,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1753061,-526470.4471879287,False,False,False,False,4242398.695473251,False,False,False,False
2022-01-21 00:00:00+00:00,43.0789670047,45.8584335395,42.9565486731,44.0442728451,9147851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.7190690556473953,-52.718730998833955,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7394790,-1035234.8585073415,False,False,False,False,4605765.532845602,False,False,False,False
2022-01-28 00:00:00+00:00,42.5612120539,42.8727425752,39.4722333647,41.3150899691,11288766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.63539599793333,,,,41.63539599793333,#000000,,41.63539599793333,,1.9508430489510513,-52.39498807681896,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18683556,-2342517.906025316,False,False,False,False,5100802.604486669,False,False,False,False
2022-02-04 00:00:00+00:00,43.7195790624,47.4403943018,42.3813141473,42.5524365463,18265536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.41432168647474,,,,43.41432168647474,#000000,,43.41432168647474,,7.536232196504436,-46.976732575887624,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418020,-2199962.5055789966,False,False,False,False,6075968.04119136,False,False,False,False
2022-02-11 00:00:00+00:00,41.4291715684,45.071007239,41.0079472017,43.751258645,23809475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.00758459714591,,,,43.00758459714591,#000000,,43.00758459714591,,9.732501826258911,-44.95801806513673,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24227495,-3831631.5792398117,False,False,False,False,7389561.14925126,False,False,False,False
2022-02-18 00:00:00+00:00,40.3272608886,42.6475561443,39.6832245629,41.1918575999,10189436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.66743485220765,,,,42.66743485220765,#000000,,42.66743485220765,,10.732358705260681,-44.075492123889425,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34416931,-6097209.314110937,False,False,False,False,7596959.28634376,False,False,False,False
2022-02-25 00:00:00+00:00,41.5888662938,41.7035576943,37.0276775212,39.9831866872,16988879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.1272948468036,,,,42.1272948468036,#000000,,42.1272948468036,,14.874290903390627,-40.17478067285751,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17428052,-6936530.994547164,False,False,False,False,8292657.042910889,False,False,False,False
2022-03-04 00:00:00+00:00,38.5010208965,42.2221392727,38.0122590822,40.7595592442,12108603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.79418702882155,,,,41.79418702882155,#000000,,41.79418702882155,,15.91466466861964,-39.2970952390325,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-29536655,-8610614.254210338,False,False,False,False,8575319.706398971,False,False,False,False
