date,Close,High,Low,Open,Volume,aVWAP_peak_180,aVWAP_peak_175,aVWAP_peak_169,aVWAP_peak_148,aVWAP_peak_133,aVWAP_peak_122,aVWAP_peak_106,aVWAP_peak_101,aVWAP_peak_88,aVWAP_peak_77,aVWAP_peak_71,aVWAP_peak_57,aVWAP_peak_32,aVWAP_peak_25,aVWAP_peak_12,aVWAP_valley_171,aVWAP_valley_156,aVWAP_valley_147,aVWAP_valley_141,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_110,aVWAP_valley_96,aVWAP_valley_92,aVWAP_valley_85,aVWAP_valley_69,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_43,aVWAP_valley_28,aVWAP_valley_24,aVWAP_valley_21,aVWAP_valley_8,aVWAP_valley_4,aVWAP_OB_bull_141,aVWAP_OB_bull_110,aVWAP_OB_bull_63,aVWAP_OB_bear_101,aVWAP_OB_bear_57,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,55.8,58.32,51.12,57.6,1237458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1237458.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.48,61.02,50.04,57.2058,917599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-917599,-67970.29629629629,False,False,False,False,1213764.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,48.42,52.2,45.18,50.94,738537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1656136,-185612.2002743484,False,False,False,False,1178562.6858710563,False,False,False,False
2022-01-21 00:00:00+00:00,34.2,48.24,32.76,47.7,1111684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2767820,-376886.8521058781,False,False,False,False,1173608.709139867,False,False,False,False
2022-01-28 00:00:00+00:00,32.04,35.82,28.08,31.4712,1492070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.979999999999997,,,,,,31.979999999999997,#000000,,31.979999999999997,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4259890,-664516.7149128502,False,False,False,False,1197198.4343887656,False,False,False,False
2022-02-04 00:00:00+00:00,34.2,38.88,32.04,34.02,879285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.11463066474653,,,,,,33.11463066474653,#000000,,33.11463066474653,,2.763830480696319,-47.38731649871676,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3380605,-865708.4397341205,False,False,False,False,1173649.291100709,False,False,False,False
2022-02-11 00:00:00+00:00,30.78,36.18,30.6,34.56,810313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.963189044237176,,,,,,32.963189044237176,#000000,,32.963189044237176,,4.348380503973071,-46.002781789397766,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4190918,-1112020.2590130745,False,False,False,False,1146735.4917599158,False,False,False,False
2022-02-18 00:00:00+00:00,28.8,32.76,28.08,30.96,580308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.48758811858449,,,,,,32.48758811858449,#000000,,32.48758811858449,,5.289287081877415,-45.26098085388755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4771226,-1383072.536123217,False,False,False,False,1104777.8997776997,False,False,False,False
2022-02-25 00:00:00+00:00,33.3,34.38,23.4,28.44,1343062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.36,31.92785031570774,,,,,,31.14392515785387,#000000,,31.14392515785387,,10.282293581664085,-40.68487171801965,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3428164,-1534560.7927066826,False,False,False,False,1122428.5738682405,False,False,False,False
2022-03-04 00:00:00+00:00,26.82,34.38,26.64,32.76,921646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.920482993834085,31.522921062395174,,,,,,30.721702028114628,#000000,,30.721702028114628,,12.536932708097268,-38.857608255256025,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4349810,-1743097.771024706,False,False,False,False,1107555.7906187412,False,False,False,False
