date,Close,High,Low,Open,Volume,aVWAP_peak_186,aVWAP_peak_182,aVWAP_peak_172,aVWAP_peak_168,aVWAP_peak_148,aVWAP_peak_141,aVWAP_peak_133,aVWAP_peak_125,aVWAP_peak_120,aVWAP_peak_100,aVWAP_peak_95,aVWAP_peak_94,aVWAP_peak_92,aVWAP_peak_71,aVWAP_peak_56,aVWAP_peak_34,aVWAP_peak_24,aVWAP_peak_16,aVWAP_peak_10,aVWAP_valley_171,aVWAP_valley_166,aVWAP_valley_165,aVWAP_valley_156,aVWAP_valley_136,aVWAP_valley_131,aVWAP_valley_111,aVWAP_valley_110,aVWAP_valley_109,aVWAP_valley_99,aVWAP_valley_92,aVWAP_valley_84,aVWAP_valley_83,aVWAP_valley_78,aVWAP_valley_62,aVWAP_valley_50,aVWAP_valley_44,aVWAP_valley_39,aVWAP_valley_28,aVWAP_valley_19,aVWAP_valley_12,aVWAP_valley_7,aVWAP_valley_6,aVWAP_OB_bull_174,aVWAP_OB_bear_125,aVWAP_OB_bear_71,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,0.395852,0.4,0.34,0.38,4991773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4991773.0,False,False,False,False
2022-01-07 00:00:00+00:00,0.405,0.42,0.37,0.3757,1207937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1207937,89476.8148148148,False,False,False,False,4711488.851851852,False,False,False,False
2022-01-14 00:00:00+00:00,0.4047,0.4399,0.3751,0.405,2077591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,99.03017659406635,45.63579467329856,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-869654,18430.087791495193,False,False,False,False,4516385.3072702335,False,False,False,False
2022-01-21 00:00:00+00:00,0.392,0.4475,0.39,0.41,1702180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,81.60434855034035,35.898668224737406,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2571834,-173441.32611898592,False,False,False,False,4307925.654879846,False,False,False,False
2022-01-28 00:00:00+00:00,0.3675,0.42,0.361,0.3925,3131663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,63.11273445969199,19.040230377381334,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5703497,-583075.0797398017,False,False,False,False,4220795.087851709,False,False,False,False
2022-02-04 00:00:00+00:00,0.3654,0.42,0.3502,0.365,3485271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,49.67002700480057,7.490454423986051,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9188768,-1220533.8145738905,False,False,False,False,4166311.8220849154,False,False,False,False
2022-02-11 00:00:00+00:00,0.36,0.375,0.3411,0.3732,2922022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35869999999999996,,,,0.35869999999999996,#000000,,0.35869999999999996,,39.526197446055306,-0.7715529533571299,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-12110790,-2027219.4579387875,False,False,False,False,4074142.205634181,False,False,False,False
2022-02-18 00:00:00+00:00,0.3541,0.37,0.3411,0.3504,2861334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3550666666666667,0.35690239663614,,,,0.3559845316514033,#000000,,0.3559845316514033,,31.789082219614805,-6.796372233224872,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14972124,-2986101.2758692475,False,False,False,False,3984304.5607723896,False,False,False,False
2022-02-25 00:00:00+00:00,0.3541,0.415,0.3412,0.36,3051432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.36282499743774743,0.3614606938163089,,,,0.36214284562702814,#000000,,0.36214284562702814,,26.262571343585876,-10.888027735800584,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-14972124,-3873954.810990044,False,False,False,False,3915202.8896040646,False,False,False,False
2022-03-04 00:00:00+00:00,0.3692,0.41,0.355,0.36,3854135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3688395409284207,0.36650459400954155,,,,0.3676720674689811,#000000,,0.3676720674689811,,28.893076314826892,-10.888027735800584,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11117989,-4410549.936101893,False,False,False,False,3910679.3422259856,False,False,False,False
2022-03-11 00:00:00+00:00,0.405,0.4952,0.36,0.375,49353543,,,,,,,,,,,,,,,,,,,0.42006666666666664,,,,,,,,,,,,,,,,,,,,,,0.41160376903348916,0.4091121534197775,,,,0.41359419637331113,#000000,,0.41359419637331113,,38.155590963375474,-10.888027735800584,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38235554,-1251579.2741684192,False,False,False,False,7276817.390949987,False,False,False,False
2022-03-18 00:00:00+00:00,0.333,0.3815,0.2975,0.3768,20338369,,,,,,,,,,,,,,,,,,,0.3959223863098107,,,,,,,,,,,,,,,,,,,,,,0.3925934230437933,0.39139123411490867,,,,0.3933023478228375,#000000,,0.3933023478228375,,36.657225924486156,-10.888027735800584,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17897185,166847.7091033156,False,False,False,False,8244339.732361099,False,False,False,False
2022-03-25 00:00:00+00:00,0.314,0.3329,0.2875,0.3325,12483783,,,,,,,,,,,,,,,,,,,0.3830922316377529,,,,,,,,,,,,,,,,,,,,,0.31146666666666667,0.38157819325730874,0.38087349865749376,,,,0.3642526475548055,#000000,,0.3642526475548055,,34.49805173678759,-10.888027735800584,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5413402,555481.3602808478,False,False,False,False,8558372.567001017,False,False,False,False
