date,Close,High,Low,Open,Volume,aVWAP_peak_166,aVWAP_peak_165,aVWAP_peak_153,aVWAP_peak_144,aVWAP_peak_116,aVWAP_peak_112,aVWAP_peak_77,aVWAP_peak_66,aVWAP_peak_59,aVWAP_peak_50,aVWAP_peak_33,aVWAP_peak_22,aVWAP_valley_180,aVWAP_valley_179,aVWAP_valley_171,aVWAP_valley_156,aVWAP_valley_148,aVWAP_valley_126,aVWAP_valley_121,aVWAP_valley_96,aVWAP_valley_80,aVWAP_valley_73,aVWAP_valley_68,aVWAP_valley_62,aVWAP_valley_52,aVWAP_valley_43,aVWAP_valley_20,aVWAP_OB_bull_121,aVWAP_OB_bull_96,aVWAP_OB_bear_166,aVWAP_OB_bear_77,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,8.0693435128,8.1111969542,7.8687818213,7.9437831884,152632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,152632.0,False,False,False,False
2022-01-07 00:00:00+00:00,7.9103004352,8.0609728245,7.8684469938,8.0609728245,57476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57476,-4257.481481481481,False,False,False,False,145583.40740740742,False,False,False,False
2022-01-14 00:00:00+00:00,7.8768176821,8.019119383,7.8433349289,7.8768176821,75142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132618,-13765.668038408778,False,False,False,False,140365.5253772291,False,False,False,False
2022-01-21 00:00:00+00:00,7.6704802157,7.8433349289,7.5838435919,7.8433349289,108100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-240718,-30576.951887415533,False,False,False,False,137975.4864603973,False,False,False,False
2022-01-28 00:00:00+00:00,7.731827273,7.8718932629,7.5110282199,7.6201269539,134481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,4.250137974265965,-45.98229144620171,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106237,-36181.39989575512,False,False,False,False,137716.635611479,False,False,False,False
2022-02-04 00:00:00+00:00,7.6872646363,7.9390309453,7.5865581127,7.7124412672,55339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.844951217725346,-43.70370411734476,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161576,-45469.888792365855,False,False,False,False,131614.58852914724,False,False,False,False
2022-02-11 00:00:00+00:00,7.6285191642,7.846716632,7.5824459296,7.7292256878,81202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.211496171128115,-42.645429817338226,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-242778,-60085.30443737579,False,False,False,False,127880.32271217337,False,False,False,False
2022-02-18 00:00:00+00:00,7.4804188615,7.6369113745,7.4383467644,7.6118186657,175710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.334940055144218,-42.645429817338226,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-418488,-86633.65225682943,False,False,False,False,131423.2617705309,False,False,False,False
2022-02-25 00:00:00+00:00,7.6192567818,7.6571216692,7.4447417231,7.4467611838,86164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.772744881902458,-37.76958849318415,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-332324,-104832.93727484206,False,False,False,False,128070.72386160269,False,False,False,False
2022-03-04 00:00:00+00:00,7.5982207333,7.7664249774,7.4972477003,7.6487072498,71993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.405111492674905,-34.6609131074533,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-404317,-127016.94192115005,False,False,False,False,123916.81839037286,False,False,False,False
2022-03-11 00:00:00+00:00,7.4467611838,7.6487072498,7.4046890867,7.6487072498,62234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.49392628486835,-34.000312334003404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-466551,-152167.61288995374,False,False,False,False,119347.72073182673,False,False,False,False
2022-03-18 00:00:00+00:00,7.3205448925,7.4309420753,7.2448151178,7.4046890867,75215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,18.357207014022297,-34.000312334003404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-541766,-181026.7526758831,False,False,False,False,116078.63030724697,False,False,False,False
2022-03-25 00:00:00+00:00,7.2392768466,7.3037160537,7.1422469122,7.2868872149,62311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.774363421548287,-34.000312334003404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-604077,-212363.80803322507,False,False,False,False,112095.84287708053,False,False,False,False
2022-04-01 00:00:00+00:00,7.2392768466,7.2856824674,7.1380282194,7.230839461,89143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,17.358046569781138,-34.000312334003404,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-604077,-241379.60003076395,False,False,False,False,110395.63229359308,False,False,False,False
2022-04-08 00:00:00+00:00,7.0452169778,7.273026389,7.0115518092,7.2645890034,69780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,16.10339679281742,-34.000312334003404,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-673857,-273414.9629914481,False,False,False,False,107387.06693851211,False,False,False,False
2022-04-15 00:00:00+00:00,6.8680318801,7.0452169778,6.8595944945,7.0452169778,93192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,14.587516556841624,-32.010096354743744,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-767049,-309980.4472143038,False,False,False,False,106335.58049862232,False,False,False,False
2022-04-22 00:00:00+00:00,6.8274687196,6.9328204443,6.76112675,6.8764692657,167300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,13.383156610191996,-33.102967091856,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-934349,-356229.96964287385,False,False,False,False,110851.46342465031,False,False,False,False
2022-04-29 00:00:00+00:00,6.7949746937,6.8880565388,6.7422565214,6.8118986656,198753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.42593416313422,-33.97738682744375,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1133102,-413776.0459656239,False,False,False,False,117362.68835615768,False,False,False,False
2022-05-06 00:00:00+00:00,6.769588736,6.9557524262,6.6680449049,6.8288226374,177895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,11.665787287788794,-34.68876545409671,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1310997,-480236.8573755777,False,False,False,False,121846.56329273859,False,False,False,False
2022-05-13 00:00:00+00:00,6.6426589472,6.7865127078,6.5918870316,6.7103548345,155444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,10.774157721932044,-35.55125595107353,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1466441,-553289.0160884978,False,False,False,False,124335.26230809127,False,False,False,False
2022-05-20 00:00:00+00:00,6.6117726985,6.6511209331,6.5326531302,6.6511209331,167796,,,,,,,,,,,,,,,,,,,,,,,,,,,6.598515587266668,,,,,6.598515587266668,#000000,,6.598515587266668,,10.060246263030312,-36.261231188814676,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1634237,-633359.2371189795,False,False,False,False,127554.57621119561,False,False,False,False
2022-05-27 00:00:00+00:00,6.9852232746,7.0361483531,6.6032851855,6.6202602116,236977,,,,,,,,,,,,,,,,,,,,,,,,,,,6.760318221212622,,,,,6.760318221212622,#000000,,6.760318221212622,,17.154333495507416,-36.85768370268485,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1397260,-689944.4788138699,False,False,False,False,135659.94093629223,False,False,False,False
2022-06-03 00:00:00+00:00,6.9427857091,7.0531233793,6.9088356568,6.9597607353,93187,,,,,,,,,,,,6.968248248399999,,,,,,,,,,,,,,,6.799229731059819,,,,,6.88373898972991,#000000,,6.88373898972991,,21.8813997030189,-32.58177300110966,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1490447,-749240.9618646944,False,False,False,False,132513.79716323354,False,False,False,False
