date,Close,High,Low,Open,Volume,aVWAP_peak_188,aVWAP_peak_169,aVWAP_peak_160,aVWAP_peak_153,aVWAP_peak_125,aVWAP_peak_118,aVWAP_peak_105,aVWAP_peak_97,aVWAP_peak_87,aVWAP_peak_69,aVWAP_peak_56,aVWAP_peak_46,aVWAP_peak_34,aVWAP_peak_16,aVWAP_peak_5,aVWAP_valley_182,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_120,aVWAP_valley_92,aVWAP_valley_74,aVWAP_valley_63,aVWAP_valley_51,aVWAP_valley_39,aVWAP_valley_27,aVWAP_valley_17,aVWAP_valley_8,aVWAP_OB_bull_74,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,10.2637160359,10.3013195183,9.811569955,9.819105723,128177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,128177.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.5651467564,10.7211371543,10.2411087318,10.3616810201,123494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,123494,9147.703703703703,False,False,False,False,127830.11111111111,False,False,False,False
2022-01-14 00:00:00+00:00,10.7233978848,10.7761482609,10.3616810201,10.5500752204,116450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,239944,26243.7256515775,False,False,False,False,126987.13991769547,False,False,False,False
2022-01-21 00:00:00+00:00,10.6028255965,11.0399001414,10.4060565276,10.6706475086,189081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,93.51059035342531,43.865479943472366,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50863,28067.375603312503,False,False,False,False,131586.6851089773,False,False,False,False
2022-01-28 00:00:00+00:00,10.7239142543,10.8222987887,10.0957668421,10.5498493087,169272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,90.14979625877062,40.95464646840439,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,220135,42294.607040104165,False,False,False,False,134378.18991571973,False,False,False,False
2022-02-04 00:00:00+00:00,10.905547241,11.2181830193,10.6406658021,10.7314822954,100976,,,,,,,,,,,,,,,10.921465354133332,,,,,,,,,,,,,,,,10.921465354133332,#000000,,10.921465354133332,,89.0003499680736,40.19998583657542,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,321111,62947.67318528164,False,False,False,False,131903.9536256664,False,False,False,False
2022-02-11 00:00:00+00:00,10.8071627065,10.939603426,10.6633699254,10.8979791998,179234,,,,,,,,,,,,,,,10.845932197278888,,,,,,,,,,,,,,,,10.845932197278888,#000000,,10.845932197278888,,85.17182538520375,36.86434715145677,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,141877,68794.28998637188,False,False,False,False,135409.88298672816,False,False,False,False
2022-02-18 00:00:00+00:00,10.3691281343,10.973659611,10.2471383915,10.8298668298,209594,,,,,,,,,,,,,,,10.710729844124732,,,,,,,,,,,,,,,,10.710729844124732,#000000,,10.710729844124732,,74.48196499177884,27.11000861116534,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67717,58682.34257997396,False,False,False,False,140905.00276548904,False,False,False,False
2022-02-25 00:00:00+00:00,10.4072499289,10.6664781322,10.0794024952,10.4224986467,96430,,,,,,,,,,,,,,,10.657047834857197,,,,,,,,,,,,,,10.3843768521,,10.5207123434786,#000000,,10.5207123434786,,67.34193292592154,21.03564278616203,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28713,56462.391277753675,False,False,False,False,137610.55811619354,False,False,False,False
2022-03-04 00:00:00+00:00,10.8570871053,10.9409550534,10.4072499289,10.4453717235,256225,,,,,,,,,,,,,,,10.680785773710978,,,,,,,,,,,,,,10.639196329452599,,10.659991051581788,#000000,,10.659991051581788,,66.50850485011827,21.005979307341818,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,284938,73386.51044236452,False,False,False,False,146396.81307054957,False,False,False,False
2022-03-11 00:00:00+00:00,10.7198486447,11.0164362068,10.5978589019,10.9562037713,113497,,,,,,,,,,,,,,,10.692333336117272,,,,,,,,,,,,,,10.673003411096923,,10.682668373607097,#000000,,10.682668373607097,,64.29104433772059,19.45489539788693,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,171441,80649.80596515234,False,False,False,False,143959.7898801385,False,False,False,False
2022-03-18 00:00:00+00:00,10.5216153127,10.7122242858,10.1785191612,10.7122242858,129985,,,,,,,,,,,,,,,10.665814586416626,,,,,,,,,,,,,,10.628910866489058,,10.647362726452842,#000000,,10.647362726452842,,60.69265445512469,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,41456,77746.56107884475,False,False,False,False,142924.6202593875,False,False,False,False
2022-03-25 00:00:00+00:00,10.9841398989,10.9995023323,10.5770354131,10.5826101841,129076,,,,,,,,,,,,,,,10.685759431343826,,,,,,,,,,,,,,10.668894581897193,,10.677327006620509,#000000,,10.677327006620509,,61.307461685176946,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,170532,84619.55655448588,False,False,False,False,141898.79653646992,False,False,False,False
2022-04-01 00:00:00+00:00,11.007183549,11.1023538241,10.8151531312,10.9457338153,159484,,,,,,,,,,,,,,,10.719308180779066,,,,,,,,,,,,,,10.724057494506411,,10.721682837642739,#000000,,10.721682837642739,,61.87579990696265,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,330016,102797.07088378322,False,False,False,False,143201.40420043512,False,False,False,False
2022-04-08 00:00:00+00:00,11.0686332827,11.1081915488,10.7921862932,11.060952066,90645,,,,,,,,,,,,,,,10.736034828557576,,,,,,,,,,,,,,10.748742660882181,,10.742388744719879,#000000,,10.742388744719879,,62.63412669900755,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,420661,126342.54711461409,False,False,False,False,139308.3372226251,False,False,False,False
2022-04-15 00:00:00+00:00,11.1531266666,11.2145764003,11.0340678075,11.060952066,73317,,,,,,,,,,,,,,,10.754996618912044,,,,,,,,,,,,,,10.775672590183854,,10.765334604547949,#000000,,10.765334604547949,,63.65380044061976,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,493978,153574.80288390192,False,False,False,False,134420.09002094917,False,False,False,False
2022-04-22 00:00:00+00:00,11.0788801842,11.5441622053,11.0647926744,11.0763144994,194606,,,,,,,,,,,,,,11.229278354633333,10.808253627987723,,,,,,,,,,,,,,10.846674672118482,,10.961402218246512,#000000,,10.961402218246512,,63.57787140462773,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,299372,164374.59526287217,False,False,False,False,138878.30557495294,False,False,False,False
2022-04-29 00:00:00+00:00,11.0092503506,11.380609463,10.3748452004,10.9396205171,128911,,,,,,,,,,,,,,11.106665923279742,10.81609877808729,,,,,,,,,,,,,10.921568338,10.853710662663756,,10.924510925507697,#000000,,10.924510925507697,,62.78156864539574,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,170461,164825.44005821497,False,False,False,False,138139.98664347496,False,False,False,False
2022-05-06 00:00:00+00:00,11.0634068878,11.295506333,10.6920477755,10.9628304616,102827,,,,,,,,,,,,,,11.085036875443006,10.826612143047717,,,,,,,,,,,,,10.963907594533906,10.8650931587078,,10.935162442933107,#000000,,10.935162442933107,,62.58266148901468,16.482801875808462,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,273288,172859.70375760645,False,False,False,False,135524.2098550694,False,False,False,False
2022-05-13 00:00:00+00:00,10.8390440908,11.1020901287,10.5953396734,11.0401969433,147360,,,,,,,,,,,,,,11.023507870335782,10.827929289002434,,,,,,,,,,,,,10.91787774074605,10.86331271237863,,10.908156903115724,#000000,,10.908156903115724,,60.173171027923864,16.41495880425866,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,125928,169383.281257043,False,False,False,False,136400.9350509902,False,False,False,False
2022-05-20 00:00:00+00:00,10.8316942751,10.9938544208,10.6317019198,10.9009372762,93190,,,,,,,,,,,,,,10.994942156028017,10.827555501228794,,,,,,,,,,,,,10.898384059557673,10.860910153724053,,10.895447967634633,#000000,,10.895447967634633,,58.38300607935578,14.551045580852389,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,32738,159261.40857133613,False,False,False,False,133200.12504721314,False,False,False,False
