date,Close,High,Low,Open,Volume,aVWAP_peak_384,aVWAP_peak_353,aVWAP_peak_317,aVWAP_peak_278,aVWAP_peak_256,aVWAP_peak_226,aVWAP_peak_174,aVWAP_peak_157,aVWAP_peak_120,aVWAP_peak_96,aVWAP_peak_84,aVWAP_peak_74,aVWAP_peak_54,aVWAP_peak_42,aVWAP_valley_334,aVWAP_valley_307,aVWAP_valley_275,aVWAP_valley_262,aVWAP_valley_242,aVWAP_valley_214,aVWAP_valley_169,aVWAP_valley_150,aVWAP_valley_131,aVWAP_valley_114,aVWAP_valley_84,aVWAP_valley_36,aVWAP_OB_bull_334,aVWAP_OB_bear_278,aVWAP_OB_bear_157,aVWAP_OB_bear_1,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,81.51,82.89,80.79,82.89,705382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,705382.0,False,False,False,False
2022-01-04 00:00:00+00:00,81.33,82.01,80.05,81.52,666277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.13,,#000000,,,,0.0,,False,False,False,True,False,,-1.0,82.01,80.05,0.0,0,,,False,False,False,False,,,False,False,False,False,-666277,-26128.50980392157,False,False,False,False,703848.4705882353,False,False,False,False
2022-01-05 00:00:00+00:00,79.73,82.025,79.68,81.22,456781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.8649478373631,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1123058,-69145.35255670897,False,False,False,False,694159.5501730104,False,False,False,False
2022-01-06 00:00:00+00:00,79.45,80.97,78.73,79.2,643545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.44664751408966,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1766603,-135712.31912311254,False,False,False,False,692174.6658525002,False,False,False,False
2022-01-07 00:00:00+00:00,79.14,79.9,78.59,79.53,631083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.1211556760699,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2397686,-224417.1693535787,False,False,False,False,689778.9142504415,False,False,False,False
2022-01-10 00:00:00+00:00,78.99,79.21,77.58,78.41,591137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.81897909478079,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2988823,-332825.2411436344,False,False,False,False,685910.6038876792,False,False,False,False
2022-01-11 00:00:00+00:00,79.55,79.9825,78.17,78.87,404679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.74923954295592,,#000000,,,,7.884489432648465,-42.772551353405575,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2584144,-421112.25129486446,False,False,False,False,674881.9135391428,False,False,False,False
2022-01-12 00:00:00+00:00,79.5,80.65,79.225,80.02,447182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.7541794562722,,#000000,,,,12.961808997790794,-38.5563689427278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3031326,-523473.57477349724,False,False,False,False,665952.5051650588,False,False,False,False
2022-01-13 00:00:00+00:00,76.2,79.7,76.04,79.39,644781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.40331032587108,,#000000,,,,11.550817995188574,-38.5563689427278,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3676107,-647106.258115713,False,False,False,False,665122.2500605467,False,False,False,False
2022-01-14 00:00:00+00:00,74.8,75.79,73.63,75.65,731249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.7496342737657,,#000000,,,,9.955268448113273,-37.313391280380806,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4407356,-794567.0323072537,False,False,False,False,667715.4559405253,False,False,False,False
